Gene,index
ankrd23,629
ankrd24,630
ankrd26,631
ankrd27,632
ankrd28,633
ankrd29,634
ankrd30a,635
ankrd30b,636
ankrd31,637
ankrd32,638
ankrd33,639
ankrd33b,640
ankrd34a,641
ankrd34b,642
ankrd34c,643
ankrd35,644
ankrd36,645
ankrd36b,646
ankrd37,647
ankrd39,648
ankrd40,649
ankrd42,650
ankrd44,651
ankrd45,652
ankrd46,653
ankrd49,654
ankrd5,655
ankrd50,656
ankrd52,657
ankrd53,658
ankrd54,659
ankrd55,660
ankrd6,661
ankrd65,662
ankrd9,663
anks1a,664
anks1b,665
anks3,666
anks4b,667
anks6,668
ankzf1,669
anln,670
ano1,671
ano10,672
ano2,673
ano3,674
ano4,675
ano5,676
ano6,677
ano7,678
ano8,679
ano9,680
anp32a,681
anp32b,682
anp32c,683
anp32d,684
anp32e,685
anpep,686
antxr1,687
antxr2,688
anxa1,689
anxa10,690
anxa11,691
anxa13,692
anxa2,693
anxa2r,694
anxa3,695
anxa4,696
anxa5,697
anxa6,698
anxa7,699
anxa8,700
anxa8l1,701
anxa8l2,702
anxa9,703
aoah,704
aoc2,705
aoc3,706
aox1,707
ap1ar,708
ap1b1,709
ap1g1,710
ap1g2,711
ap1m1,712
ap1m2,713
ap1s1,714
ap1s2,715
ap1s3,716
ap2a1,717
ap2a2,718
ap2b1,719
ap2m1,720
ap2s1,721
ap3b1,722
ap3b2,723
ap3d1,724
ap3m1,725
ap3m2,726
ap3s1,727
ap3s2,728
ap4b1,729
ap4e1,730
ap4m1,731
ap4s1,732
ap5b1,733
ap5m1,734
ap5s1,735
ap5z1,736
apaf1,737
apba1,738
apba2,739
apba3,740
apbb1,741
apbb1ip,742
apbb2,743
apbb3,744
apc,745
apc2,746
apcdd1,747
apcdd1l,748
apeh,749
apex1,750
apex2,751
aph1a,752
aph1b,753
api5,754
apip,755
apitd1,756
apitd1-cort,757
aplf,758
apln,759
aplnr,760
aplp1,761
aplp2,762
apoa1,763
apoa1bp,764
apoa2,765
apob,766
apobec1,767
apobec2,768
apobec3a,769
apobec3b,770
apobec3c,771
apobec3d,772
apobec3f,773
apobec3g,774
apobec3h,775
apobec4,776
apobr,777
apoc1,778
apoc4,779
apoe,780
apof,781
apol1,782
apol2,783
apol3,784
apol4,785
apol5,786
apol6,787
apold1,788
apom,789
apoo,790
apool,791
apopt1,792
app,793
appbp2,794
appl1,795
appl2,796
aprt,797
aptx,798
aqp1,799
aqp10,800
aqp11,801
aqp3,802
aqp4,803
aqp5,804
aqp6,805
aqp7,806
aqp8,807
aqp9,808
aqpep,809
aqr,810
ar,811
araf,812
arap1,813
arap2,814
arap3,815
arc,816
arcn1,817
areg,818
arf1,819
arf3,820
arf4,821
arf5,822
arf6,823
arfgap1,824
arfgap2,825
arfgap3,826
arfgef1,827
arfgef2,828
arfip1,829
arfip2,830
arfrp1,831
arg1,832
arg2,833
argfx,834
arglu1,835
arhgap1,836
arhgap10,837
arhgap11a,838
arhgap11b,839
arhgap12,840
arhgap15,841
arhgap17,842
arhgap18,843
arhgap19,844
arhgap20,845
arhgap21,846
arhgap22,847
arhgap23,848
arhgap24,849
arhgap25,850
arhgap26,851
arhgap27,852
arhgap28,853
arhgap29,854
arhgap30,855
arhgap31,856
arhgap32,857
arhgap33,858
arhgap35,859
arhgap36,860
arhgap39,861
arhgap4,862
arhgap40,863
arhgap42,864
arhgap44,865
arhgap5,866
arhgap6,867
arhgap8,868
arhgap9,869
arhgdia,870
arhgdib,871
arhgdig,872
arhgef1,873
arhgef10,874
arhgef10l,875
arhgef11,876
arhgef12,877
arhgef15,878
arhgef16,879
arhgef17,880
arhgef18,881
arhgef19,882
arhgef2,883
arhgef25,884
arhgef26,885
arhgef3,886
arhgef33,887
arhgef35,888
arhgef37,889
arhgef38,890
arhgef4,891
arhgef40,892
arhgef5,893
arhgef6,894
arhgef7,895
arhgef9,896
arid1a,897
arid1b,898
arid2,899
arid3a,900
arid3b,901
arid3c,902
arid4a,903
arid4b,904
arid5a,905
arid5b,906
arih1,907
arih2,908
arl1,909
arl10,910
arl11,911
arl13a,912
arl13b,913
arl14,914
arl15,915
arl16,916
arl17a,917
arl17b,918
arl2,919
arl2bp,920
arl3,921
arl4a,922
arl4c,923
arl4d,924
arl5a,925
arl5b,926
arl6,927
arl6ip1,928
arl6ip4,929
arl6ip5,930
arl6ip6,931
arl8a,932
arl8b,933
arl9,934
armc1,935
armc10,936
armc12,937
armc2,938
armc3,939
armc4,940
armc5,941
armc6,942
armc7,943
armc8,944
armc9,945
armcx1,946
armcx2,947
armcx3,948
armcx4,949
armcx5,950
armcx5-gprasp2,951
armcx6,952
arms2,953
arnt,954
arnt2,955
arntl,956
arntl2,957
arpc1a,958
arpc1b,959
arpc2,960
arpc3,961
arpc4,962
arpc4-ttll3,963
arpc5,964
arpc5l,965
arpm1,966
arpp19,967
arpp21,968
arr3,969
arrb1,970
arrb2,971
arrdc1,972
arrdc2,973
arrdc3,974
arrdc4,975
arrdc5,976
arsa,977
arsb,978
arsd,979
arse,980
arsf,981
arsg,982
arsh,983
arsi,984
arsj,985
arsk,986
art1,987
art3,988
art4,989
art5,990
artn,991
arv1,992
arvcf,993
arx,994
as3mt,995
asah1,996
asah2,997
asah2b,998
asap1,999
asap2,1000
asap3,1001
asb1,1002
asb11,1003
asb12,1004
asb13,1005
asb14,1006
asb15,1007
asb16,1008
asb17,1009
asb18,1010
asb2,1011
asb3,1012
asb4,1013
asb5,1014
asb6,1015
asb7,1016
asb8,1017
asb9,1018
ascc1,1019
ascc2,1020
ascc3,1021
ascl1,1022
ascl2,1023
ascl3,1024
asf1a,1025
asf1b,1026
asgr1,1027
asgr2,1028
ash1l,1029
ash2l,1030
asic1,1031
asic2,1032
asic3,1033
asic4,1034
asip,1035
asl,1036
asmt,1037
asmtl,1038
asna1,1039
asns,1040
asnsd1,1041
aspa,1042
aspg,1043
asph,1044
asphd1,1045
asphd2,1046
aspm,1047
aspn,1048
asprv1,1049
aspscr1,1050
asrgl1,1051
ass1,1052
aste1,1053
astn1,1054
astn2,1055
asun,1056
asxl1,1057
asxl2,1058
asxl3,1059
asz1,1060
atad1,1061
atad2,1062
atad2b,1063
atad3a,1064
atad3b,1065
atad3c,1066
atad5,1067
atat1,1068
atcay,1069
ate1,1070
atf1,1071
atf2,1072
atf3,1073
atf4,1074
atf5,1075
atf6,1076
atf6b,1077
atf7,1078
atf7ip,1079
atf7ip2,1080
atg10,1081
atg12,1082
atg13,1083
atg14,1084
atg16l1,1085
atg16l2,1086
atg2a,1087
atg2b,1088
atg3,1089
atg4a,1090
atg4b,1091
atg4c,1092
atg4d,1093
atg5,1094
atg7,1095
atg9a,1096
atg9b,1097
athl1,1098
atic,1099
atl1,1100
atl2,1101
atl3,1102
atm,1103
atmin,1104
atn1,1105
atoh7,1106
atoh8,1107
atox1,1108
atp10a,1109
atp10b,1110
atp10d,1111
atp11a,1112
atp11b,1113
atp11c,1114
atp12a,1115
atp13a1,1116
atp13a2,1117
atp13a3,1118
atp13a4,1119
atp13a5,1120
atp1a1,1121
atp1a2,1122
atp1a3,1123
atp1a4,1124
atp1b1,1125
atp1b2,1126
atp1b3,1127
atp1b4,1128
atp2a1,1129
atp2a2,1130
atp2a3,1131
atp2b1,1132
atp2b2,1133
atp2b3,1134
atp2b4,1135
atp2c1,1136
atp2c2,1137
atp4a,1138
atp4b,1139
atp5a1,1140
atp5b,1141
atp5c1,1142
atp5d,1143
atp5e,1144
atp5f1,1145
atp5g1,1146
atp5g2,1147
atp5g3,1148
atp5h,1149
atp5i,1150
atp5j,1151
atp5j2,1152
atp5j2-ptcd1,1153
atp5l,1154
atp5l2,1155
atp5o,1156
atp5s,1157
atp5sl,1158
atp6ap1,1159
atp6ap1l,1160
atp6ap2,1161
atp6v0a1,1162
atp6v0a2,1163
atp6v0a4,1164
atp6v0b,1165
atp6v0c,1166
atp6v0d1,1167
atp6v0d2,1168
atp6v0e1,1169
atp6v0e2,1170
atp6v1a,1171
atp6v1b1,1172
atp6v1b2,1173
atp6v1c1,1174
atp6v1c2,1175
atp6v1d,1176
atp6v1e1,1177
atp6v1e2,1178
atp6v1f,1179
atp6v1g1,1180
atp6v1g2,1181
atp6v1h,1182
atp7a,1183
atp7b,1184
atp8a1,1185
atp8a2,1186
atp8b1,1187
atp8b2,1188
atp8b3,1189
atp8b4,1190
atp9a,1191
atp9b,1192
atpaf1,1193
atpaf1-as1,1194
atpaf2,1195
atpbd4,1196
atpif1,1197
atr,1198
atrip,1199
atrn,1200
atrnl1,1201
atrx,1202
atxn1,1203
atxn10,1204
atxn1l,1205
atxn2,1206
atxn2l,1207
atxn3,1208
atxn3l,1209
atxn7,1210
atxn7l1,1211
atxn7l2,1212
atxn7l3,1213
atxn7l3b,1214
auh,1215
aup1,1216
aurka,1217
aurkaip1,1218
aurkb,1219
aurkc,1220
auts2,1221
aven,1222
avil,1223
avl9,1224
avpi1,1225
avpr1b,1226
avpr2,1227
awat1,1228
axdnd1,1229
axin1,1230
axin2,1231
axl,1232
azgp1,1233
azi1,1234
azi2,1235
azin1,1236
azu1,1237
b2m,1238
b3galnt1,1239
b3galnt2,1240
b3galt1,1241
b3galt2,1242
b3galt4,1243
b3galt5,1244
b3galt6,1245
b3galtl,1246
b3gat1,1247
b3gat2,1248
b3gat3,1249
b3gnt1,1250
b3gnt2,1251
b3gnt3,1252
b3gnt4,1253
b3gnt5,1254
b3gnt6,1255
b3gnt7,1256
b3gnt8,1257
b3gnt9,1258
b3gntl1,1259
b4galnt1,1260
b4galnt3,1261
b4galnt4,1262
b4galt1,1263
b4galt2,1264
b4galt3,1265
b4galt4,1266
b4galt5,1267
b4galt6,1268
b4galt7,1269
b7h6,1270
b9d1,1271
b9d2,1272
baalc,1273
baat,1274
babam1,1275
bace1,1276
bace2,1277
bach1,1278
bach2,1279
bad,1280
bag1,1281
bag2,1282
bag3,1283
bag4,1284
bag5,1285
bag6,1286
bage,1287
bage2,1288
bage3,1289
bage4,1290
bage5,1291
bahcc1,1292
bahd1,1293
bai1,1294
bai2,1295
bai3,1296
baiap2,1297
baiap2l1,1298
baiap2l2,1299
baiap3,1300
bak1,1301
bambi,1302
banf1,1303
bank1,1304
banp,1305
bap1,1306
bard1,1307
barhl2,1308
barx1,1309
barx2,1310
basp1,1311
batf2,1312
batf3,1313
bax,1314
baz1a,1315
baz1b,1316
baz2a,1317
baz2b,1318
bbc3,1319
bbip1,1320
bbox1,1321
bbs1,1322
bbs10,1323
bbs12,1324
bbs2,1325
bbs4,1326
bbs5,1327
bbs7,1328
bbs9,1329
bbx,1330
bcam,1331
bcan,1332
bcap29,1333
bcap31,1334
bcar1,1335
bcar3,1336
bcas1,1337
bcas2,1338
bcas3,1339
bcas4,1340
bcat1,1341
bcat2,1342
bccip,1343
bcdin3d,1344
bche,1345
bckdha,1346
bckdhb,1347
bckdk,1348
bcl10,1349
bcl11a,1350
bcl11b,1351
bcl2,1352
bcl2a1,1353
bcl2l1,1354
bcl2l10,1355
bcl2l11,1356
bcl2l12,1357
bcl2l13,1358
bcl2l14,1359
bcl2l15,1360
bcl2l2,1361
bcl2l2-pabpn1,1362
bcl3,1363
bcl6,1364
bcl6b,1365
bcl7a,1366
bcl7b,1367
bcl7c,1368
bcl9,1369
bcl9l,1370
bclaf1,1371
bcmo1,1372
bco2,1373
bcor,1374
bcorl1,1375
bcr,1376
bcs1l,1377
bdh1,1378
bdh2,1379
bdkrb1,1380
bdkrb2,1381
bdnf,1382
bdp1,1383
bean1,1384
becn1,1385
begain,1386
bend2,1387
bend3,1388
bend4,1389
bend5,1390
bend6,1391
bend7,1392
best1,1393
best2,1394
best3,1395
best4,1396
bet1,1397
bet1l,1398
bet3l,1399
bex1,1400
bex2,1401
bex4,1402
bex5,1403
bfar,1404
bfsp1,1405
bglap,1406
bgn,1407
bhlhb9,1408
bhlhe22,1409
bhlhe40,1410
bhlhe41,1411
bhmt,1412
bhmt2,1413
bicc1,1414
bicd1,1415
bicd2,1416
bid,1417
bik,1418
bin1,1419
bin3,1420
birc2,1421
birc3,1422
birc5,1423
birc6,1424
birc7,1425
birc8,1426
bivm,1427
bivm-ercc5,1428
blcap,1429
blid,1430
blm,1431
blmh,1432
blnk,1433
bloc1s1,1434
bloc1s2,1435
bloc1s3,1436
blvra,1437
blvrb,1438
blzf1,1439
bmf,1440
bmi1,1441
bmp1,1442
bmp10,1443
bmp2,1444
bmp2k,1445
bmp3,1446
bmp4,1447
bmp5,1448
bmp6,1449
bmp7,1450
bmp8a,1451
bmp8b,1452
bmper,1453
bmpr1a,1454
bmpr1b,1455
bmpr2,1456
bms1,1457
bmx,1458
bnc1,1459
bnc2,1460
bnip1,1461
bnip2,1462
bnip3,1463
bnip3l,1464
bnipl,1465
boc,1466
bod1,1467
bod1l,1468
bok,1469
bola1,1470
bola2,1471
bola2b,1472
bola3,1473
boll,1474
bop1,1475
bora,1476
bpgm,1477
bphl,1478
bpifb2,1479
bpifb4,1480
bpifb6,1481
bpnt1,1482
bptf,1483
bpy2,1484
bpy2b,1485
bpy2c,1486
braf,1487
brap,1488
brat1,1489
brca1,1490
brca2,1491
brcc3,1492
brd1,1493
brd2,1494
brd3,1495
brd4,1496
brd7,1497
brd8,1498
brd9,1499
brdt,1500
bre,1501
brf1,1502
brf2,1503
bri3,1504
bri3bp,1505
brip1,1506
brix1,1507
brk1,1508
brms1,1509
brms1l,1510
brox,1511
brp44,1512
brp44l,1513
brpf1,1514
brpf3,1515
brs3,1516
brsk1,1517
brsk2,1518
brwd1,1519
brwd3,1520
bscl2,1521
bsdc1,1522
bsg,1523
bsn,1524
bsnd,1525
bspry,1526
bst1,1527
bst2,1528
btaf1,1529
btbd1,1530
btbd10,1531
btbd11,1532
btbd16,1533
btbd17,1534
btbd18,1535
btbd19,1536
btbd2,1537
btbd3,1538
btbd6,1539
btbd7,1540
btbd8,1541
btbd9,1542
btc,1543
btd,1544
btf3,1545
btf3l4,1546
btg1,1547
btg2,1548
btg3,1549
btg4,1550
btk,1551
btla,1552
btn1a1,1553
btn2a1,1554
btn2a2,1555
btn3a1,1556
btn3a2,1557
btn3a3,1558
btnl2,1559
btnl3,1560
btnl8,1561
btnl9,1562
btrc,1563
bub1,1564
bub1b,1565
bub3,1566
bud13,1567
bud31,1568
bves,1569
bysl,1570
bzrap1,1571
bzw1,1572
bzw2,1573
c10orf10,1574
c10orf105,1575
c10orf107,1576
c10orf11,1577
c10orf111,1578
c10orf113,1579
c10orf114,1580
c10orf116,1581
c10orf118,1582
c10orf12,1583
c10orf120,1584
c10orf125,1585
c10orf128,1586
c10orf129,1587
c10orf131,1588
c10orf137,1589
c10orf140,1590
c10orf2,1591
c10orf25,1592
c10orf26,1593
c10orf28,1594
c10orf32,1595
c10orf35,1596
c10orf46,1597
c10orf47,1598
c10orf53,1599
c10orf54,1600
c10orf55,1601
c10orf57,1602
c10orf67,1603
c10orf68,1604
c10orf71,1605
c10orf76,1606
c10orf81,1607
c10orf82,1608
c10orf88,1609
c10orf90,1610
c10orf95,1611
c10orf96,1612
c11orf1,1613
c11orf10,1614
c11orf16,1615
c11orf2,1616
c11orf20,1617
c11orf21,1618
c11orf24,1619
c11orf30,1620
c11orf31,1621
c11orf34,1622
c11orf35,1623
c11orf40,1624
c11orf41,1625
c11orf42,1626
c11orf45,1627
c11orf46,1628
c11orf48,1629
c11orf49,1630
c11orf51,1631
c11orf52,1632
c11orf54,1633
c11orf57,1634
c11orf58,1635
c11orf63,1636
c11orf65,1637
c11orf67,1638
c11orf68,1639
c11orf70,1640
c11orf71,1641
c11orf73,1642
c11orf74,1643
c11orf75,1644
c11orf80,1645
c11orf82,1646
c11orf83,1647
c11orf84,1648
c11orf86,1649
c11orf87,1650
c11orf88,1651
c11orf9,1652
c11orf91,1653
c11orf93,1654
c11orf94,1655
c11orf95,1656
c11orf96,1657
c12orf10,1658
c12orf12,1659
c12orf23,1660
c12orf26,1661
c12orf29,1662
c12orf32,1663
c12orf34,1664
c12orf35,1665
c12orf39,1666
c12orf4,1667
c12orf43,1668
c12orf44,1669
c12orf45,1670
c12orf49,1671
c12orf5,1672
c12orf50,1673
c12orf51,1674
c12orf52,1675
c12orf53,1676
c12orf54,1677
c12orf56,1678
c12orf57,1679
c12orf59,1680
c12orf60,1681
c12orf61,1682
c12orf65,1683
c12orf66,1684
c12orf68,1685
c12orf69,1686
c12orf70,1687
c12orf71,1688
c12orf73,1689
c12orf75,1690
c12orf76,1691
c12orf77,1692
c13orf33,1693
c13orf35,1694
c14orf1,1695
c14orf101,1696
c14orf102,1697
c14orf105,1698
c14orf109,1699
c14orf118,1700
c14orf119,1701
c14orf126,1702
c14orf129,1703
c14orf132,1704
c14orf133,1705
c14orf135,1706
c14orf142,1707
c14orf149,1708
c14orf159,1709
c14orf166,1710
c14orf169,1711
c14orf176,1712
c14orf177,1713
c14orf178,1714
c14orf182,1715
c14orf183,1716
c14orf2,1717
c14orf21,1718
c14orf28,1719
c14orf37,1720
c14orf38,1721
c14orf39,1722
c14orf43,1723
c14orf45,1724
c14orf49,1725
c14orf79,1726
c14orf80,1727
c14orf93,1728
c15orf2,1729
c15orf23,1730
c15orf24,1731
c15orf26,1732
c15orf27,1733
c15orf29,1734
c15orf32,1735
c15orf33,1736
c15orf38,1737
c15orf38-ap3s2,1738
c15orf39,1739
c15orf40,1740
c15orf41,1741
c15orf42,1742
c15orf44,1743
c15orf48,1744
c15orf52,1745
c15orf54,1746
c15orf55,1747
c15orf56,1748
c15orf57,1749
c15orf58,1750
c15orf59,1751
c15orf60,1752
c15orf61,1753
c15orf62,1754
c15orf63,1755
c16orf11,1756
c16orf13,1757
c16orf3,1758
c16orf42,1759
c16orf45,1760
c16orf46,1761
c16orf48,1762
c16orf5,1763
c16orf52,1764
c16orf53,1765
c16orf54,1766
c16orf55,1767
c16orf57,1768
c16orf58,1769
c16orf59,1770
c16orf62,1771
c16orf7,1772
c16orf70,1773
c16orf71,1774
c16orf72,1775
c16orf73,1776
c16orf74,1777
c16orf78,1778
c16orf79,1779
c16orf80,1780
c16orf86,1781
c16orf87,1782
c16orf88,1783
c16orf89,1784
c16orf91,1785
c16orf92,1786
c16orf93,1787
c16orf95,1788
c16orf96,1789
c17orf100,1790
c17orf101,1791
c17orf102,1792
c17orf103,1793
c17orf104,1794
c17orf105,1795
c17orf107,1796
c17orf108,1797
c17orf109,1798
c17orf110,1799
c17orf28,1800
c17orf39,1801
c17orf47,1802
c17orf48,1803
c17orf49,1804
c17orf50,1805
c17orf51,1806
c17orf53,1807
c17orf56,1808
c17orf57,1809
c17orf58,1810
c17orf59,1811
c17orf61,1812
c17orf62,1813
c17orf63,1814
c17orf64,1815
c17orf65,1816
c17orf66,1817
c17orf67,1818
c17orf70,1819
c17orf72,1820
c17orf74,1821
c17orf75,1822
c17orf77,1823
c17orf78,1824
c17orf79,1825
c17orf80,1826
c17orf81,1827
c17orf82,1828
c17orf85,1829
c17orf89,1830
c17orf90,1831
c17orf96,1832
c17orf97,1833
c17orf98,1834
c17orf99,1835
c18orf1,1836
c18orf21,1837
c18orf25,1838
c18orf26,1839
c18orf32,1840
c18orf34,1841
c18orf54,1842
c18orf56,1843
c18orf63,1844
c18orf8,1845
c19orf10,1846
c19orf12,1847
