,TF,Target,Label
175,1072,17421,1
176,1072,3082,1
177,1072,13137,1
178,1072,14893,1
179,1072,16414,1
180,1072,3854,1
181,1072,1319,1
182,1072,1105,1
183,1072,16569,1
184,1072,5987,1
185,1072,7065,1
186,1072,6361,1
187,1072,4881,1
188,1072,2365,1
189,1072,618,1
190,1072,1147,1
191,1072,3019,1
192,1072,6969,1
193,1072,2870,1
194,1072,14101,1
195,1072,6180,1
196,1072,2714,1
197,1072,2853,1
198,1072,17018,1
199,1072,2515,1
200,1072,5120,1
201,1072,3549,1
202,1072,10131,1
203,1072,15395,1
204,1072,6592,1
205,1072,3410,1
206,1072,7328,1
207,1072,6675,1
208,1072,13062,1
209,1072,8974,1
210,1072,5630,1
211,1072,14446,1
212,1072,1357,1
213,1072,3752,1
214,1072,3554,1
215,1072,15190,1
216,1072,5309,1
217,1072,7014,1
218,1072,6775,1
219,1072,6108,1
220,1072,2302,1
221,1072,13119,1
222,1072,12912,1
223,1072,9201,1
224,1072,3634,1
225,1072,3982,1
226,1072,3931,1
227,1072,6768,1
228,1072,7312,1
229,1072,17056,1
230,1072,4807,1
231,1072,9699,1
232,1072,17736,1
233,1072,962,1
234,1072,8095,1
235,1072,4749,1
236,1072,4091,1
237,1072,7113,1
238,1072,12823,1
239,1072,5143,1
240,1072,15428,1
241,1072,3644,1
242,1072,13632,1
243,1072,14291,1
244,1072,11595,1
245,1072,3572,1
246,1072,1856,1
247,1072,13317,1
248,1072,1336,1
249,1072,507,1
250,1072,11617,1
251,1072,2298,1
252,1072,13710,1
253,1072,14902,1
254,1072,7256,1
255,1072,1358,1
256,1072,1178,1
257,1072,9352,1
258,1072,3534,1
259,1072,7416,1
260,1072,16398,1
261,1072,14180,1
262,1072,11094,1
263,1072,16531,1
264,1072,12412,1
265,1072,1071,1
266,1072,614,1
267,1072,13079,1
268,1072,7081,1
269,1072,16410,1
270,1072,17530,1
271,1072,16994,1
272,1072,15080,1
273,1072,71,1
274,1072,14159,1
275,1072,6987,1
276,1072,4376,1
277,1072,6962,1
278,1072,3175,1
279,1072,9921,1
280,1072,1150,1
281,1072,13135,1
282,1072,13140,1
283,1072,7018,1
284,1072,10400,1
285,1072,13351,1
286,1072,3119,1
287,1072,452,1
288,1072,9715,1
289,1072,2847,1
290,1072,7916,1
291,1072,11738,1
292,1072,2898,1
293,1072,12277,1
294,1072,2414,1
295,1072,4948,1
296,1072,14201,1
297,1072,4341,1
298,1072,10281,1
299,1072,7663,1
300,1072,6902,1
301,1072,17341,1
302,1072,1878,1
303,1072,4148,1
304,1072,7003,1
305,1072,202,1
306,1072,5927,1
307,1072,12025,1
308,1072,735,1
309,1072,16883,1
310,1072,5684,1
311,1072,10227,1
312,1072,10168,1
313,1072,5609,1
314,1072,11100,1
315,1072,7559,1
316,1072,949,1
317,1072,11221,1
318,1072,13072,1
319,1072,16629,1
320,1072,15996,1
321,1072,3330,1
322,1072,13542,1
323,1072,16822,1
324,1072,13999,1
325,1072,5957,1
326,1072,8188,1
327,1072,16004,1
328,1072,14570,1
329,1072,14826,1
330,1072,9476,1
331,1072,5769,1
332,1072,10957,1
333,1072,11013,1
334,1072,6446,1
335,1072,16140,1
336,1072,10501,1
337,1072,6865,1
338,1072,4499,1
339,1072,15846,1
340,1072,3239,1
341,1072,13116,1
342,1072,17437,1
343,1072,9531,1
344,1072,3909,1
345,1072,17654,1
346,1072,4895,1
347,1072,10094,1
348,1072,21,1
349,1072,534,1
350,1072,6124,1
351,1072,13709,1
352,1072,11558,1
353,1072,14712,1
354,1072,14895,1
355,1072,2669,1
356,1072,3944,1
357,1072,16646,1
358,1072,1840,1
359,1072,4797,1
360,1072,4346,1
361,1072,6318,1
362,1072,6960,1
363,1072,14620,1
364,1072,6349,1
365,1072,12669,1
366,1072,16700,1
367,1072,16952,1
368,1072,5916,1
369,1072,4686,1
370,1072,5435,1
371,1072,11188,1
372,1072,16993,1
373,1072,10964,1
374,1072,4409,1
375,1072,7093,1
376,1072,3273,1
377,1072,7226,1
378,1072,13587,1
379,1072,17142,1
380,1072,6998,1
381,1072,10502,1
382,1072,9828,1
383,1072,12623,1
384,1072,9135,1
385,1072,4104,1
386,1072,2476,1
387,1072,15970,1
388,1072,12590,1
389,1072,9605,1
390,1072,7177,1
391,1072,12312,1
392,1072,8964,1
393,1072,2733,1
394,1072,10484,1
395,1072,13153,1
396,1072,7063,1
397,1072,4634,1
398,1072,15776,1
399,1072,16178,1
400,1072,7178,1
401,1072,1522,1
402,1072,5221,1
403,1072,10512,1
404,1072,5125,1
405,1072,5129,1
406,1072,10554,1
407,1072,6948,1
408,1072,11008,1
409,1072,2386,1
410,1072,13084,1
411,1072,1850,1
412,1072,4976,1
413,1072,12387,1
414,1072,14267,1
415,1072,9866,1
416,1072,5138,1
417,1072,11733,1
418,1072,5525,1
419,1072,7561,1
420,1072,10842,1
421,1072,4800,1
422,1072,9810,1
423,1072,9033,1
424,1072,8858,1
425,1072,5116,1
426,1072,17731,1
427,1072,10087,1
428,1072,10956,1
429,1072,15344,1
430,1072,9597,1
431,1072,15508,1
432,1072,11532,1
433,1072,10998,1
434,1072,5823,1
435,1072,5479,1
436,1072,4548,1
437,1072,366,1
438,1072,5156,1
439,1072,16530,1
440,1072,7254,1
441,1072,4794,1
442,1072,6845,1
443,1072,9062,1
444,1072,7298,1
445,1072,16856,1
446,1072,16232,1
447,1072,11870,1
448,1072,3654,1
449,1072,798,1
450,1072,1365,1
451,1072,2458,1
452,1072,14076,1
453,1072,7111,1
454,1072,15405,1
455,1072,13068,1
456,1072,6989,1
457,1072,12211,1
458,1072,6970,1
459,1072,6997,1
460,1072,1075,1
461,1072,5617,1
462,1072,12432,1
463,1072,10133,1
464,1072,8434,1
465,1072,4142,1
466,1072,6269,1
467,1072,8793,1
468,1072,9268,1
469,1072,6463,1
470,1072,9160,1
471,1072,2409,1
472,1072,16999,1
473,1072,16821,1
474,1072,5780,1
475,1072,963,1
476,1072,15989,1
477,1072,3725,1
478,1072,13960,1
479,1072,7639,1
480,1072,6044,1
481,1072,12335,1
482,1072,3787,1
483,1072,8965,1
484,1072,8683,1
485,1072,740,1
486,1072,7695,1
487,1072,1391,1
488,1072,5773,1
489,1072,14489,1
490,1072,10472,1
491,1072,14936,1
492,1072,11783,1
493,1072,3430,1
494,1072,727,1
495,1072,11616,1
496,1072,10163,1
497,1072,2721,1
498,1072,14623,1
499,1072,17575,1
500,1072,11897,1
501,1072,308,1
502,1072,14484,1
503,1072,14246,1
504,1072,1570,1
505,1072,8619,1
506,1072,5590,1
507,1072,7826,1
508,1072,15793,1
509,1072,2436,1
510,1072,15977,1
511,1072,3791,1
512,1072,16351,1
513,1072,7677,1
514,1072,16710,1
515,1072,14331,1
516,1072,16726,1
517,1072,6806,1
518,1072,6974,1
519,1072,7591,1
520,1072,8516,1
521,1072,6211,1
522,1072,5635,1
523,1072,3556,1
524,1072,7026,1
525,1072,14377,1
526,1072,14678,1
527,1072,9919,1
528,1072,11816,1
529,1072,15867,1
530,1072,10941,1
531,1072,3793,1
532,1072,9263,1
533,1072,14650,1
534,1072,1087,1
535,1072,17309,1
536,1072,6305,1
537,1072,17026,1
538,1072,505,1
539,1072,527,1
540,1072,14791,1
541,1072,16870,1
542,1072,8609,1
543,1072,16977,1
544,1072,4822,1
545,1072,10899,1
546,1072,7777,1
547,1072,13509,1
548,1072,4597,1
549,1072,12195,1
550,1072,4282,1
551,1072,3232,1
552,1072,8146,1
553,1072,17180,1
554,1072,5070,1
555,1072,9931,1
556,1072,9025,1
557,1072,9232,1
558,1072,4720,1
559,1072,9193,1
560,1072,10271,1
561,1072,3251,1
562,1072,8118,1
563,1072,13078,1
564,1072,14993,1
565,1072,3437,1
566,1072,5819,1
567,1072,9956,1
568,1072,2419,1
569,1072,13089,1
570,1072,16519,1
571,1072,2831,1
572,1072,6996,1
573,1072,6769,1
574,1072,13497,1
575,1072,8914,1
576,1072,16580,1
577,1072,1656,1
578,1072,17656,1
579,1072,10356,1
580,1072,16901,1
581,1072,1551,1
582,1072,12399,1
583,1072,9795,1
584,1072,7681,1
585,1072,8398,1
586,1072,9054,1
587,1072,3577,1
588,1072,5717,1
589,1072,4572,1
590,1072,14288,1
591,1072,1501,1
592,1072,12730,1
593,1072,9819,1
594,1072,15095,1
595,1072,14487,1
596,1072,17608,1
597,1072,13195,1
598,1072,11819,1
599,1072,8154,1
600,1072,4123,1
601,1072,8696,1
602,1072,11310,1
603,1072,6344,1
604,1072,14877,1
605,1072,3395,1
606,1072,2363,1
607,1072,13258,1
608,1072,528,1
609,1072,6815,1
610,1072,13768,1
611,1072,17325,1
612,1072,2861,1
613,1072,14892,1
614,1072,17194,1
615,1072,15962,1
616,1072,4147,1
617,1072,14925,1
618,1072,13110,1
619,1072,12173,1
620,1072,11145,1
621,1072,5928,1
622,1072,4592,1
623,1072,14242,1
624,1072,7268,1
625,1072,15120,1
626,1072,11887,1
627,1072,13456,1
628,1072,15752,1
629,1072,12774,1
630,1072,5781,1
631,1072,1371,1
632,1072,6963,1
633,1072,14972,1
634,1072,16379,1
635,1072,4008,1
636,1072,7323,1
637,1072,12497,1
638,1072,17012,1
639,1072,7128,1
640,1072,119,1
641,1072,16358,1
642,1072,6702,1
643,1072,2526,1
644,1072,1507,1
645,1072,4978,1
646,1072,8477,1
647,1072,14782,1
648,1072,1635,1
649,1072,6163,1
650,1072,1030,1
651,1072,16042,1
652,1072,10947,1
653,1072,13917,1
654,1072,12693,1
655,1072,13131,1
656,1072,6544,1
657,1072,13133,1
658,1072,14921,1
659,1072,13705,1
660,1072,15049,1
661,1072,14756,1
662,1072,4501,1
663,1072,6909,1
664,1072,15436,1
665,1072,2791,1
666,1072,12154,1
667,1072,10886,1
668,1072,4633,1
669,1072,14036,1
670,1072,4050,1
671,1072,13104,1
672,1072,4511,1
673,1072,13976,1
674,1072,870,1
675,1072,5625,1
676,1072,6886,1
677,1072,17244,1
678,1072,4811,1
679,1072,7118,1
680,1072,13145,1
681,1072,16052,1
682,1072,15124,1
683,1072,10590,1
684,1072,8464,1
685,1072,10924,1
686,1072,4254,1
687,1072,13173,1
688,1072,6174,1
689,1072,9045,1
690,1072,8085,1
691,1072,12890,1
692,1072,4144,1
693,1072,16618,1
694,1072,16765,1
695,1072,1997,1
696,1072,5708,1
697,1072,13891,1
698,1072,11316,1
699,1072,9027,1
700,1072,2652,1
701,1072,4778,1
702,1072,6772,1
703,1072,6646,1
704,1072,8815,1
705,1072,2672,1
706,1072,6983,1
707,1072,11423,1
708,1072,14584,1
709,1072,2631,1
710,1072,987,1
711,1072,5494,1
712,1072,14217,1
713,1072,17506,1
714,1072,15466,1
715,1072,6401,1
716,1072,3379,1
717,1072,10770,1
718,1072,6992,1
719,1072,5740,1
720,1072,1470,1
721,1072,8936,1
722,1072,14671,1
723,1072,1218,1
724,1072,4493,1
725,1072,13455,1
726,1072,9112,1
727,1072,4476,1
728,1072,9361,1
729,1072,17241,1
730,1072,9576,1
731,1072,6994,1
732,1072,16791,1
733,1072,15712,1
734,1072,11435,1
735,1072,15195,1
736,1072,3758,1
737,1072,6027,1
738,1072,12619,1
739,1072,7255,1
740,1072,4137,1
741,1072,225,1
742,1072,304,1
743,1072,2144,1
744,1072,17064,1
745,1072,16493,1
746,1072,16944,1
747,1072,3887,1
748,1072,12129,1
749,1072,9011,1
750,1072,4441,1
751,1072,3849,1
752,1072,4397,1
753,1072,3728,1
754,1072,17141,1
755,1072,695,1
756,1072,15451,1
757,1072,10384,1
758,1072,1081,1
759,1072,8949,1
760,1072,15088,1
761,1072,8500,1
762,1072,4221,1
763,1072,11837,1
764,1072,16100,1
765,1072,6838,1
766,1072,16430,1
767,1072,6699,1
768,1072,12709,1
769,1072,6274,1
770,1072,8863,1
771,1072,12457,1
772,1072,11699,1
773,1072,1280,1
774,1072,13511,1
775,1072,13384,1
776,1072,15430,1
777,1072,2999,1
778,1072,17499,1
779,1072,1754,1
780,1072,6833,1
781,1072,5119,1
782,1072,14722,1
783,1072,16365,1
784,1072,11963,1
785,1072,15412,1
786,1072,17473,1
787,1072,4507,1
788,1072,12684,1
789,1072,2864,1
790,1072,12455,1
791,1072,8864,1
792,1072,5305,1
793,1072,10816,1
794,1072,11081,1
795,1072,5996,1
796,1072,13069,1
797,1072,13177,1
798,1072,6966,1
799,1072,3277,1
800,1072,3240,1
801,1072,17162,1
802,1072,14442,1
803,1072,15694,1
804,1072,11750,1
805,1072,17446,1
806,1072,140,1
807,1072,17068,1
808,1072,6672,1
809,1072,5662,1
810,1072,2854,1
811,1072,10417,1
812,1072,15904,1
813,1072,2031,1
814,1072,14687,1
815,1072,11257,1
816,1072,1619,1
817,1072,13936,1
818,1072,5569,1
819,1072,11647,1
820,1072,16371,1
821,1072,121,1
822,1072,9857,1
823,1072,13752,1
824,1072,9034,1
825,1072,9104,1
826,1072,9254,1
827,1072,12208,1
828,1072,8220,1
829,1072,14609,1
830,1072,6043,1
831,1072,15937,1
832,1072,6237,1
833,1072,11631,1
834,1072,11446,1
835,1072,11809,1
836,1072,3131,1
837,1072,7009,1
838,1072,2255,1
839,1072,5383,1
840,1072,17138,1
841,1072,13097,1
842,1072,2910,1
843,1072,4547,1
844,1072,1062,1
845,1072,15319,1
846,1072,4279,1
847,1072,7934,1
848,1072,5526,1
849,1072,8197,1
850,1072,7395,1
851,1072,4969,1
852,1072,10464,1
853,1072,12630,1
854,1072,9537,1
855,1072,25,1
856,1072,9914,1
857,1072,758,1
858,1072,6579,1
859,1072,12275,1
860,1072,2592,1
861,1072,13288,1
862,1072,5084,1
863,1072,12201,1
864,1072,15950,1
865,1072,15029,1
866,1072,8170,1
867,1072,9114,1
868,1072,11578,1
869,1072,4653,1
870,1072,4689,1
871,1072,14614,1
872,1072,13066,1
873,1072,16934,1
874,1072,12080,1
875,1072,5567,1
876,1072,12315,1
877,1072,6965,1
878,1072,13826,1
879,1072,8341,1
880,1072,4802,1
881,1072,12403,1
882,1072,12897,1
883,1072,5705,1
884,1072,506,1
885,1072,6028,1
886,1072,15304,1
887,1072,3199,1
888,1072,16592,1
889,1072,123,1
890,1072,8472,1
891,1072,17021,1
892,1072,1057,1
893,1072,2322,1
894,1072,4047,1
895,1072,353,1
896,1072,7326,1
897,1072,5180,1
898,1072,14644,1
899,1072,9406,1
900,1072,11980,1
901,1072,5768,1
902,1072,9651,1
903,1072,12700,1
904,1072,3096,1
905,1072,16098,1
906,1072,9601,1
907,1072,13087,1
908,1072,13667,1
909,1072,11158,1
910,1072,12220,1
911,1072,17186,1
912,1072,12552,1
913,1072,10244,1
914,1072,13507,1
915,1072,14704,1
916,1072,10049,1
917,1072,12640,1
918,1072,605,1
919,1072,4966,1
920,1072,16233,1
921,1072,1303,1
922,1072,3092,1
923,1072,16798,1
924,1072,16416,1
925,1072,7002,1
926,1072,6393,1
927,1072,593,1
928,1072,11568,1
929,1072,13105,1
930,1072,6442,1
931,1072,4278,1
932,1072,13114,1
933,1072,6776,1
934,1072,9553,1
935,1072,14701,1
936,1072,10489,1
937,1072,10048,1
938,1072,3845,1
939,1072,7831,1
940,1072,240,1
941,1072,12366,1
942,1072,15733,1
943,1072,1867,1
944,1072,8687,1
945,1072,3174,1
946,1072,11645,1
947,1072,4343,1
948,1072,12679,1
949,1072,15187,1
950,1072,17189,1
951,1072,7109,1
952,1072,10482,1
953,1072,16594,1
954,1072,7946,1
955,1072,4779,1
956,1072,3117,1
957,1072,4848,1
958,1072,4938,1
959,1072,15957,1
960,1072,11634,1
961,1072,16763,1
962,1072,1865,1
963,1072,7114,1
964,1072,10939,1
965,1072,788,1
966,1072,2196,1
967,1072,17591,1
968,1072,1876,1
969,1072,10901,1
970,1072,12930,1
971,1072,789,1
972,1072,1338,1
973,1072,7342,1
974,1072,187,1
975,1072,756,1
976,1072,14708,1
977,1072,11477,1
978,1072,12390,1
979,1072,9718,1
980,1072,9125,1
981,1072,7901,1
982,1072,14256,1
983,1072,6975,1
984,1072,13797,1
985,1072,10867,1
986,1072,7336,1
987,1072,6212,1
988,1072,12614,1
989,1072,14658,1
990,1072,12548,1
991,1072,11440,1
992,1072,12210,1
993,1072,9255,1
994,1072,2475,1
995,1072,9572,1
996,1072,4420,1
997,1072,1572,1
998,1072,14396,1
999,1072,8043,1
1000,1072,5083,1
1001,1072,7269,1
1002,1072,14555,1
1003,1072,11666,1
1004,1072,11909,1
1005,1072,5171,1
1006,1072,16241,1
1007,1072,3797,1
1008,1072,10038,1
1009,1072,16802,1
1010,1072,7394,1
1011,1072,13442,1
1012,1072,2418,1
1013,1072,17045,1
1014,1072,15766,1
1015,1072,6746,1
1016,1072,7778,1
1017,1072,17484,1
1018,1072,241,1
1019,1072,11589,1
1020,1072,15342,1
1021,1072,6920,1
1022,1072,16247,1
1023,1072,8925,1
1024,1072,8214,1
1025,1072,9237,1
1026,1072,17581,1
1027,1072,5391,1
1028,1072,9024,1
1029,1072,5727,1
1030,1072,7079,1
1031,1072,15813,1
1032,1072,9036,1
1033,1072,2650,1
1034,1072,10017,1
1035,1072,12690,1
1036,1072,13223,1
1037,1072,3995,1
1038,1072,5580,1
1039,1072,5182,1
1040,1072,10355,1
1041,1072,344,1
1042,1072,16336,1
1043,1072,13108,1
1044,1072,5301,1
1045,1072,5508,1
1046,1072,15005,1
1047,1072,17024,1
1048,1072,3631,1
1049,1072,3559,1
1050,1072,6850,1
1051,1072,3464,1
1052,1072,9424,1
1053,1072,6555,1
1054,1072,16974,1
1055,1072,6938,1
1056,1072,16785,1
1057,1072,8187,1
1058,1072,7574,1
1059,1072,6038,1
1060,1072,13148,1
1061,1072,14386,1
1062,1072,3217,1
1063,1072,8653,1
1064,1072,5296,1
1065,1072,16933,1
1066,1072,7016,1
1067,1072,8657,1
1068,1072,15130,1
1069,1072,9742,1
1070,1072,3670,1
1071,1072,8205,1
1072,1072,3818,1
1073,1072,13205,1
1074,1072,2293,1
1075,1072,5970,1
1076,1072,3927,1
1077,1072,5086,1
1078,1072,15912,1
1079,1072,7242,1
1080,1072,3328,1
1081,1072,7779,1
1082,1072,1949,1
1083,1072,14827,1
1084,1072,12922,1
1085,1072,2736,1
1086,1072,13813,1
1087,1072,12346,1
1088,1072,9991,1
1089,1072,12777,1
1090,1072,8387,1
1091,1072,10099,1
1092,1072,16544,1
1093,1072,1286,1
1094,1072,10545,1
1095,1072,4907,1
1096,1072,2223,1
1097,1072,1933,1
1098,1072,17080,1
1099,1072,11405,1
1100,1072,6999,1
1101,1072,3809,1
1102,1072,7400,1
1103,1072,6971,1
1104,1072,11911,1
1105,1072,780,1
1106,1072,825,1
1107,1072,6906,1
1108,1072,731,1
1109,1072,5132,1
1110,1072,9386,1
1111,1072,2199,1
1112,1072,1548,1
1113,1072,11649,1
1114,1072,15960,1
1115,1072,10303,1
1116,1072,9147,1
1117,1072,13341,1
1118,1072,3524,1
1119,1072,17004,1
1120,1072,5225,1
1121,1072,5464,1
1122,1072,4252,1
1123,1072,2354,1
1124,1072,17784,1
1125,1072,6171,1
1126,1072,3345,1
1127,1072,2775,1
1128,1072,990,1
1129,1072,12986,1
1130,1072,12313,1
1131,1072,13214,1
1132,1072,8465,1
1133,1072,7169,1
1134,1072,13803,1
1135,1072,1518,1
1136,1072,5926,1
1137,1072,15790,1
1138,1072,5729,1
1139,1072,10190,1
1140,1072,4333,1
1141,1072,13265,1
1142,1072,9315,1
1143,1072,16393,1
1144,1072,10902,1
1145,1072,13502,1
1146,1072,15864,1
1147,1072,1490,1
1148,1072,8339,1
1149,1072,2734,1
1150,1072,10232,1
1151,1072,16959,1
1152,1072,13368,1
1153,1072,3439,1
1154,1072,17410,1
1155,1072,3010,1
1156,1072,12077,1
1157,1072,13134,1
1158,1072,2340,1
1159,1072,8916,1
1160,1072,9975,1
1161,1072,1494,1
1162,1072,16403,1
1163,1072,2923,1
1164,1072,12376,1
1165,1072,3042,1
1166,1072,3153,1
1167,1072,10424,1
1168,1072,1948,1
1169,1072,16575,1
1170,1072,7188,1
1171,1072,3641,1
1172,1072,15429,1
1173,1072,5614,1
1174,1072,9365,1
1175,1072,1068,1
1176,1072,13356,1
1177,1072,681,1
1178,1072,6115,1
1179,1072,4325,1
1180,1072,9867,1
1181,1072,4386,1
1182,1072,13006,1
1183,1072,9902,1
1184,1072,13354,1
1185,1072,3469,1
1186,1072,2216,1
1187,1072,13113,1
1188,1072,3649,1
1189,1072,11557,1
1190,1072,16063,1
1191,1072,12988,1
1192,1072,3551,1
1193,1072,14874,1
1194,1072,16967,1
1195,1072,2319,1
1196,1072,5200,1
1197,1072,5869,1
1198,1072,7419,1
1199,1072,12095,1
1200,1072,11150,1
1201,1072,12075,1
1202,1072,13242,1
1203,1072,4758,1
1204,1072,17324,1
1205,1072,3394,1
1206,1072,4385,1
1207,1072,12106,1
1208,1072,2391,1
1209,1072,9806,1
1210,1072,12227,1
1211,1072,7010,1
1212,1072,11007,1
1213,1072,8784,1
1214,1072,15465,1
1215,1072,13073,1
1216,1072,17322,1
1217,1072,14659,1
1218,1072,7515,1
1219,1072,10120,1
1220,1072,11669,1
1221,1072,14977,1
1222,1072,13095,1
1223,1072,5157,1
1224,1072,16744,1
1225,1072,554,1
1226,1072,17474,1
1227,1072,5126,1
1228,1072,9962,1
1229,1072,15585,1
1230,1072,4121,1
1231,1072,15013,1
1232,1072,5791,1
1233,1072,13143,1
1234,1072,13383,1
1235,1072,9663,1
1236,1072,2709,1
1237,1072,9308,1
1238,1072,13556,1
1239,1072,17665,1
1240,1072,10909,1
1241,1072,7103,1
1242,1072,12045,1
1243,1072,10241,1
1244,1072,12405,1
1245,1072,8363,1
1246,1072,11119,1
1247,1072,12743,1
1248,1072,13024,1
1249,1072,15426,1
1250,1072,4280,1
1251,1072,6019,1
1252,1072,15401,1
1253,1072,12386,1
1254,1072,11597,1
1255,1072,11445,1
1256,1072,12016,1
1257,1072,15388,1
1258,1072,14660,1
1259,1072,9886,1
1260,1072,7673,1
1261,1072,13760,1
1262,1072,5719,1
1263,1072,17363,1
1264,1072,10287,1
1265,1072,2874,1
1266,1072,1177,1
1267,1072,11122,1
1268,1072,4718,1
1269,1072,16566,1
1270,1072,9264,1
1271,1072,7037,1
1272,1072,11702,1
1273,1072,451,1
1274,1072,13074,1
1275,1072,7266,1
1276,1072,1192,1
1277,1072,7700,1
1278,1072,1568,1
1279,1072,494,1
1280,1072,13616,1
1281,1072,8694,1
1282,1072,9848,1
1283,1072,4859,1
1284,1072,1162,1
1285,1072,17699,1
1286,1072,4204,1
1287,1072,15450,1
1288,1072,746,1
1289,1072,1546,1
1290,1072,4284,1
1291,1072,12185,1
1292,1072,7041,1
1293,1072,6990,1
1294,1072,14646,1
1295,1072,13647,1
1296,1072,8919,1
1297,1072,12682,1
1298,1072,4936,1
1299,1072,12425,1
1300,1072,2516,1
1301,1072,17330,1
1302,1072,15460,1
1303,1072,17128,1
1304,1072,16022,1
1305,1072,13320,1
1306,1072,7015,1
1307,1072,9796,1
1308,1072,12393,1
1309,1072,42,1
1310,1072,8131,1
1311,1072,3306,1
1312,1072,12654,1
1313,1072,11633,1
1314,1072,14979,1
1315,1072,11161,1
1316,1072,3431,1
1317,1072,15003,1
1318,1072,3146,1
1319,1072,15132,1
1320,1072,6340,1
1321,1072,3108,1
1322,1072,11095,1
1323,1072,7571,1
1324,1072,184,1
1325,1072,6586,1
1326,1072,13315,1
1327,1072,892,1
1328,1072,7650,1
1329,1072,13549,1
1330,1072,7258,1
1331,1072,15415,1
1332,1072,16314,1
1333,1072,900,1
1334,1072,6988,1
1335,1072,13088,1
1336,1072,8636,1
1337,1072,13628,1
1338,1072,14085,1
1339,1072,13163,1
1340,1072,16550,1
1341,1072,16244,1
1342,1072,17577,1
1343,1072,14619,1
1344,1072,3495,1
1345,1072,13096,1
1346,1072,17036,1
1347,1072,5988,1
1348,1072,6016,1
1349,1072,15289,1
1350,1072,15663,1
1351,1072,5805,1
1352,1072,12997,1
1353,1072,7417,1
1354,1072,15285,1
1355,1072,6083,1
1356,1072,9765,1
1357,1072,3731,1
1358,1072,4762,1
1359,1072,9797,1
1360,1072,9109,1
1361,1072,6765,1
1362,1072,11569,1
1363,1072,8439,1
1364,1072,3684,1
1365,1072,11718,1
1366,1072,12111,1
