TF	Target	EdgeWeight
ctcfl	pms1	0.010542979463934898
nanog	mapk13	0.010539112612605095
smarcc1	atp8b2	0.010535242035984993
nanog	pdk4	0.01052582822740078
nanog	nip7	0.010512345470488071
ctcfl	vwa5a	0.01051211729645729
sall4	wdr1	0.010511367581784725
nanog	miip	0.01050436869263649
smarcc1	plcxd1	0.010502830147743225
nanog	esyt3	0.010492437519133091
smarcc1	ngly1	0.01047248300164938
smarcc1	gmppb	0.010471773333847523
nanog	comt	0.010464449413120747
nanog	taf4b	0.010461868718266487
ctcfl	anapc10	0.01045851968228817
nanog	shprh	0.010456775315105915
smarcc1	lck	0.010454629547894001
ctcf	dpp4	0.010451413691043854
smarcc1	2610507b11rik	0.010448629967868328
pou5f1	slc25a40	0.010441025719046593
ctcfl	ninj1	0.010437226854264736
smarcc1	tmem251	0.010425255633890629
nanog	inip	0.010424008592963219
ctcfl	rab3ip	0.010419993661344051
smarcc1	dars2	0.010413981042802334
nanog	ccdc71l	0.010413815267384052
nanog	mfsd11	0.010406621731817722
nanog	spg20	0.010403926484286785
phf5a	pon2	0.010398788377642632
kdm5a	ninl	0.01037906389683485
ctcfl	pi4k2a	0.010363769717514515
nanog	suds3	0.01035747118294239
nanog	ttl	0.010350268334150314
smarcc1	krit1	0.010341588407754898
smarcc1	dkk1	0.010340605862438679
nanog	spsb1	0.010327951051294804
nanog	zbed3	0.010327205061912537
ctcfl	fkbp11	0.010317453183233738
nanog	trmt12	0.010311493650078773
nanog	cby1	0.010306297801434994
smarcc1	cdadc1	0.010305684059858322
smarcc1	setd1a	0.010304845869541168
sall4	zfp948	0.01030401885509491
smarcc1	ppil2	0.010298660025000572
nanog	loxl2	0.010295635089278221
nanog	ankrd49	0.010293961502611637
smarcc1	eml3	0.010273274034261703
nanog	svopl	0.01026336569339037
nanog	pcgf2	0.010250464081764221
smarcc1	tbc1d14	0.010246791876852512
ctcfl	sdccag3	0.010239912196993828
ctcf	pigs	0.010239765048027039
ctcfl	dimt1	0.010234622284770012
nanog	chpt1	0.010233370587229729
nanog	nfkbid	0.010228723287582397
nanog	gnptg	0.010223171673715115
nanog	pole2	0.010217901319265366
ctcfl	snap29	0.010216859169304371
ctcfl	usp19	0.01020872499793768
ctcfl	cpxm1	0.010203935205936432
ctcfl	fndc3b	0.010188467800617218
nanog	prkacb	0.010187030769884586
ctcfl	myl9	0.010185139253735542
nanog	tex264	0.010176985524594784
pou5f1	wdr37	0.010172305628657341
nanog	prdm1	0.010160190053284168
nanog	plekhm3	0.01015341468155384
ctcfl	ccdc174	0.010144728235900402
ctcfl	kin	0.010141749866306782
smarcc1	xrcc2	0.010133969597518444
nanog	zscan29	0.010109824128448963
smarcc1	fam173b	0.010106786154210567
nanog	ergic1	0.010097029618918896
smarcc1	tmem147	0.010087425820529461
ctcfl	med28	0.010082670487463474
nanog	plagl2	0.010080168955028057
smarcc1	tmbim1	0.010080126114189625
nanog	uba6	0.010074019432067871
smarcc1	zfp335	0.010071554221212864
smarcc1	stard3nl	0.010064336471259594
smarcc1	cir1	0.010058891028165817
smarcc1	madd	0.010047263465821743
smarcc1	zmym2	0.010044013150036335
smarcc1	mrpl50	0.010039404965937138
ctcfl	ube2a	0.010036380030214787
nanog	hspa2	0.0100281722843647
nanog	stk31	0.010026413947343826
nanog	gm3500	0.010023555718362331
nanog	dnmbp	0.010019333101809025
ctcf	1110065p20rik	0.010013849474489689
nanog	mtmr14	0.010009254328906536
smarcc1	pak3	0.010007587261497974
nanog	clvs1	0.009998473338782787
ctcfl	pfkfb3	0.009990928694605827
ctcfl	nup107	0.009983490221202374
nanog	madd	0.00997973419725895
smarcc1	spry2	0.009977707639336586
nanog	ap4m1	0.009971429593861103
ctcfl	med29	0.00996954832226038
ctcfl	tprn	0.009968293830752373
nanog	mrps35	0.009967683814466
ctcf	polr3d	0.009960915893316269
ctcf	tmtc4	0.009951295331120491
smarcc1	nab2	0.009950675070285797
smarcc1	trim62	0.009948565624654293
smarcc1	notum	0.009941831231117249
smarcc1	zfp160	0.009941096417605877
smarcc1	l3mbtl2	0.009939674288034439
jarid2	zfp953	0.009937590919435024
nanog	synrg	0.00993757601827383
nanog	pcbd2	0.009931215085089207
ctcfl	plbd2	0.009931016713380814
smarcc1	2310061i04rik	0.009923997335135937
nanog	zbtb7c	0.009922012686729431
nanog	inhbb	0.009920329786837101
nanog	edem2	0.009919778443872929
smarcc1	rfx1	0.00991770252585411
nanog	luc7l2	0.00991352554410696
sall4	ndufs7	0.009912285022437572
nanog	eri2	0.009908742271363735
ctcfl	tyw5	0.009899883531033993
smarcc1	krt10	0.009894268587231636
smarcc1	pnpla6	0.009892997331917286
ctcfl	ppp4r4	0.009891591966152191
nanog	slc9b1	0.009889141656458378
nanog	gpr19	0.009888704866170883
smarcc1	rapgef2	0.00987787265330553
smarcc1	msantd4	0.00987583864480257
smarcc1	relb	0.009864890947937965
nanog	chmp4b	0.009863304905593395
nanog	ednrb	0.009862469509243965
smarcc1	srsf11	0.00986116286367178
kdm5a	slfn9	0.00984944961965084
nanog	oxsr1	0.00984915904700756
smarcc1	zfp825	0.009843487292528152
kdm5a	hist1h4m	0.009842629544436932
nanog	atrip	0.00983947142958641
smarcc1	fbp1	0.009834745898842812
sall4	srf	0.009833276271820068
smarcc1	sema4g	0.009832404553890228
nanog	ntan1	0.009827864356338978
smarcc1	eaf2	0.009827036410570145
smarcc1	nfs1	0.009826830588281155
smarcc1	map6	0.009825736284255981
nanog	tns1	0.009812094271183014
nanog	rfesd	0.0098118232563138
nanog	zfp628	0.00980405043810606
nanog	ehd3	0.009798575192689896
nanog	slc6a15	0.00979479681700468
smarcc1	bicd2	0.009788970462977886
nanog	actr1a	0.009788756258785725
klf4	ppcs	0.009784569963812828
nanog	h2-t23	0.009784254245460033
ctcfl	ptchd1	0.009775642305612564
smarcc1	wdr61	0.009773452766239643
smarcc1	pyurf	0.009772011078894138
nanog	egfl7	0.009765847586095333
nanog	racgap1	0.009763973765075207
smarcc1	spr	0.009758920408785343
smarcc1	bin1	0.009758814238011837
smarcc1	irak1bp1	0.009758452884852886
nanog	sertad1	0.009755823761224747
smarcc1	enho	0.00975492037832737
smarcc1	rnf219	0.009753060527145863
smarcc1	prdm1	0.00974881649017334
nanog	daam1	0.009742471389472485
ctcfl	ttc27	0.0097414655610919
smarcc1	wdr53	0.009740611538290977
nanog	cwc25	0.009733116254210472
rest	ndn	0.009731381200253963
smarcc1	smndc1	0.009726027026772499
ctcfl	elmo2	0.009711871854960918
nanog	edf1	0.009710353799164295
nanog	zmynd8	0.00970810279250145
nanog	nsun6	0.009706426411867142
smarcc1	plin2	0.00970439426600933
smarcc1	lman2l	0.009700881317257881
ctcf	efr3b	0.009699982590973377
smarcc1	opa1	0.009695973247289658
klf4	fbxo43	0.009687868878245354
smarcc1	gabbr1	0.009683364070951939
smarcc1	vps13a	0.009681278839707375
ctcfl	paxbp1	0.009680326096713543
ctcfl	sac3d1	0.009676818735897541
nanog	tmem161a	0.009669549763202667
smarcc1	rbm38	0.009668134152889252
nanog	gm3696	0.00966731645166874
nanog	bhmt	0.009667054750025272
nanog	apbb1	0.009664261713624
nanog	kmt2b	0.00965928565710783
nanog	itgb3bp	0.009656163863837719
ctcfl	arhgap39	0.00965599250048399
smarcc1	rfesd	0.0096519123762846
nanog	bcl10	0.0096502173691988
ctcfl	fra10ac1	0.0096454918384552
smarcc1	gfra3	0.009643164463341236
ctcfl	wdr41	0.009637204930186272
smarcc1	nans	0.009629311040043831
nanog	dph1	0.009628644213080406
smarcc1	zfp114	0.009624811820685863
nanog	dolk	0.009623176418244839
smarcc1	prr14l	0.009617501869797707
nanog	bicd2	0.009616528637707233
pou5f1	hdhd2	0.009614965878427029
smarcc1	smarcd2	0.009613561443984509
smarcc1	dnmbp	0.009610096924006939
nanog	rab33b	0.009608504362404346
nanog	lrrc8a	0.009604302234947681
smarcc1	rgs10	0.009600191377103329
smarcc1	h2-t3	0.009594608098268509
ctcfl	endov	0.009593131951987743
smarcc1	slc25a28	0.009591690264642239
ctcfl	arl16	0.009591125883162022
ctcf	gxylt1	0.009590799920260906
nanog	zmym4	0.009588413871824741
nanog	zfp236	0.009587839245796204
ctcfl	far1	0.009582743048667908
smarcc1	ergic3	0.009578931145370007
smarcc1	krt8	0.009578456170856953
smarcc1	anxa5	0.00956940557807684
nanog	rftn2	0.00956934504210949
nanog	ints10	0.009562904015183449
nanog	exoc3	0.009560455568134785
ctcfl	dcaf12	0.009558367542922497
nanog	aim2	0.009558185003697872
nanog	slc9a8	0.009556375443935394
ctcfl	zc3hav1l	0.009555788710713387
nanog	vac14	0.009553180076181889
smarcc1	gdpd5	0.009550778195261955
smarcc1	gigyf1	0.009548814967274666
ctcfl	tef	0.009533105418086052
smarcc1	dph1	0.009531148709356785
nanog	ino80	0.009530968964099884
smarcc1	zbtb21	0.009526584297418594
smarcc1	prkca	0.009526248089969158
smarcc1	gale	0.009520118124783039
nanog	thap11	0.009518645703792572
ctcfl	tk1	0.00951814092695713
nanog	mmaa	0.00951461587101221
smarcc1	gins1	0.00951241422444582
nanog	prkca	0.009511323645710945
smarcc1	ttc1	0.009510050527751446
ctcfl	spsb3	0.009506774134933949
klf4	arid5b	0.009505411610007286
smarcc1	hspbp1	0.009504107758402824
nanog	rab25	0.009502897970378399
nanog	jam3	0.009502221830189228
smarcc1	man1b1	0.009499438107013702
smarcc1	lrrc41	0.009498772211372852
ctcfl	tmem231	0.009495633654296398
nanog	cep76	0.00949496403336525
ctcfl	tdrp	0.009494129568338394
ctcfl	zfp422	0.009492985904216766
nanog	fam185a	0.009488453157246113
ctcfl	atxn7l3b	0.00947621650993824
ctcfl	baz2b	0.009471801109611988
smarcc1	sec22c	0.009470046497881413
ctcfl	fam76b	0.00946889165788889
klf4	yaf2	0.009468096308410168
nanog	bora	0.00946011021733284
smarcc1	rbm15b	0.009455668739974499
ctcf	rbm18	0.009442589245736599
klf4	zfp217	0.009441730566322803
smarcc1	ckap2	0.009439976885914803
ctcfl	zbtb33	0.009435268118977547
ctcfl	trip6	0.009434164501726627
smarcc1	ascl2	0.009434111416339874
jarid2	tgfbi	0.009424750693142414
kdm5a	wt1	0.00942139606922865
nanog	cldn12	0.009418009780347347
ctcf	d11wsu47e	0.009417484514415264
ctcfl	diexf	0.009417016990482807
smarcc1	wdr47	0.00941678136587143
nanog	hmox1	0.009414687752723694
ctcfl	d130040h23rik	0.009414604865014553
smarcc1	1110008f13rik	0.009413732215762138
smarcc1	pigl	0.009408810175955296
smarcc1	mocs1	0.009400068782269955
ctcfl	comt	0.009394176304340363
ctcfl	plaur	0.009394056163728237
nanog	fhl1	0.009392857551574707
smarcc1	bglap3	0.009392781183123589
smarcc1	cdc37l1	0.009387832134962082
sall4	zfand1	0.00938607007265091
smarcc1	rab31	0.009385948069393635
nanog	mafg	0.00938587449491024
nanog	hars2	0.009379968047142029
nanog	rnf167	0.009377846494317055
ctcfl	ndst1	0.009372320026159286
nanog	alkbh8	0.009372120723128319
ctcfl	smoc1	0.009370620362460613
smarcc1	oma1	0.009367343969643116
ctcf	tdp2	0.00936701986938715
nanog	tmem254c	0.009363622404634953
smarcc1	klhl12	0.009362239390611649
nanog	clgn	0.009357907809317112
ctcfl	larp4b	0.009352581575512886
nanog	abca6	0.009349357336759567
smarcc1	dcbld1	0.009343641810119152
nanog	was	0.00933670625090599
nanog	sash1	0.009328111074864864
nanog	lmbr1	0.009326974861323833
ctcfl	tyro3	0.00932468194514513
nanog	coq5	0.009321634657680988
ctcfl	acnat1	0.009321412071585655
smarcc1	bbs4	0.009320053271949291
smarcc1	phkb	0.009319521486759186
ctcfl	hist1h4d	0.009315586648881435
smarcc1	prodh	0.00931540597230196
smarcc1	pdia5	0.00931054912507534
ctcfl	qars	0.009309754706919193
nanog	kptn	0.009305514395236969
ctcfl	espl1	0.00930299237370491
smarcc1	col2a1	0.009302571415901184
nanog	kctd6	0.00930243730545044
smarcc1	ptbp2	0.009296933189034462
ctcfl	zfp456	0.009296698495745659
nanog	men1	0.009293350391089916
nanog	thra	0.009288983419537544
ctcfl	mast4	0.009288119152188301
ctcfl	med16	0.009284532628953457
nanog	slc52a2	0.009282883256673813
ctcfl	oxsm	0.009282694198191166
ctcfl	gns	0.009280036203563213
nanog	ube2r2	0.00927969254553318
smarcc1	tmeff1	0.009274490177631378
smarcc1	tmem141	0.00927293486893177
nanog	tmem69	0.009272048249840736
tbx3	hal	0.00927150622010231
nanog	col11a1	0.009270643815398216
smarcc1	piwil2	0.009260091930627823
ctcfl	hist2h2bb	0.009259738959372044
ctcfl	ddx51	0.00925749447196722
smarcc1	boc	0.009253453463315964
ctcfl	fem1a	0.009249395690858364
nanog	4930453n24rik	0.00924732442945242
smarcc1	arid4a	0.00924617052078247
ctcfl	kpna6	0.009243794716894627
pou5f1	mlh3	0.009241598658263683
nanog	gng12	0.009236066602170467
ctcfl	rorb	0.009234977886080742
smarcc1	d630045j12rik	0.009233844466507435
ctcf	tmed1	0.009232972748577595
nanog	smim1	0.009226895868778229
nanog	akt2	0.009225732646882534
pou5f1	pid1	0.009224188514053822
nanog	myl6b	0.009222039021551609
smarcc1	rap1gds1	0.009216384030878544
nanog	abcc9	0.009212174452841282
ctcfl	itm2c	0.009211656637489796
ctcf	uba3	0.009211613796651363
nanog	zfp933	0.00920708104968071
ctcfl	tmem199	0.009205223061144352
smarcc1	mgme1	0.009204816073179245
ctcfl	rwdd2a	0.009204285219311714
ctcfl	mon1b	0.009202707558870316
smarcc1	rps6ka5	0.009200675413012505
jarid2	rdh13	0.009198588319122791
ctcfl	thbs3	0.00919357780367136
ctcfl	ddx43	0.009190181270241737
smarcc1	mlx	0.009187424555420876
smarcc1	ubn1	0.0091862166300416
smarcc1	hilpda	0.009183477610349655
smarcc1	dnttip1	0.0091828852891922
ctcf	lysmd3	0.009181556291878223
ctcfl	ddx20	0.00918035302311182
ctcf	glipr2	0.009177801199257374
nanog	rasd2	0.009177177213132381
nanog	toe1	0.009174972772598267
nanog	trmt10a	0.009173412807285786
nanog	bloc1s3	0.009173203259706497
nanog	g6pdx	0.009173073805868626
smarcc1	2410015m20rik	0.00917040929198265
nanog	zfp433	0.009169761091470718
jarid2	sms	0.009168743155896664
nanog	ina	0.009166399016976357
ctcfl	ppp1r16b	0.009165343828499317
nanog	fbxo38	0.009163185022771358
smarcc1	bcor	0.00916084460914135
smarcc1	tmem68	0.009145941585302353
ctcfl	dgka	0.00914390292018652
ctcf	zdhhc15	0.009143332950770855
smarcc1	phlda1	0.009142428636550903
ctcfl	adamts14	0.009136435575783253
nanog	fam110b	0.009133970364928246
ctcfl	plagl2	0.009133312851190567
nanog	zfp386	0.009128632955253124
nanog	cstf2t	0.009123972617089748
jarid2	onecut2	0.009120333939790726
ctcf	gna11	0.009117836132645607
nanog	rtel1	0.009117462672293186
ctcfl	fam192a	0.009113947860896587
ctcf	cenpn	0.009111035615205765
pou5f1	dmd	0.00910958368331194
smarcc1	gorasp1	0.009102577343583107
nanog	au022252	0.009099465794861317
smarcc1	ttc26	0.009098917245864868
smarcc1	letm1	0.009098011068999767
nanog	pla2g4e	0.009093517437577248
ctcf	lmbrd1	0.009092622436583042
nanog	trim35	0.009087033569812775
nanog	fgfrl1	0.009086980484426022
smarcc1	foxp3	0.00908277090638876
smarcc1	pck1	0.009076506830751896
smarcc1	wnt8a	0.009074533358216286
smarcc1	hars	0.009072844870388508
nanog	tmtc4	0.009072081185877323
nanog	4930548h24rik	0.009071574546396732
tet1	dppa5a	0.009071392938494682
nanog	nek3	0.009068986400961876
smarcc1	igsf8	0.009068315848708153
nanog	pbld1	0.009065725840628147
nanog	pik3cd	0.00906425528228283
nanog	fam120c	0.009062721394002438
nanog	s100g	0.009062266908586025
nanog	slc5a6	0.00906036701053381
nanog	dhrs4	0.009055601432919502
smarcc1	cd24a	0.009050735272467136
smarcc1	zadh2	0.009050154127180576
smarcc1	gnpat	0.009048594161868095
pou5f1	tprgl	0.009048525243997574
nanog	hist1h2af	0.00904803816229105
nanog	ube2o	0.009047042578458786
smarcc1	zfp467	0.009046917781233788
smarcc1	ccpg1	0.009046538732945919
smarcc1	ube2e2	0.009045488201081753
ctcfl	lpcat4	0.009045444428920746
nanog	2810006k23rik	0.00904257595539093
smarcc1	gcnt1	0.009040813893079758
nanog	med12l	0.009037503041327
nanog	ccno	0.009036771953105927
nanog	wbp1l	0.009033305570483208
ctcfl	rap1gds1	0.009032029658555984
jarid2	smim7	0.009029850363731384
nanog	fam173a	0.009025107137858868
smarcc1	ets2	0.00902362260967493
ctcfl	dnajc27	0.009020457975566387
smarcc1	ccdc125	0.009017112664878368
nanog	cep152	0.009016514755785465
ctcfl	ajuba	0.009013902395963669
smarcc1	ercc5	0.009013106115162373
nanog	lrrc47	0.009013096801936626
smarcc1	ano9	0.009012370370328426
ctcfl	slc25a23	0.009011523798108101
pou5f1	hspb8	0.009010951966047287
nanog	mpi	0.009010598994791508
ctcfl	fkbp9	0.00900876522064209
ctcfl	pdik1l	0.009001918137073517
smarcc1	nfatc1	0.008999708108603954
ctcfl	mmd	0.008998796343803406
smarcc1	osbpl7	0.008994683623313904
smarcc1	nfic	0.008991202339529991
smarcc1	abca6	0.00898836925625801
nanog	acat1	0.00898776762187481
ctcfl	fastkd2	0.008984647691249847
jarid2	rad54b	0.00898339319974184
nanog	zfp839	0.008982681669294834
nanog	six4	0.008981429040431976
smarcc1	zfp182	0.008978241123259068
nanog	chtf8	0.008978077210485935
nanog	hist1h2ao	0.008975883014500141
ctcfl	terf2	0.008969315327703953
nanog	omd	0.008957401849329472
jarid2	yipf4	0.008956742472946644
ctcfl	isca2	0.008956512436270714
smarcc1	zbtb25	0.008955085650086403
smarcc1	hars2	0.008951284922659397
nanog	e2f3	0.00895117036998272
ctcfl	steap2	0.008950517512857914
klf4	clcn3	0.008948264643549919
sall4	1110008l16rik	0.008948160335421562
ctcfl	tjap1	0.008947777561843395
nanog	scube3	0.008943886496126652
smarcc1	chd5	0.00894282478839159
smarcc1	enpep	0.008940220810472965
nanog	fam83h	0.008940130472183228
ctcfl	erc1	0.00893890019506216
smarcc1	ccdc124	0.008938316255807877
nanog	rgs3	0.008938214741647243
smarcc1	cntrob	0.008934177458286285
ctcfl	slc7a6	0.008932202123105526
smarcc1	slc6a20b	0.008930965326726437
nanog	rlf	0.008930395357310772
sall4	2700049a03rik	0.008926646783947945
pou5f1	tmem88	0.00892654713243246
smarcc1	casp2	0.008922972716391087
smarcc1	hmbox1	0.008922928012907505
smarcc1	birc2	0.008922352455556393
smarcc1	smim1	0.00892125815153122
nanog	arhgdib	0.008918636478483677
smarcc1	ube2e1	0.008918439038097858
smarcc1	spsb4	0.00891330186277628
nanog	xaf1	0.008912564255297184
nanog	hsd17b12	0.008912296034395695
nanog	cdca7l	0.00891196820884943
smarcc1	plekhg3	0.008909977972507477
ctcfl	zfp397	0.008907186798751354
nanog	sox17	0.00890596304088831
ctcfl	naf1	0.008904165588319302
nanog	arfgef1	0.008903595618903637
nanog	fbp1	0.00890351552516222
nanog	tm9sf4	0.008899661712348461
nanog	hpgds	0.008897271938621998
tet1	ccdc59	0.008894819766283035
kdm5a	nupr1	0.008891617879271507
smarcc1	herc3	0.008891052566468716
smarcc1	tnfsf13	0.008890051394701004
nanog	scfd2	0.008886790834367275
smarcc1	cdkn1b	0.008886320516467094
nanog	cdk18	0.00888427346944809
nanog	farp2	0.008880975656211376
nanog	ehbp1	0.008876340463757515
sall4	zfyve19	0.008872036822140217
smarcc1	gata5	0.008871562778949738
kdm5a	lrrk1	0.008871447294950485
ctcfl	cep72	0.008869503624737263
kdm5a	fzd5	0.008868083357810974
ctcfl	sptssa	0.008858955465257168
smarcc1	ai467606	0.008857949636876583
nanog	stx1a	0.008855104446411133
jarid2	tecpr2	0.008854430168867111
sall4	prkcd	0.008853965438902378
nanog	flot1	0.008853835053741932
ctcfl	arhgef7	0.008851851336658001
ctcfl	abcb8	0.008849416859447956
smarcc1	zfp612	0.008847386576235294
ctcfl	cntfr	0.008844977244734764
nanog	zfp935	0.00884332787245512
smarcc1	phyh	0.008840220980346203
smarcc1	atrn	0.008837560191750526
ctcfl	pcyox1	0.008837323635816574
smarcc1	caskin2	0.008834890089929104
ctcfl	kdelr3	0.00883242767304182
smarcc1	ints4	0.008829876780509949
ctcfl	plekhj1	0.008829479105770588
ctcfl	pex19	0.008828969672322273
ctcf	trim12c	0.00882716290652752
nanog	aasdh	0.008824924938380718
smarcc1	dcaf4	0.008824832737445831
nanog	bloc1s4	0.00882249791175127
smarcc1	ints7	0.008822285570204258
klf4	sash1	0.008821154944598675
ctcfl	ddhd1	0.008821019902825356
smarcc1	scfd1	0.008818825706839561
smarcc1	pla2g7	0.008818229660391808
sall4	ppfibp1	0.008815305307507515
ctcf	zfp62	0.008814091794192791
smarcc1	nt5c	0.008807617239654064
nanog	5730409e04rik	0.008805334568023682
nanog	ppm1e	0.008804438635706902
smarcc1	gabrg1	0.008804055862128735
nanog	ghr	0.00880164373666048
smarcc1	iffo2	0.008801012299954891
nanog	agk	0.008799680508673191
ctcfl	padi2	0.00879909098148346
ctcfl	ctla2a	0.008794941939413548
pou5f1	fam81a	0.008793526329100132
smarcc1	desi1	0.008790967985987663
ctcfl	daxx	0.008789310231804848
nanog	nfe2l2	0.008788973093032837
pou5f1	cbs	0.008788670413196087
smarcc1	zfp944	0.008787252008914948
ctcfl	pex7	0.008786842226982117
phf5a	wdr1	0.008781959302723408
smarcc1	gata4	0.008778742514550686
smarcc1	eaf1	0.008777589537203312
jarid2	zfp958	0.008771526627242565
nanog	cdk10	0.008771352469921112
ctcfl	abcb1b	0.008770717307925224
smarcc1	mcat	0.008768330328166485
ctcfl	igf2	0.00876747164875269
smarcc1	sephs2	0.008767342194914818
