TF	Target	EdgeWeight
EBF1	CD53	0.009925407357513905
EBF1	ZFP322A	0.00990697555243969
GATA2	TFR2	0.009902752935886383
EBF1	CYBC1	0.00988992489874363
EBF1	SYK	0.009855703450739384
EBF1	ABCG3	0.009840786457061768
EBF1	TXNIP	0.009839977137744427
JUN	RGS1	0.009831828996539116
EBF1	ZFP35	0.00982385128736496
EBF1	GPD1L	0.009815766476094723
EBF1	RABGGTB	0.009812540374696255
MEIS1	HLF	0.009792900644242764
EBF1	RGS1	0.009775754064321518
EBF1	DOCK10	0.009756256826221943
EBF1	IGKC	0.009747341275215149
EBF1	MKI67	0.00973604992032051
EBF1	TRP53I11	0.009715955704450607
EBF1	ZBTB20	0.009714150801301003
EBF1	RORA	0.009711330756545067
EBF1	SGPP1	0.009691786020994186
EBF1	HLF	0.009683224372565746
EBF1	TECPR1	0.009678739123046398
MEIS1	PTGS1	0.009675423614680767
SATB1	ADGRG3	0.009670938365161419
EBF1	GIMAP1OS	0.009669958613812923
MEIS1	RGS1	0.009655800648033619
EBF1	PROCR	0.009639812633395195
EBF1	AI504432	0.0096275070682168
EBF1	PLXDC2	0.009573232382535934
EBF1	PDZK1IP1	0.009555616416037083
EBF1	CKAP5	0.009555462747812271
EBF1	ACSS1	0.00954967737197876
IRF8	TPM4	0.009531155228614807
GATA2	CD63	0.009510994888842106
EBF1	DPP8	0.009502033703029156
MEIS1	GIMAP1	0.009501191787421703
MEIS1	NFE2	0.009471254423260689
EBF1	TNIP3	0.009465851821005344
EBF1	TRIM59	0.00946053210645914
EBF1	RGCC	0.009442280046641827
EBF1	CCNB2	0.009429867379367352
GATA2	HDC	0.009427485056221485
EBF1	CAMK2D	0.009424947202205658
EBF1	H2-OB	0.009424729272723198
EBF1	TRIM30D	0.009423213079571724
EBF1	EPB41L4B	0.009420807473361492
EBF1	PDE4D	0.009419950656592846
EBF1	CYFIP2	0.009417924098670483
EBF1	PLIN3	0.009406667202711105
IRF8	CCR2	0.009393244981765747
MEIS1	MYCT1	0.009383903816342354
EBF1	MPL	0.009383762255311012
EBF1	GIMAP1	0.009373041801154613
GATA2	RAB38	0.009349108673632145
EBF1	CERS4	0.009330455213785172
SATB1	H2-OB	0.00932987593114376
EBF1	ZFP36	0.0093128876760602
EBF1	IFI44	0.009310249239206314
EBF1	JCHAIN	0.009309954009950161
JUN	GIMAP6	0.009305856190621853
EBF1	PPP1R9A	0.00930390227586031
EBF1	ARID2	0.009302962571382523
FOXO1	PIK3R1	0.009302000515162945
EBF1	CCNF	0.009300091303884983
EBF1	CD82	0.009298496879637241
EBF1	TBL3	0.009293523617088795
GATA2	SERPINA3G	0.00929264910519123
JUN	PDE4B	0.009280862286686897
EBF1	CISH	0.00926247239112854
EBF1	BTG2	0.0092599643394351
EBF1	RMND5A	0.009259114973247051
SATB1	BC035044	0.009255137294530869
MEIS1	LTB	0.00923963077366352
EBF1	ABL2	0.009231086820363998
EBF1	RB1	0.009225415997207165
EBF1	MCOLN2	0.009224136359989643
EBF1	SERPINB9	0.009222500957548618
EBF1	H2-Q6	0.009216511622071266
EBF1	CNN3	0.009204956702888012
SATB1	CD34	0.009192490950226784
EBF1	GIMAP5	0.009185324423015118
EBF1	LZTS1	0.00918370671570301
MEIS1	PGLYRP2	0.009173247031867504
EBF1	PLXNA4OS1	0.009172803722321987
MEIS1	TRIM47	0.009159511886537075
EBF1	MAGED1	0.009154937230050564
GFI1B	APOE	0.00914677232503891
EBF1	GM20342	0.009145439602434635
MEIS1	MECOM	0.009143014438450336
EBF1	F11R	0.00912491511553526
SATB1	SH2D5	0.009113606065511703
IRF8	MILR1	0.009111179038882256
EBF1	TRIM35	0.009109396487474442
EBF1	GM1966	0.009106659330427647
EBF1	ZFP467	0.009090568870306015
EBF1	ART4	0.009087529964745045
IRF8	TIFAB	0.00908596720546484
GFI1B	GATA2	0.00907957274466753
RAD51	TK1	0.009076660498976707
EBF1	TOP2A	0.009073643945157528
EBF1	CERK	0.00907077919691801
MEIS1	H2-Q6	0.009065079502761364
EBF1	GBP2	0.009060083888471127
EBF1	IFI30	0.009055755101144314
EBF1	HDAC7	0.00905127078294754
EBF1	SPPL2B	0.009048332460224628
MEIS1	CD63-PS	0.009045152924954891
EBF1	TPM4	0.00903602410107851
EBF1	GEM	0.009029408916831017
EBF1	CREBRF	0.009021998383104801
GATA2	CSRP3	0.009019807912409306
GATA2	CD63-PS	0.009015235118567944
EBF1	GABBR1	0.009013514034450054
EBF1	PCMTD2	0.009011787362396717
EBF1	TCP11L2	0.009009298868477345
MEIS1	CD63	0.009007923305034637
EBF1	MGAT1	0.009005721658468246
EBF1	SGMS1	0.00900141429156065
GATA2	ANGPT1	0.008991836570203304
EBF1	METAP1	0.008990081027150154
EBF1	OTUD4	0.008987147361040115
GATA2	MYCT1	0.00898622814565897
MEIS1	ADGRL4	0.008974139578640461
EBF1	ARID3B	0.008965314365923405
EBF1	NFAT5	0.008962463587522507
EBF1	MLLT3	0.008952933363616467
EBF1	STAG2	0.00894743949174881
RAD21	CDCA8	0.008944402448832989
EBF1	TBC1D10C	0.008938785642385483
EBF1	TTF2	0.00893047172576189
MEIS1	SLC2A3	0.008926291018724442
EBF1	NUS1	0.008920296095311642
GATA2	TXNIP	0.008886446245014668
EBF1	SERPINB6B	0.00888560339808464
FOXO1	EBF1	0.008880424313247204
EBF1	EMCN	0.008872397243976593
EBF1	POLE	0.008870887570083141
EBF1	IFI27L2A	0.008870220743119717
EBF1	CPA3	0.008863439783453941
MEIS1	TNIP3	0.008858432061970234
EBF1	RTP4	0.008854695595800877
EBF1	TMX4	0.008846323005855083
EBF1	PLA2G12A	0.008828423917293549
EBF1	MMRN1	0.008828004822134972
EBF1	SYTL1	0.00882773008197546
EBF1	CCNA2	0.008825210854411125
EBF1	TNFRSF13C	0.008822626434266567
EBF1	PEAR1	0.008820753544569016
SATB1	EMB	0.008816082030534744
EBF1	CDKN1A	0.008803917095065117
MEIS1	RNF122	0.008802799507975578
EBF1	AKAP8L	0.008796889334917068
GATA2	GNG11	0.008784505538642406
EBF1	IIGP1	0.008769341744482517
IRF8	CLEC12A	0.008767791092395782
EBF1	DCK	0.008766697719693184
JUN	NEAT1	0.008764123544096947
EBF1	RCSD1	0.008762940764427185
EBF1	TSC22D3	0.008760735392570496
GATA2	STX3	0.00875825621187687
EBF1	DDX60	0.008756031282246113
EBF1	NADK	0.008752970956265926
GATA2	IFITM1	0.008751844055950642
NFAT5	GIMAP6	0.008748946711421013
SATB1	CD52	0.008748780936002731
EBF1	ARCN1	0.008742621168494225
MEIS1	RAB38	0.00872845109552145
MEIS1	SPNS2	0.008720860816538334
GATA2	PLXDC2	0.008712386712431908
EBF1	HIF3A	0.008711809292435646
EBF1	PRPS2	0.008711322210729122
EBF1	TRIM30B	0.008710885420441628
EBF1	APLP2	0.008710373193025589
MEIS1	PDZK1IP1	0.008706214837729931
EBF1	CD52	0.008699155412614346
EBF1	PFKFB3	0.0086947837844491
EBF1	SAMD9L	0.008689874783158302
EBF1	FSTL1	0.008684352971613407
MEIS1	RBPMS	0.008684124797582626
EBF1	GNS	0.008682443760335445
GATA2	TGTP2	0.008678196929395199
EBF1	AKNA	0.008669037371873856
MEIS1	TXNIP	0.008667104877531528
EBF1	PIK3R1	0.008666956797242165
EBF1	TIE1	0.008664550259709358
EBF1	BDH2	0.008661597967147827
EBF1	GUCY1A1	0.008659935556352139
EBF1	NUP88	0.008659510873258114
MEIS1	EGR1	0.008654353208839893
MEIS1	MYL10	0.008653705008327961
EBF1	AZIN1	0.008652480319142342
EBF1	RCOR1	0.008652415126562119
EBF1	NFATC2	0.008645827881991863
EBF1	TINAGL1	0.008645625784993172
IRF8	UNC93B1	0.008645487017929554
EBF1	PRKCH	0.008643469773232937
EBF1	D1ERTD622E	0.008643344044685364
EBF1	ASF1B	0.00864258874207735
EBF1	ITSN1	0.008640964515507221
EBF1	COL4A1	0.008637996390461922
GATA2	TGM2	0.008637256920337677
EBF1	NPTN	0.008633079938590527
EBF1	DOCK11	0.00862871017307043
EBF1	ACSS2	0.00861778762191534
EBF1	B230219D22RIK	0.00861714594066143
EBF1	NDC1	0.008615296334028244
JUN	TXNIP	0.008612055331468582
GATA2	PBX1	0.008611979894340038
EBF1	PIK3IP1	0.008603332564234734
FOXO1	IGKC	0.008601479232311249
EBF1	SUPV3L1	0.008591712452471256
EBF1	EYA2	0.008591675199568272
EBF1	TENT5A	0.008591292425990105
EBF1	ADO	0.00858899112790823
MEIS1	SHISA5	0.008588671684265137
EBF1	AW112010	0.00858180969953537
EBF1	OBSCN	0.008579526096582413
IRF8	RASA4	0.008573483675718307
EBF1	DUSP1	0.008560683578252792
MEIS1	RAB37	0.008560564368963242
EBF1	E2F8	0.008558625355362892
EBF1	NEAT1	0.008555050007998943
EBF1	RNF122	0.008554999716579914
SATB1	LSP1	0.008554060012102127
EBF1	ABCG2	0.008536895737051964
EBF1	ITCH	0.00853558350354433
EBF1	ZNRF2	0.008534720167517662
MEIS1	DUSP1	0.008533988147974014
EBF1	MTOR	0.0085300849750638
EBF1	RNF38	0.008521580137312412
EBF1	ESAM	0.008515868335962296
EBF1	NFKBIA	0.008508543483912945
EBF1	SMPD4	0.008498706854879856
EBF1	CYP2J9	0.008496880531311035
SATB1	IL12A	0.008496143855154514
EBF1	EGR1	0.008495334535837173
GATA2	SELENOP	0.008482450619339943
MEIS1	UBA7	0.008464771322906017
EBF1	ACOX3	0.00845808070152998
EBF1	GBP7	0.00845563318580389
EBF1	ABHD17B	0.008454892784357071
EBF1	CTSL	0.00845441222190857
EBF1	TNFRSF21	0.008452413603663445
EBF1	PLXNC1	0.008450819179415703
EBF1	IFITM1	0.008450538851320744
EBF1	TGTP1	0.0084496159106493
MEIS1	MLLT3	0.008447306230664253
EBF1	SHISA5	0.008443686179816723
EBF1	PLD3	0.008432473987340927
GATA2	GBP7	0.00843112450093031
EBF1	2610035D17RIK	0.008430961519479752
EBF1	IRGM2	0.008427875116467476
EBF1	MDN1	0.008423388004302979
GATA2	POR	0.00842209067195654
RAD21	TPX2	0.008418074809014797
EBF1	LAX1	0.008412442170083523
RAD51	PCLAF	0.008409622125327587
EBF1	MSMO1	0.008398073725402355
RAD51	DHFR	0.008392651565372944
EBF1	HYOU1	0.008392470888793468
EBF1	LSP1	0.008390498347580433
GATA2	EGR1	0.00838987436145544
EBF1	XAF1	0.008386073634028435
EBF1	ARMT1	0.00838411320000887
EBF1	TGTP2	0.008379155769944191
EBF1	CBX7	0.008378811180591583
EBF1	SMPDL3A	0.008376591838896275
EBF1	APBB1	0.008373410440981388
EBF1	EDEM1	0.008372440002858639
EBF1	TPX2	0.008371550589799881
MEIS1	TGTP1	0.00836844090372324
IRF8	CNN3	0.008365427143871784
CBX7	PYGM	0.008364665322005749
EBF1	SESN1	0.008364565670490265
EBF1	SLC26A2	0.00836278311908245
EBF1	MPI	0.008356756530702114
EBF1	CUL3	0.008354034274816513
MEIS1	ZBTB20	0.008346890099346638
EBF1	APOE	0.008345742709934711
MEIS1	GNG11	0.008338633924722672
NFAT5	CTSO	0.008337725885212421
EBF1	TMEM154	0.0083372313529253
EBF1	CTLA2A	0.008331767283380032
EBF1	STX3	0.008329655043780804
MEIS1	PPP1R9A	0.008328638039529324
EBF1	SATB1	0.008327323012053967
EBF1	CLTC	0.008317251689732075
EBF1	BUB1	0.008315005339682102
EBF1	STXBP4	0.008308328688144684
EBF1	HUS1	0.008307000622153282
EBF1	PATL1	0.008306678384542465
MEIS1	SGMS1	0.00830581970512867
EBF1	INTS8	0.008303647860884666
EBF1	FTX	0.008292143233120441
EBF1	PNCK	0.008284002542495728
SATB1	DHRS3	0.00828373059630394
EBF1	SMARCA2	0.008282662369310856
IRF8	TMEM229B	0.00827970914542675
FOXO1	PDZK1IP1	0.008279028348624706
EBF1	MGAT5	0.008275571279227734
FOXO1	IGHM	0.008270470425486565
EBF1	SLC16A1	0.008269771933555603
EBF1	LY6C2	0.008264632895588875
EBF1	CCNB1	0.008264118805527687
EBF1	GM19590	0.00826287642121315
EBF1	FAM76B	0.008260754868388176
EBF1	SZT2	0.008259490132331848
EBF1	DENND2D	0.008258999325335026
EBF1	ZFP451	0.008257913403213024
EBF1	KLF6	0.008257130160927773
SATB1	SERPINB1A	0.008255488239228725
EBF1	NAA50	0.008251557126641273
EBF1	REL	0.008240897208452225
EBF1	TNFAIP2	0.008236996829509735
EBF1	PREP	0.008233070373535156
GATA2	MLLT3	0.00822986476123333
MEIS1	CSGALNACT1	0.008229621686041355
JUN	MEIS1	0.008228465914726257
EBF1	9530082P21RIK	0.008223854005336761
EBF1	PPP1CB	0.008222588337957859
EBF1	ABITRAM	0.008219588547945023
EBF1	PLAA	0.008216182701289654
EBF1	UBE2C	0.008206906728446484
EBF1	CDCA3	0.008204497396945953
EBF1	GTF2H1	0.008203125558793545
EBF1	TSC22D1	0.00820310041308403
EBF1	RAD21	0.00820157304406166
EBF1	ARHGAP15	0.00820071343332529
FOXO1	LY6A	0.008199572563171387
EBF1	TSPAN14	0.00819447636604309
GATA2	MMRN1	0.00819287821650505
EBF1	GYS1	0.008191796950995922
EBF1	CHORDC1	0.008187106810510159
EBF1	MBNL3	0.008184811100363731
EBF1	PHF6	0.00818401575088501
IRF8	MS4A6C	0.008183484897017479
EBF1	MICU1	0.008179997093975544
RAD21	MKI67	0.008174131624400616
EBF1	GEMIN5	0.00817038957029581
IKZF1	FLT3	0.008169413544237614
EBF1	ENPP5	0.00816922914236784
FOXO1	NEAT1	0.008164377883076668
EBF1	JAM3	0.008148263208568096
MEIS1	GM5111	0.008143860846757889
GATA2	NFE2	0.008142746053636074
EBF1	ELANE	0.008141772821545601
JUN	PDZK1IP1	0.008139578625559807
EBF1	GM4951	0.008138553239405155
EBF1	HDAC11	0.008132176473736763
EBF1	CENPF	0.008131993003189564
EBF1	PRKCQ	0.008130216971039772
MEIS1	GIMAP5	0.008128998801112175
EBF1	CTLA2B	0.008127166889607906
EBF1	TMEM50B	0.008125492371618748
NFAT5	GNG11	0.008124775253236294
EBF1	KPNA1	0.008123476058244705
EBF1	BIRC5	0.008120247162878513
IKZF1	DOCK10	0.008116992190480232
EBF1	GLIPR2	0.00811415072530508
MEIS1	F2R	0.00810991507023573
EBF1	TGM2	0.00810628104954958
EBF1	ELOVL5	0.008105365559458733
FOXO1	RETREG1	0.008102687075734138
EBF1	IL17RA	0.008099359460175037
SATB1	RPS6KA5	0.008096312172710896
MEIS1	DENND2D	0.00809304229915142
EBF1	TAF12	0.008089120499789715
GATA2	INPP5B	0.008087660185992718
EBF1	BACE1	0.008083750493824482
EBF1	SLC37A1	0.008081978186964989
EBF1	PHKB	0.008081812411546707
FOXO1	FAR1	0.008075620979070663
EBF1	FCGRT	0.00807527732104063
NFAT5	F11R	0.008073175325989723
EBF1	GTF2F1	0.008065249770879745
EBF1	SULT1A1	0.00806337222456932
EBF1	HDAC2	0.008058959618210793
GATA2	TRIM47	0.008057937026023865
EBF1	SLC43A3	0.008056031540036201
EBF1	RPP40	0.008053379133343697
EBF1	FCGR3	0.008052661083638668
EBF1	PTGR1	0.00805009063333273
EBF1	VKORC1L1	0.008048736490309238
EBF1	FCHO2	0.008046641014516354
EBF1	USP11	0.008044697344303131
MYC	CD34	0.008043864741921425
MEIS1	LONP2	0.008041268214583397
EBF1	MEMO1	0.00803925096988678
EBF1	EIF4ENIF1	0.008038959465920925
IRF8	F13A1	0.008036307990550995
NFAT5	RBPMS	0.008033783175051212
EBF1	DNAJC10	0.008030489087104797
JUN	EBI3	0.0080278180539608
MEIS1	SALL2	0.008026735857129097
EBF1	TBXAS1	0.008025838993489742
MEIS1	LSP1	0.008024131879210472
RAD21	CCNB2	0.008023782633244991
EBF1	NECAP2	0.00801684521138668
EBF1	NDC80	0.008015877567231655
EBF1	QARS	0.008011341094970703
EBF1	TSPAN2	0.008008738048374653
GATA2	CAPG	0.008006345480680466
EBF1	ITM2A	0.008003263734281063
EBF1	FBXO5	0.008001650683581829
EBF1	DDX58	0.008000635541975498
EBF1	LRRC8B	0.007999829016625881
RPA2	TIPIN	0.007999773137271404
EBF1	UNC93B1	0.007993638515472412
FOXO1	JUN	0.007993035949766636
EBF1	TRMT11	0.007992452941834927
EBF1	ALAS1	0.00799228623509407
MEIS1	LDHB	0.007986517623066902
NFAT5	ADGRL4	0.007971975952386856
FOXO1	PBX1	0.007969310507178307
MEIS1	TSC22D1	0.007967428304255009
MEIS1	SLC18A2	0.00796570535749197
SATB1	MILR1	0.007964139804244041
EBF1	HDC	0.007962655276060104
EBF1	MTUS1	0.007960513234138489
IRF8	NCF1	0.007959291338920593
FOXO1	NFIA	0.007957683876156807
MEIS1	LY6A	0.007952212356030941
MEIS1	PADI4	0.00795142725110054
EBF1	PSME4	0.007950962521135807
EBF1	RETREG1	0.007949684746563435
ELF1	IL12A	0.007948102429509163
EBF1	MYL10	0.007948010228574276
EBF1	CASP12	0.007947556674480438
NFAT5	APLP2	0.007947423495352268
EBF1	CTR9	0.00794710498303175
EBF1	RPRD1B	0.007945756427943707
IRF8	CFP	0.007943380624055862
MEIS1	TGTP2	0.007942541502416134
EBF1	FAR1	0.00793872494250536
EBF1	BTAF1	0.007937704212963581
EBF1	HARS	0.007937644608318806
MEIS1	SERPINA3G	0.007932187058031559
NFAT5	PRKCH	0.007931926287710667
EBF1	MTR	0.007929511368274689
SATB1	ST8SIA4	0.007927418686449528
EBF1	ZFP945	0.00792687851935625
IRF8	GRIA3	0.00792299397289753
MEIS1	IFI203	0.007921074517071247
MEIS1	HACD4	0.007915294729173183
EBF1	NR3C2	0.007914306595921516
EBF1	MIR17HG	0.007913589477539062
EBF1	CCL4	0.007910202257335186
EBF1	F2R	0.007909167557954788
EBF1	KIF11	0.007904010824859142
EBF1	ETF1	0.007902611047029495
EBF1	GMIP	0.007902586832642555
NFAT5	PDZK1IP1	0.007901790551841259
EBF1	BUB1B	0.00789759960025549
EBF1	ZBTB38	0.007896014489233494
EBF1	TMX3	0.007894240319728851
EBF1	TRPS1	0.007892675697803497
EBF1	BC035044	0.007888976484537125
EBF1	SYNJ1	0.00788888055831194
SPI1	CD34	0.00788793247193098
EBF1	ANXA5	0.007885921746492386
EBF1	ARHGEF39	0.007885134778916836
MEIS1	PTPRE	0.007882035337388515
EBF1	TIFAB	0.00788020994514227
EBF1	MR1	0.007878710515797138
EBF1	HACD4	0.007878161035478115
GATA2	UBA7	0.00787316169589758
EBF1	DNAJC11	0.007870960980653763
EBF1	RPS6KA5	0.00787043385207653
EBF1	ARFGEF2	0.00786599051207304
EBF1	GM8113	0.007864554412662983
SATB1	PLAC8	0.007861021906137466
SATB1	C030034L19RIK	0.007860139012336731
SPI1	PRTN3	0.007859465666115284
FOXO1	DUSP1	0.007858664728701115
IRF8	IFI209	0.007848073728382587
JUN	LTB	0.007847513072192669
MEIS1	DOK2	0.007844727486371994
MYC	MUC13	0.007840435020625591
EBF1	RPS6KA3	0.007839931175112724
EBF1	SH3BGRL	0.007836703211069107
EBF1	1700017B05RIK	0.007834753021597862
EBF1	LONP2	0.007834014482796192
EBF1	CENPL	0.007833929732441902
GATA2	HMGB3	0.007831131108105183
EBF1	TUBGCP3	0.007825839333236217
MEIS1	GATA2	0.007825814187526703
MEIS1	CTLA2B	0.007821704261004925
MEIS1	MUC13	0.007820197381079197
EBF1	MTMR4	0.007814936339855194
MEIS1	SLC22A3	0.007813402451574802
EBF1	PCMTD1	0.007811648305505514
EBF1	CBX5	0.0078107742592692375
MEIS1	JUN	0.00780633045360446
EBF1	JUN	0.0078059094958007336
FOXO1	SOCS2	0.007801611442118883
EBF1	GIMAP8	0.007799000479280949
EBF1	DENND1C	0.007797979284077883
GATA2	SNAP23	0.007797644007951021
EBF1	GNG2	0.007797314319759607
EBF1	SCARF1	0.007796165533363819
EBF1	SELENOP	0.007795893587172031
NFAT5	H2-AA	0.007795847021043301
MEIS1	CSAD	0.007795496843755245
EBF1	MYCN	0.0077951885759830475
EBF1	CIPC	0.007793644443154335
EBF1	SERPINA3G	0.0077912830747663975
EBF1	ACOX1	0.007788328919559717
EBF1	KPNA3	0.007788263261318207
EBF1	POLR1B	0.007787548471242189
EBF1	METTL27	0.007785378023982048
EBF1	CHRNB1	0.00778189254924655
EBF1	DDX39	0.007779598701745272
EBF1	MIR99AHG	0.0077771940268576145
EBF1	ATP1B3	0.007773942314088345
MEIS1	EMCN	0.00777250062674284
EBF1	IRF9	0.007772194221615791
EBF1	HCFC1	0.007770479656755924
EBF1	MAPK1	0.007769336923956871
GFI1B	SLC18A2	0.007767577655613422
EBF1	H1F0	0.007767555303871632
FOXO1	LTB	0.007766959257423878
EBF1	SLC7A4	0.007766907103359699
EBF1	KCNQ1OT1	0.007765480317175388
EBF1	CENPE	0.007763518486171961
MEIS1	ZBTB38	0.0077608199790120125
EBF1	CALCRL	0.0077603585086762905
EBF1	LDHB	0.007758623920381069
EBF1	FLOT2	0.007756619248539209
MEIS1	ENG	0.007756335660815239
EBF1	TLE2	0.007752327714115381
EBF1	SLC20A1	0.007740302477031946
EBF1	ATAD1	0.007736021187156439
MEIS1	MYCN	0.007733928505331278
MEIS1	IL17RA	0.007733657956123352
MEIS1	GM4759	0.007732529658824205
EBF1	ANKRD44	0.007731863763183355
EBF1	PIDD1	0.007729453966021538
FOXO1	ACSS2	0.00772485975176096
EBF1	IGTP	0.007724801544100046
GATA2	ENG	0.0077232071198523045
EBF1	DOK2	0.007722930517047644
MEIS1	DEF8	0.0077214427292346954
EBF1	HSPA1A	0.007719258777797222
EBF1	NDUFV1	0.007714059669524431
EBF1	ADA	0.0077131884172558784
EBF1	SEC23IP	0.007711012382060289
EBF1	GOLIM4	0.007709209807217121
EBF1	9430015G10RIK	0.007709030993282795
EBF1	GRK3	0.007709026802331209
FOXO1	RGS1	0.0077073401771485806
CBX7	MAMDC2	0.007706125732511282
RAD21	KIF11	0.007700032088905573
EBF1	PHF5A	0.007698655594140291
EBF1	PIM2	0.007690141908824444
EBF1	GM5111	0.007689264137297869
EBF1	TSPOAP1	0.007686386350542307
EBF1	MAMDC2	0.007685514632612467
EBF1	CTC1	0.007683334872126579
SATB1	AW112010	0.007682351861149073
RAD21	BIRC5	0.0076791830360889435
GATA2	TEC	0.0076760658994317055
EBF1	GM11346	0.007675172295421362
EBF1	IFI209	0.007673937827348709
GATA2	RHOF	0.007673913147300482
EBF1	SLC29A1	0.007673713844269514
EBF1	REXO2	0.007671333849430084
EBF1	CENPO	0.007671255152672529
EBF1	ISG20	0.00767112011089921
MEIS1	PIM2	0.007658697664737701
EBF1	SNAP23	0.007658130023628473
EBF1	GRINA	0.0076516298577189445
GATA2	TINAGL1	0.00765151996165514
EBF1	TCIRG1	0.007651299703866243
EBF1	ST6GALNAC4	0.007650960236787796
EBF1	ITIH5	0.007644175551831722
EBF1	PBX1	0.007644081953912973
FOXO1	MECOM	0.007639889605343342
EBF1	MS4A3	0.00763910124078393
GATA2	TGTP1	0.0076301745139062405
EBF1	RPTOR	0.0076286643743515015
EBF1	SLC2A3	0.007627847604453564
EBF1	MEIS1	0.007626607082784176
EBF1	IKZF1	0.007615615148097277
EBF1	MIS18BP1	0.007610016036778688
NFAT5	TBXAS1	0.00760805094614625
FOXO1	LZTS1	0.007605564780533314
EBF1	VIPR2	0.007601724471896887
MEIS1	XAF1	0.007600109558552504
EBF1	INPP5B	0.007597650866955519
EBF1	CSE1L	0.007596958894282579
EBF1	EPSTI1	0.00759435910731554
MEIS1	CD34	0.0075893220491707325
EBF1	MFNG	0.007588700857013464
EBF1	EAF1	0.007587985135614872
EBF1	B3GNT5	0.007586715277284384
EBF1	SALL2	0.007585751358419657
EBF1	CYP2J6	0.00758427195250988
EBF1	TRIB3	0.00758421840146184
GATA2	MUC13	0.007584079634398222
EBF1	MXD3	0.0075829047709703445
GATA2	SLC22A3	0.007579868659377098
EBF1	PRDM16	0.007577434182167053
IKZF1	CD53	0.007575780153274536
EBF1	UQCRFS1	0.007574350107461214
EBF1	SPO11	0.00757431797683239
EBF1	TFR2	0.007573328446596861
MEIS1	GPRASP1	0.007567168679088354
RPA2	DHFR	0.007563801947981119
EBF1	IRF8	0.007562651298940182
EBF1	PSMD9	0.007562477141618729
RAD51	PBK	0.007560314144939184
SATB1	RASA4	0.007555969059467316
EBF1	SLC25A38	0.007555883377790451
GATA2	HLF	0.007546855136752129
EBF1	ZFAND5	0.007546078879386187
SATB1	ARID5A	0.007545979227870703
EBF1	CKS2	0.007545907516032457
EBF1	NCAPH	0.007545660715550184
MEIS1	TMEM176A	0.007543264422565699
EBF1	CNRIP1	0.007540787570178509
EBF1	SLA2	0.007540523540228605
MEIS1	SCARF1	0.007540023885667324
EBF1	MPZL1	0.007538700941950083
JUN	RGS2	0.007536554709076881
RAD21	CCNA2	0.007536151446402073
EBF1	ABL1	0.007535561919212341
IRF8	LGALS1	0.007530838716775179
FOXO1	PLSCR4	0.0075296517461538315
MEIS1	TSC22D3	0.007528977934271097
EBF1	INO80D	0.007521306164562702
GATA2	CTTN	0.007515405770391226
EBF1	ABCB10	0.007515354081988335
RAD51	RAD51AP1	0.007513540331274271
EBF1	VPS16	0.007513031363487244
EBF1	REXO4	0.007509530987590551
EBF1	ZBTB16	0.0075085340067744255
GATA2	ESAM	0.007508160080760717
EBF1	ZFP53	0.007507795933634043
FOXO1	ZBTB20	0.007504315115511417
EBF1	TMEM184C	0.0075040822848677635
EBF1	NSD2	0.007499828469008207
EBF1	GMFB	0.007499353028833866
EBF1	IFI203	0.007495241705328226
EBF1	TFG	0.007491478696465492
EBF1	CASP4	0.0074884663335978985
