Gene,index
HEATR5A,285
GOLM1,286
EIF2B1,287
SLA,288
SPRYD4,289
CCNG1,290
SEPT8,291
JPT2,292
LAPTM4B,293
CUL3,294
HDAC2,295
PTDSS1,296
SLC20A1,297
APBB1,298
DDX20,299
SMC2,300
MNS1,301
CTSC,302
PJA2,303
SACM1L,304
NDC1,305
CD74,306
EIF4ENIF1,307
CRIP2,308
HARS,309
SNRNP200,310
CCNE1,311
STXBP1,312
GIMAP1,313
MCM6,314
TMEM68,315
HARS2,316
PTPN12,317
CIPC,318
MBTPS1,319
NEDD1,320
CDC45,321
RASA3,322
PKLR,323
ASNS,324
MFGE8,325
UBR7,326
PWP2,327
TUBGCP2,328
CAPN7,329
GMFB,330
ARID3B,331
TRPS1,332
PRELID3B,333
CYTIP,334
NDUFV1,335
XRCC6,336
DENND1C,337
PNO1,338
CTPS,339
SAMD14,340
ATAD2,341
GM2A,342
INKA1,343
CYTH3,344
GEMIN5,345
SMIM1,346
PPIL4,347
EMILIN2,348
TPP1,349
XK,350
SPI1,351
CDCA4,352
CNOT7,353
RB1,354
RAD51,355
GATA2,356
TRIM47,357
THUMPD1,358
ATP6AP2,359
TENT5A,360
VPS11,361
MCM2,362
TUBGCP3,363
ZFP467,364
PCCA,365
RTP4,366
ATP6V1A,367
ZFP961,368
TMEM177,369
TMEM64,370
GLIS2,371
TSPAN14,372
H1F0,373
ESAM,374
EPS15,375
ZFP322A,376
ELMO1,377
ASF1B,378
ADO,379
CDCA3,380
PRPF4,381
CES2G,382
IFI30,383
TNFRSF13B,384
KLHL23,385
CASP4,386
LMO4,387
ORC5,388
TMEM168,389
PAFAH1B2,390
YBX1,391
UTP4,392
CCNF,393
ADAMTS10,394
AI506816,395
NAA50,396
CASP3,397
RAD51AP1,398
ADGRG3,399
CENPO,400
HERC4,401
UBA5,402
NOLC1,403
E2F4,404
YOD1,405
ZFP871,406
HEMGN,407
VKORC1L1,408
TRIM59,409
MTAP,410
LZTS1,411
EXT2,412
MRPL37,413
CPQ,414
IFI203,415
CEPT1,416
ENPP4,417
B3GALNT2,418
RORC,419
LPCAT1,420
MEIS1,421
USP25,422
NUP88,423
MAPK12,424
XAB2,425
GTF2E1,426
LRRC8C,427
WDR55,428
PRKAB1,429
SGPP1,430
PHB2,431
CLPTM1L,432
RASSF5,433
CNIH1,434
NOL9,435
1700006J14RIK,436
PPARGC1A,437
DUSP2,438
TARS,439
SLC14A1,440
HIST1H2BC,441
SQLE,442
IARS2,443
TIMM50,444
TCF12,445
NGLY1,446
TMX3,447
TLR4,448
VPS16,449
ST8SIA4,450
IL27RA,451
TSPO2,452
CD63,453
PLAA,454
GSR,455
IFITM1,456
NIT1,457
GCLC,458
L2HGDH,459
INTS8,460
PICALM,461
SUN1,462
GSTM1,463
MED16,464
GPKOW,465
LSP1,466
CHP1,467
EMILIN1,468
STT3B,469
ADD2,470
4833439L19RIK,471
DCK,472
PLEK,473
SHCBP1,474
MBOAT2,475
MECOM,476
ATP7B,477
SLC41A3,478
NFATC2,479
ACAP1,480
PSMD5,481
LDAH,482
LYZ2,483
NT5DC1,484
SLC22A3,485
NEK9,486
SERPINA3G,487
ODC1,488
TBXAS1,489
ST3GAL6,490
SPNS2,491
RMND5B,492
HACD3,493
GM8995,494
SLC11A2,495
LMBRD1,496
GPSM2,497
STX12,498
IPO4,499
TMEM173,500
ACOX1,501
NAA35,502
CTR9,503
CYTH4,504
NUBP2,505
PSEN2,506
IFT140,507
MXD3,508
ACAA2,509
CTSE,510
CYP20A1,511
MIOS,512
CHORDC1,513
LYRM4,514
CTLA2A,515
GORASP1,516
WLS,517
CKAP2L,518
NUDCD1,519
TASP1,520
AP1G2,521
RPP40,522
GTF2F1,523
LZTR1,524
IGKC,525
ISG20,526
TCN2,527
CKS1B,528
TOX4,529
ATP1B2,530
CLN5,531
BLVRB,532
SLC30A5,533
MARCH8,534
RPAP1,535
TM7SF3,536
KLF1,537
MYL10,538
KLHL6,539
ID2,540
FIGNL1,541
VPS33A,542
2610035D17RIK,543
EXOC3,544
UMPS,545
ARHGAP15,546
TAPT1,547
ATP6AP1,548
COG6,549
SMIM5,550
MCM7,551
HPN,552
ABCB4,553
SESN1,554
IARS,555
ARL6IP6,556
IDH3A,557
PLAG1,558
ABCF3,559
REXO4,560
HCLS1,561
POLD1,562
CLIC4,563
FAAP100,564
CLPX,565
CNN2,566
PLPPR3,567
ABITRAM,568
SLC25A21,569
ETF1,570
PGM1,571
ZBTB43,572
ZFP30,573
HDGF,574
RAI14,575
TOLLIP,576
BMI1,577
ARHGEF18,578
ZFP639,579
POLR3F,580
ALDH1A1,581
RFESD,582
TWSG1,583
UBR1,584
CSRP3,585
TMEM109,586
PLCB2,587
FAM234B,588
ATP2A3,589
SLC43A3,590
PQLC3,591
CAR1,592
CMPK2,593
ERMAP,594
PIK3C3,595
XPNPEP1,596
RAB31,597
RHOT1,598
RNF19A,599
CKAP2,600
TMUB2,601
CPT2,602
MRM1,603
MFSD1,604
C1QTNF12,605
AW112010,606
NPTN,607
ERCC8,608
LIG1,609
POLA2,610
SELENOP,611
NFE2,612
RNF115,613
DRAM2,614
GRINA,615
TCP11L2,616
AFAP1L1,617
VPS41,618
CSAD,619
XPR1,620
SSX2IP,621
DECR1,622
VWA5A,623
NOP2,624
SGO1,625
IFI204,626
SPO11,627
TTF1,628
HIST1H1C,629
ICA1,630
ST3GAL5,631
ZBTB20,632
DHFR,633
PCLAF,634
RASAL3,635
PHF10,636
CCNB1,637
HACD4,638
GMNN,639
SALL2,640
YPEL3,641
CTSO,642
ATAD1,643
ARHGAP4,644
KLHL24,645
TSC22D3,646
CSGALNACT2,647
EFTUD2,648
TOR3A,649
ZFP266,650
NSMAF,651
PRKCH,652
AK3,653
STX2,654
WARS,655
VAMP3,656
DENND2D,657
KIF22,658
ANXA4,659
MCM3,660
EPDR1,661
CERS5,662
ITSN1,663
FEM1A,664
FCHSD2,665
PFKM,666
UBL4A,667
WDR6,668
NAGA,669
HELLS,670
SERPINB6B,671
ABCB8,672
NFXL1,673
NDRG1,674
CAST,675
SLC44A2,676
TEAD3,677
IPO9,678
PDCL,679
PLCG2,680
NR3C2,681
NAE1,682
NDE1,683
PSTPIP1,684
COA5,685
ABHD16A,686
HMBS,687
PCYT2,688
TMEM164,689
TRPV2,690
TERF2IP,691
FOXO1,692
RHD,693
DYNLT3,694
FGFR1OP,695
PAK1,696
EBI3,697
TSPAN33,698
RCSD1,699
PHAX,700
PRKCQ,701
BID,702
PRDM16,703
D10WSU102E,704
NR2C1,705
ME2,706
FKBP1A,707
PITRM1,708
HDAC7,709
NSDHL,710
LTB,711
CBX7,712
ATG12,713
NAPSA,714
ETS1,715
IKZF1,716
UBE2G2,717
ATP11C,718
TK1,719
NDOR1,720
SCFD1,721
LEPROT,722
MYO1D,723
PEAR1,724
SELENBP1,725
GPR171,726
SERPINF1,727
CENPL,728
AQP9,729
ACSS1,730
PLK1,731
KLHL22,732
SEC23IP,733
VILL,734
POLR1B,735
CALCRL,736
USP8,737
GBP2,738
XRCC3,739
TREML2,740
ZEB2,741
SNCA,742
PLA2G12A,743
CSTF2,744
PACS1,745
GYG,746
NUPR1,747
NUDT19,748
HOXA9,749
ISYNA1,750
CARHSP1,751
FPGS,752
DOK2,753
TANGO2,754
RGS2,755
ALDH18A1,756
TXNRD2,757
SEH1L,758
ELP2,759
FOXRED1,760
PGLYRP2,761
MAP4K2,762
PHACTR2,763
GRN,764
PKM,765
FNTA,766
ATG16L1,767
NEAT1,768
GFI1B,769
TGM2,770
GOLPH3,771
FADS1,772
AAR2,773
RARB,774
CHMP3,775
MTO1,776
SLC25A38,777
IRF1,778
PDE4B,779
RUVBL2,780
ATL2,781
TOPORS,782
UAP1L1,783
CEP70,784
NCAPG,785
ALG9,786
NCAPD2,787
RNF13,788
SLC29A1,789
E2F6,790
DEK,791
ACSS2,792
PGR,793
PRDM4,794
CDCA8,795
NASP,796
SNRPB,797
PLD3,798
MT1,799
CLCN4,800
CNP,801
ORC6,802
PRKAA1,803
SATB1,804
MAD2L1,805
WDHD1,806
RAB37,807
NADK,808
MGST3,809
H2-DMB1,810
TNFAIP8,811
PLXNC1,812
CD1D1,813
UROD,814
CHMP7,815
FLOT2,816
COG7,817
DDX1,818
STX17,819
ANXA2,820
PLIN2,821
ATG4B,822
NIF3L1,823
UAP1,824
NCEH1,825
HUS1,826
UBAP1,827
ESYT2,828
TRIM30A,829
PRPS1,830
PQLC1,831
UNC93B1,832
PLBD2,833
NR4A1,834
SVIP,835
LANCL2,836
WDSUB1,837
GTF3C3,838
RAB32,839
FOS,840
YBX3,841
KEL,842
NFAT5,843
PIGQ,844
NET1,845
STAP1,846
TMEM263,847
TBC1D10C,848
NAMPT,849
MOGS,850
OASL2,851
RFC4,852
ZMYM3,853
HLF,854
LLGL1,855
PRIM1,856
RCC1,857
MTREX,858
CDC6,859
CORO1A,860
AFG3L2,861
ZFP655,862
NCAPH,863
ZFP275,864
MMRN1,865
UHRF1,866
KNSTRN,867
2210016F16RIK,868
LMNA,869
TRMT11,870
SNX10,871
ZFP143,872
APLP2,873
MAPK9,874
UBAC1,875
RDH11,876
ADK,877
TYK2,878
IRF5,879
CD84,880
CELA1,881
DDX58,882
NCAPG2,883
WDR4,884
HAUS2,885
SLA2,886
CAMK1,887
GATM,888
RNF139,889
GYPC,890
RGCC,891
NUP93,892
2610301B20RIK,893
METTL7A1,894
UBA7,895
CUL2,896
DPH6,897
NUDCD3,898
ITGA6,899
SLC39A10,900
PA2G4,901
GNG11,902
ANGPT1,903
STARD10,904
C330018D20RIK,905
SCARF1,906
MAU2,907
CRK,908
MTMR6,909
BTK,910
AP3S1,911
PSAT1,912
VDR,913
NFE2L2,914
RUNX1T1,915
BUB3,916
HSPH1,917
PTCD3,918
EBF1,919
RNF145,920
VAV1,921
CCDC137,922
IL15,923
CPOX,924
DOCK2,925
CDK19,926
MAVS,927
SLC19A1,928
SASH3,929
PIK3IP1,930
ANK,931
MAN1A,932
MORC3,933
CALU,934
GPR180,935
MIS18BP1,936
METAP1,937
SNAPC3,938
ARAP1,939
GDF3,940
PLEC,941
BTAF1,942
GSKIP,943
MEF2C,944
EZR,945
RABGGTB,946
HSPA4L,947
DCTD,948
PSMF1,949
FUCA2,950
AP5M1,951
EYA1,952
BAP1,953
METAP1D,954
ELOVL1,955
FES,956
ARMT1,957
FARSB,958
RUNX2,959
P2RY14,960
HSDL1,961
ESR1,962
ENDOD1,963
OTUD6B,964
CRYZL2,965
LDHB,966
SOX18,967
DUSP1,968
APOE,969
TIFA,970
PPP2R1B,971
MAGED1,972
CENPK,973
GM4759,974
PWP1,975
FEM1B,976
CREB5,977
SLC38A5,978
TAB1,979
TAF1,980
DLST,981
ANXA6,982
ANAPC2,983
GIMAP6,984
STARD7,985
MYC,986
PRIM2,987
ABCB10,988
ALG11,989
EDC3,990
STK25,991
OPTN,992
TBC1D20,993
AMPD3,994
PROCR,995
PPOX,996
ANKRD27,997
SLC40A1,998
SDSL,999
CISH,1000
CKAP5,1001
CDT1,1002
HNRNPLL,1003
RGS19,1004
DCAF13,1005
RPA2,1006
TMX1,1007
SLC25A46,1008
SP100,1009
ADSSL1,1010
PTGS1,1011
POGLUT1,1012
LCP2,1013
SLC35A1,1014
NUP155,1015
KIDINS220,1016
PRSS50,1017
RANBP3,1018
FAM76B,1019
MMUT,1020
DNAJC11,1021
UBASH3A,1022
SERPINB9,1023
TSPAN3,1024
TRIB2,1025
PCP4L1,1026
URB2,1027
GATA1,1028
PADI4,1029
USP4,1030
GNB4,1031
ZYX,1032
GCNT2,1033
ALKBH8,1034
9430015G10RIK,1035
EYA2,1036
AFF4,1037
ANXA1,1038
GNPDA1,1039
ZFP35,1040
CD82,1041
EMB,1042
TMEM185A,1043
TAF12,1044
PIP4K2A,1045
THUMPD3,1046
PSMD9,1047
NARFL,1048
POT1A,1049
PMPCA,1050
GUSB,1051
DCAF4,1052
PLIN3,1053
PCYT1A,1054
GM15915,1055
TMEM56,1056
CENPE,1057
BUB1,1058
AHR,1059
TIPIN,1060
DNAJC10,1061
HPCAL1,1062
GIMAP5,1063
STAT3,1064
GT(ROSA)26SOR,1065
CRNKL1,1066
FAM45A,1067
NCOA6,1068
NUDT9,1069
INCENP,1070
PACSIN2,1071
LONP1,1072
TVP23B,1073
THRB,1074
PRDM5,1075
RELB,1076
ZFP367,1077
PRC1,1078
TFR2,1079
CPT1A,1080
SPTLC1,1081
GYPA,1082
CCNB2,1083
UGCG,1084
ZKSCAN3,1085
IRF6,1086
COQ8A,1087
FAM168B,1088
ABTB1,1089
NFIA,1090
CENPF,1091
BCLAF3,1092
TMEM129,1093
MUC13,1094
BTG2,1095
ZZZ3,1096
NUP85,1097
MCM10,1098
ARHGEF6,1099
G6PDX,1100
ZFP397,1101
GOLT1B,1102
CASP2,1103
CUL4A,1104
ARL8B,1105
BATF2,1106
LAP3,1107
MYNN,1108
TACC3,1109
CD55,1110
COLGALT1,1111
LIMD2,1112
RNASEL,1113
TSHZ3,1114
CCNA2,1115
TPX2,1116
CRBN,1117
MT2,1118
AHCYL1,1119
CDC7,1120
INPP5B,1121
ATP13A1,1122
SGPL1,1123
KLF3,1124
MYCN,1125
VHL,1126
UCKL1,1127
1700017B05RIK,1128
ITFG1,1129
BIRC5,1130
DTL,1131
TTLL12,1132
FTSJ1,1133
ZBTB10,1134
DPH2,1135
RPRD1B,1136
IFI44,1137
MARCH6,1138
ZKSCAN17,1139
SLC30A6,1140
ZFP592,1141
POLR2B,1142
GFI1,1143
STEAP3,1144
PPAT,1145
RANGAP1,1146
PON2,1147
HSD3B7,1148
RHOF,1149
LPCAT3,1150
PRMT7,1151
GFM1,1152
MAPKAPK3,1153
CTLA2B,1154
D230025D16RIK,1155
CNOT10,1156
PHETA2,1157
DNPEP,1158
TBC1D15,1159
PIK3R2,1160
CD63-PS,1161
RAD21,1162
P2RX4,1163
SPHK1,1164
ILVBL,1165
GTF2H1,1166
ITIH5,1167
PDZK1IP1,1168
RRM1,1169
TIMM29,1170
ALAD,1171
CENPA,1172
TRMT6,1173
TCF19,1174
HNF4A,1175
ASAH1,1176
ORC2,1177
TUBGCP5,1178
MPL,1179
BUB1B,1180
GRAMD1A,1181
RCOR1,1182
RABIF,1183
PRPS2,1184
ELL2,1185
MEMO1,1186
NECAP2,1187
RRM2,1188
CD48,1189
ZFP62,1190
CTTN,1191
TMEM176A,1192
NRF1,1193
FAM136A,1194
ANKLE1,1195
CHAMP1,1196
ZSCAN21,1197
NUF2,1198
ABL1,1199
SETD2,1200
STOM,1201
METTL27,1202
ZFP110,1203
