gene,LPS_1h_S16,LPS_1h_S67,LPS_1h_S61,LPS_1h_S50,LPS_1h_S82,LPS_1h_S32,LPS_1h_S72,LPS_1h_S22,LPS_1h_S21,LPS_1h_S89,LPS_1h_S71,LPS_2h_S66,LPS_1h_S60,LPS_1h_S43,LPS_1h_S1,LPS_2h_S60,LPS_2h_S4,LPS_2h_S89,LPS_1h_S53,LPS_1h_S48,LPS_1h_S87,LPS_2h_S57,LPS_2h_S9,LPS_1h_S64,LPS_1h_S38,LPS_1h_S17,LPS_1h_S74,LPS_1h_S59,LPS_1h_S14,LPS_1h_S49,LPS_1h_S26,LPS_1h_S63,LPS_1h_S5,LPS_2h_S75,LPS_2h_S84,LPS_1h_S33,LPS_1h_S39,LPS_2h_S27,LPS_2h_S41,LPS_1h_S40,LPS_1h_S62,LPS_2h_S78,LPS_1h_S28,LPS_1h_S30,LPS_1h_S19,LPS_1h_S66,LPS_1h_S35,LPS_1h_S20,LPS_1h_S3,LPS_1h_S18,LPS_1h_S78,LPS_1h_S34,LPS_1h_S42,LPS_1h_S27,LPS_1h_S73,LPS_1h_S96,LPS_1h_S6,LPS_1h_S11,LPS_1h_S86,LPS_1h_S51,LPS_1h_S15,LPS_1h_S45,LPS_1h_S91,LPS_1h_S52,LPS_1h_S80,LPS_1h_S41,LPS_1h_S88,LPS_2h_S13,LPS_2h_S15,LPS_1h_S37,LPS_1h_S25,LPS_1h_S44,LPS_1h_S93,LPS_2h_S45,LPS_2h_S26,LPS_2h_S69,LPS_1h_S8,LPS_1h_S77,LPS_2h_S64,LPS_1h_S85,LPS_1h_S10,LPS_1h_S13,LPS_1h_S24,LPS_1h_S23,LPS_1h_S58,LPS_1h_S75,LPS_1h_S55,LPS_1h_S31,LPS_1h_S94,LPS_2h_S93,LPS_2h_S76,LPS_1h_S90,LPS_1h_S12,LPS_1h_S29,LPS_1h_S56,LPS_2h_S53,LPS_2h_S23,LPS_1h_S7,LPS_1h_S36,LPS_2h_S21,LPS_1h_S2,LPS_2h_S14,LPS_2h_S49,LPS_2h_S65,LPS_2h_S35,LPS_2h_S73,LPS_2h_S29,LPS_2h_S8,LPS_2h_S46,LPS_2h_S62,LPS_2h_S6,LPS_2h_S7,LPS_2h_S58,LPS_2h_S19,LPS_2h_S25,LPS_2h_S42,LPS_2h_S92,LPS_2h_S85,LPS_2h_S52,LPS_2h_S63,LPS_2h_S34,LPS_2h_S38,LPS_2h_S95,LPS_2h_S39,LPS_2h_S22,LPS_2h_S16,LPS_2h_S87,LPS_2h_S91,LPS_2h_S32,LPS_2h_S18,LPS_2h_S54,LPS_2h_S28,LPS_2h_S83,LPS_2h_S71,LPS_2h_S12,LPS_4h_S25,LPS_2h_S17
MIF,5.057037,3.715384,2.706551,3.022786,5.189613,4.452306,4.233771,0.9577713,3.676084,2.683183,3.225017,2.516811,4.541969,3.253594,4.675082,5.0363050000000005,3.5990050000000005,3.447222,4.748526,3.844356,4.804165,4.0334900000000005,3.299338,2.766952,3.726621,3.555542,3.222945,4.122734,5.368124,4.387601999999999,4.711447,3.893331,3.2650810000000003,4.1020010000000005,3.948688,5.105479,4.129503,2.4407330000000003,1.035361,3.786549,4.106967,2.265823,3.833186,3.678028,2.405896,3.988316,2.906777,5.050065,4.655132,3.922924,2.825856,3.3253230000000005,2.83231,3.850423,2.855887,1.4249690000000002,3.941162,1.416463,4.208153,2.444682,4.286213,3.4810160000000003,2.767026,2.905889,2.14232,2.904125,2.439007,3.82539,3.68471,2.773967,3.482975,3.722231,0.5646293000000001,4.098378,2.450254,3.704045,3.690014,3.220655,2.797503,4.762247,3.803027,5.115658,4.141158,3.648495,4.065211,3.087826,2.114826,1.157834,0.1032446,3.20551,4.048023000000001,2.592794,4.016754,0.9459776,4.254783,3.673374,3.728269,2.424202,3.529143,4.628268,5.279971,2.223115,3.953843,3.418622,3.5505379999999995,3.329918,3.347638,2.741559,2.37117,3.275394,3.5084410000000004,0.7164921999999999,2.31247,4.096222,3.345014,1.772836,4.3808110000000005,3.4532769999999995,1.279378,0.470462,1.773562,2.894596,6.177792,4.00318,3.392629,0.6241734,3.678327,2.955771,4.369619,4.617721,0.7706991,4.275534,2.701481,2.836337,4.142030999999999,1.2168219999999998,0.03219248
CLDND1,4.116173000000001,4.615765000000001,4.50108,3.756177,3.9918,3.664948,2.087918,2.263586,2.877119,3.118488,3.178771,0.5492585,0.06009568,2.755572,2.748511,2.764607,3.183811,3.772389,3.775749,3.058871,2.113253,1.075198,2.705159,2.130912,0.7903031,0.6007897,1.963557,0.5663276999999999,0.5737513000000001,1.619499,2.157953,0.005292859,1.2759459999999998,2.051059,2.42326,0.4457670999999999,3.845311,1.872839,1.551235,2.087592,0.009827758,1.431309,0.08277031,1.917903,2.905278,0.5758581,0.0,0.1821686,2.81095,1.423183,1.822853,0.0,0.2903944,1.004149,0.02092667,0.06551769,2.085499,0.4386738,0.007387375,0.3389527,0.05968475,0.8554391,0.5146136,0.4951854999999999,0.3020335,1.561706,2.3898900000000003,0.0,2.866731,0.944833,1.33188,2.194238,0.004375535,1.5737139999999998,0.5092943,0.0,1.439741,0.0,0.01794669,0.1530255,1.058705,0.0,0.03049316,0.006478758,0.3590286,0.6024535,0.0918609,0.1335712,2.226686,0.4667161,0.0,0.0,0.5737840999999999,0.0,0.0,3.034879,1.074716,0.008324974,0.01501131,0.008942974,0.2082116,0.0,0.04942143,1.364932,0.0,0.0,0.04100671,1.325283,0.8337062,2.964472,0.0,0.0,1.68698,0.590364,3.1088150000000003,0.4622481,2.704692,0.004186645,0.0,0.2264643999999999,0.0,1.77456,1.064766,0.8729134,0.4220054,0.0,0.1332126,1.561966,1.861629,0.04357082,0.0,1.6612900000000002,0.0,0.008281553,0.4486812,0.410315,1.564936
RBBP7,3.171263,2.155936,0.2115032,2.054918,3.972579,2.17002,3.604974,3.090231,1.345224,1.00207,0.2689697,2.112685,0.1258394,0.5131637,1.025417,1.316872,0.3345035,2.054149,0.03803155,0.09052126,2.188229,1.180181,0.1700829999999999,2.43018,0.09279576,0.9690408,0.301873,2.87312,2.136353,1.7305,0.7003731,0.6172025999999999,0.6730100999999999,1.834384,1.931104,0.0,0.8616966999999999,0.4111975999999999,3.781915,0.1766194,0.01316664,0.3383620999999999,0.2488234,2.338453,1.494689,0.630372,0.0,0.1537328,1.7053049999999998,1.825617,0.0,3.007981,2.648429,0.0,2.227848,0.7220888000000001,0.2225842999999999,0.9963327,0.1413546,0.5858445999999999,0.0,0.4846446,0.0,0.0,0.7858775,1.049842,2.079518,2.42117,1.526967,0.01788475,0.6217875,0.0,0.0,0.02655236,0.6988675999999999,1.556001,0.0,0.0,0.3047055999999999,0.3400822,0.0,1.007765,1.390825,2.076007,0.008254029,0.5171806,0.1002243,2.562388,0.0,0.01369797,0.009034854,3.382708,3.094575,1.016277,0.3735125,0.0,0.6779884,0.0,0.0,0.8751245999999999,0.0,0.04891549,0.0,3.292929,0.0,0.0,0.5248503000000001,0.0,0.8266541,0.1228378,0.0,0.09340969,1.859459,1.2530709999999998,0.01644107,2.201276,0.157933,0.2672167,0.0,0.0,2.125435,0.0,0.003431937,2.375791,1.941543,0.0,0.005407236,0.0,0.0,0.6932541,0.0,0.0,0.2199275,0.0,0.4086863,0.0,0.0
RNF4,1.625038,0.008435544,0.8494321,2.989358,2.361008,0.00336986,1.945971,0.01542192,0.005774395,1.830665,0.0295355,2.834067,2.422542,0.7693178,0.5930803000000001,0.7868553,1.482402,1.2970270000000002,3.373648,3.123734,1.636477,0.0,1.500194,0.6356102,0.0,1.493721,1.836418,0.0,0.01949674,0.3354351,1.486467,2.561596,0.6378138000000001,0.7038063,1.29998,0.007463659,2.063632,1.892085,2.141719,2.8329880000000003,1.2829,1.7322509999999998,1.508512,0.4787885999999999,0.07192736,0.2688032,0.08093286,0.6672735,2.10222,0.1574604,0.04170165,1.579201,0.5687171,0.0509718,0.4666257,0.7403787,0.8628248,0.005102525,0.2304517,0.6321339,0.002789115,0.00657976,0.0,1.091274,0.01132152,2.322644,2.915539,0.4905075,2.159914,0.2494287,2.011933,1.3974950000000002,0.3050002999999999,2.838397,2.507068,0.7250249,2.9496290000000003,0.5689979000000001,0.9385428,0.01618043,0.0,0.0,0.3538423,0.8359409,0.9299522,2.687552,0.1841821,0.0,0.0389207,2.022809,0.1805374,0.08815729,0.3299607,0.1787188999999999,0.0,0.0,0.0,0.5858256,0.0598285,3.475055,0.114701,1.688966,0.578511,1.650553,0.06727249,2.271254,0.1495963,2.5440970000000003,0.6000006999999999,1.402266,2.625255,0.0,0.3277029,1.810241,0.8754294,1.180123,2.062265,0.5920491,0.5318723000000001,0.006382141,0.1139479,1.497017,2.139323,0.6523272,2.282026,0.0,1.1515959999999998,0.5814335,2.664463,0.05617903,2.29723,1.133597,0.01285122,1.838,0.00880665,0.5794024999999999,0.005380355
FOSL2,2.393483,0.01619271,1.120424,2.046182,0.0193776,0.8712346,0.4148667,1.408843,0.0,0.00961998,0.08500266,1.7067330000000005,0.9721767,0.8847271000000001,1.248423,0.0,0.9029337,0.03449669,0.1118311,1.987653,1.558061,0.0,0.2542902999999999,1.182184,0.7555914,0.6429773,1.955707,1.169249,2.422628,1.335225,0.3621856,1.639375,0.4864652,0.5857316,0.003983401,0.07363627,1.512356,0.2029587,1.447356,1.3627280000000002,1.454077,0.0,1.277074,1.338084,0.0251859,0.9311901,0.2849737,1.216244,2.012081,1.907499,0.3922796,0.4658146999999999,1.249099,0.5571567,1.217498,0.03643011,0.74663,0.182218,0.68618,1.757323,0.8069414,0.3865168,0.01208349,0.0,0.5356594,0.01710448,0.2094214,0.7591603,0.4652189,0.01088529,1.164023,1.500085,0.04132704,0.6038522,0.2529263,0.0,1.4968549999999998,1.18686,0.3597212,1.313048,0.04883846,1.508439,0.01648164,0.0,1.038357,0.89491,0.2729232,0.05191307,0.0,0.3842478,0.104477,0.1459043,1.056234,0.04521044,0.02451441,1.369434,0.496706,1.481511,0.04751787,0.2914587,0.2137315,0.1729721,0.01905616,0.0021039229999999,0.0,0.0,0.1734832999999999,0.2454991,0.01620966,0.0,1.38361,0.2395277,0.4964675999999999,0.5079971,0.09858175,0.05094778,0.1347047,0.0013958529999999,0.3625508,0.003078995,0.004213201,0.0,0.0,0.0,0.3068132999999999,0.1709766,0.0,0.0127557,0.0,0.004890532,0.0,0.0,0.06982994,0.00275373,0.0,1.038186,0.0
HBP1,2.123762,0.2893638,2.271091,0.0,0.01047673,1.1560290000000002,0.3906589,0.6837338000000001,0.03606323,1.540031,1.933179,0.4037464,1.422792,2.006127,1.051212,0.1942992999999999,2.26769,2.5108900000000003,2.170171,2.090286,1.247001,2.808553,2.279387,0.6053901999999999,1.239556,0.4281001,3.260124,1.837426,1.94626,1.4905540000000002,0.9131441,1.156096,0.5952033,2.080728,0.0,2.766049,2.951621,2.310794,2.409064,1.716611,2.8377380000000003,0.5994876,2.119775,1.718076,0.01019682,1.043742,3.156991,2.455249,1.833999,0.6890706,0.4237508,3.124959,3.198836,0.6752406,0.1084513999999999,0.2249542,0.0,0.03917425,0.009871105,2.7783,0.08168323,0.07691186,1.495441,0.0235176,0.0,0.8671279000000001,2.073117,2.472638,2.681226,0.0,0.0,0.8601979999999999,2.062529,2.430997,0.01424405,1.315604,2.994657,0.0,0.6332906,0.7767677,1.199199,0.4480223,2.3100650000000003,2.803707,0.1456896,0.3484737,0.07739586,3.324558,3.069348,1.052191,1.595682,0.04348598,0.1545496,0.03510803,0.002488358,3.021103,0.01153418,0.4399988,0.4617199999999999,3.405704,4.190327,2.646876,0.2116885,2.166072,1.382449,0.8812029,2.079056,1.978742,3.592733,0.4422916,2.205747,0.1064192,2.564119,0.009976024,2.5966560000000003,1.3533879999999998,3.444546,0.03019959,0.0,2.263672,0.7103531999999999,2.289572,1.906245,1.707728,1.942089,0.4612657,2.60135,1.604801,1.551967,0.01813154,0.1649895,0.8516245000000001,0.6074606,0.1096411,3.737819,0.647762,0.204644
ARPC4,3.981375,4.726163,3.55534,3.903609,4.289526,4.398924,4.072647,3.559179,3.913780000000001,4.228404,4.076484,2.627129,4.39596,3.831698,4.033397,3.516544,1.948946,1.993905,4.358435,3.558777,3.672751,3.267054,2.240745,3.929416,3.117163,4.405006,3.752308,4.628481,4.492127,4.558313,4.115637,4.503325,4.404089,2.816761,3.3323080000000003,3.804856,4.030023,3.060635,3.240285,3.723498,3.828548000000001,2.727104,3.418971,3.370931,3.3341300000000005,3.931207,3.927223,4.70448,3.272272,3.820315,4.518178,3.683736,3.536375,3.242011,4.271557,4.119991000000001,3.576384,4.270152,3.86612,3.545653,4.107976,3.957151,4.201219,3.813445,3.99574,3.785971,4.131093,2.939541,2.726942,2.19443,3.943836,3.67152,3.725747,2.104718,3.37333,2.892773,4.205274,3.901652,2.302477,4.003099,1.153177,3.483775,3.925052,2.40247,3.081627,3.27327,4.248508,3.228009,3.341304,2.424348,2.9297,1.262657,2.645057,3.615068,3.072773,3.401314,2.206051,2.9569240000000003,3.934043,2.463438,3.93315,3.275235,2.541985,3.3287949999999995,3.071782,1.936154,2.661162,2.248996,1.467097,3.1910990000000004,2.96866,1.390748,3.056779,2.888765,1.92144,1.579892,3.035466,0.4268292999999999,0.6127745,3.939235,1.47646,2.875137,2.058275,2.080152,2.448973,4.174192,1.88684,2.810493,2.886454,1.263497,2.516868,2.457157,1.189338,1.535585,2.276654,2.365933,1.62385
SON,2.285214,1.640942,2.584761,2.826473,0.7249300999999999,0.217213,1.554433,1.535041,1.723129,3.067701,0.5703009,2.193759,0.4280052,1.493288,1.04705,1.478353,1.780962,1.370579,3.245605,0.2678979,0.7896845,4.057651,1.2848,1.2749780000000002,3.734978,1.834358,2.856818,1.770428,0.9773306,1.637212,2.74092,1.6888330000000005,0.5069787,2.861339,2.001157,2.008989,0.9343024,0.3346478,3.241415,3.120192,0.2952185,0.2125833999999999,2.403017,1.212867,0.3349755,2.961452,0.3798381,2.212639,2.574285,1.046161,1.081443,0.8007347,0.5830717,0.8435709000000001,2.357392,0.199388,2.178198,1.622439,1.060319,0.4879992,0.9905244,0.7198836999999999,0.4662395,0.5160741,2.154805,3.056083,0.1536956,0.09814513,1.496321,4.045461,0.95038,2.892543,0.8610606,2.311275,2.422625,4.585948999999999,0.5837483,0.3362489,0.5410213,0.4445615,0.4293164,0.509134,0.1049296,0.07964613,0.8990969999999999,0.3103373,1.637088,0.3430043,0.4032134,1.504073,0.4006778,1.948467,2.308345,0.1485737999999999,2.035075,1.286591,1.623078,3.360867,2.878331,2.752362,2.087005,1.32381,0.8688115,1.7232009999999998,0.4495235999999999,2.0800110000000003,2.930527,0.4184789,4.326097,2.217258,2.909451,0.5844752,0.7981548,0.4241734,3.181508,2.004608,0.8861233000000001,3.326373,0.6304029000000001,0.2965129,3.256031,2.85174,0.1651822999999999,0.9860473,0.8469033000000001,1.42356,1.164823,0.3760559,1.097408,2.362384,1.130156,1.415637,0.1969349,0.2037547999999999,0.7168576,3.0516330000000003,1.548594
MED15,2.705918,0.9089683,1.283588,0.04137991,0.3594216,1.1865709999999998,1.733544,1.232849,0.3114304,0.3508339,0.0030825859999999,0.0,0.4360355999999999,2.188807,0.03155115,1.434361,0.0816893,0.0,0.2985612,1.837764,1.227248,0.7303036999999999,0.4558354999999999,1.817892,0.05408604,1.174042,1.224943,0.7008995,2.515721,0.4209254,0.0,0.003313855,0.01178705,0.007250834,0.1996174,1.6540439999999998,0.07745785,0.4376282,0.0,0.3040288,0.04071808,0.005937035,0.06297315,0.0,0.0,0.4349737,0.0,0.748871,1.0491,1.136509,0.5232985,0.07602946,0.9122782,0.318774,0.1021345,0.4464880999999999,0.3376446,0.01393133,0.6429845999999999,2.502693,0.7159717,0.0153948999999999,0.0076394919999999,0.1167154,0.6361551,1.702294,0.7229277,0.6551574,0.0,0.0,0.9800894,2.687105,0.05474053,0.4306148,0.0,0.6779940999999999,0.0,0.0,0.01078254,0.1822095,0.4125417999999999,0.006525486,0.0,0.004062865,0.3691705999999999,0.7998345,1.444033,0.01171772,0.0,1.714809,0.7024841,0.0,0.0,0.3433537,0.07750148,0.005307236,0.06385455,0.0,0.0,0.3838707,1.832651,1.656829,0.0,0.0,0.0,1.130316,0.6693884,0.01937839,0.2792535999999999,0.1514256,0.4815139,0.5088597,0.008171473,0.0,0.8174574,0.8059009,0.0035699509999999,0.0,0.0,0.008734882,0.01589483,0.0,0.0,0.5696823000000001,0.0464637,0.0,0.0,0.008053581,0.1292658,0.6924288000000001,0.012118,1.089149,0.0,0.0052151659999999,0.0,1.254083,0.1921132
RPS3,5.037219,5.113963,5.016065,4.603039,4.145697,5.150953,4.421341,3.916115,4.603305000000001,4.863624,4.551004,4.495786,4.125096,3.27413,4.476538,4.030252,2.638787,4.738023,4.46778,3.991184,4.670915,4.019115,4.308314,4.62063,4.375238,3.849309,4.295635,4.523164,4.576153,4.330026999999999,4.403766,4.195795,4.224344,4.9441440000000005,4.095722,4.433488,4.097055999999999,4.246019,4.361601,4.244532,4.300829,3.76205,4.56907,4.375659,4.249127,4.516514,4.396391,4.552174,3.257944,4.33451,3.596781,4.357627,3.152159,2.753707,4.208563,3.957495,4.701877,4.563024,4.456769,4.788033,3.957406,4.742224,4.099725,3.849883,4.170276,3.715202,4.048012,4.177507,4.417997,4.645957,3.323456,3.5221120000000004,4.124766999999999,3.768597,3.4755800000000003,3.808103,3.252442,4.217007,3.401256,3.247546,3.09375,4.951683999999999,3.157114,3.260678,2.474114,4.568115,2.205956,3.970443,4.684416000000001,3.4370510000000003,3.868882,3.3864019999999995,3.652282,3.133204,3.649343,3.833953,3.527397,3.450043,3.051279,4.237095,4.588623999999999,3.551965,4.017906,3.859319,3.64553,4.101442,3.78298,4.2312,3.33736,3.788032,4.617825,3.610644,3.547169,2.913501,2.904755,2.573644,3.5798870000000003,4.06743,2.848667,2.259192,4.2728660000000005,3.188893,4.124491,2.634901,3.704834,2.008576,3.546355,3.35916,4.080705,3.034131,4.375183,3.729193,3.260871,3.869864,2.1808,3.034667,2.7536560000000003
GNB2L1,5.61221,5.181346,4.571073,5.79651,3.922879,6.002764,4.530018,4.592282,5.085312,5.343532,4.771063,4.861114,4.1818480000000005,4.742239,5.184722,4.729828,4.488958,5.250463,5.612455000000001,5.443015,5.803019,4.409824,5.028796,4.850335,5.42644,4.603014,4.632077,5.030429,4.449357,4.51605,5.418086,4.785125,4.870299,5.520478,4.004658999999999,3.583682,4.149508999999999,4.022444999999999,4.775005,3.873235,4.924937,3.930284,4.391279,3.868742,2.661959,3.978119,4.51232,4.643919,5.075482,3.977782,3.934504,4.62247,4.348724,3.180596,1.814388,2.6802740000000003,5.362737,5.277739,3.367287,4.617674,4.5523690000000006,4.262869,5.256694,4.051427,4.899831,2.68794,2.7671360000000003,4.289371,4.139558,1.924787,5.238346,3.468003,3.701912,3.994023,4.95636,3.720734,2.934622,3.805989,4.370588,3.993447,4.883737,2.727332,4.337333,3.983399,1.586782,5.110027,4.123406,3.905615,3.898877,3.348281,3.531354,2.803673,3.512174,1.689099,3.942916,4.5666400000000005,3.630619,3.767138,2.339868,3.995442,2.440464,3.690063,2.516238,3.447427,3.422845,2.694865,2.899372,3.373277,3.939486,3.899523,3.673191000000001,4.90109,3.437029,1.765666,3.005314,3.993163,0.2181027,3.3511330000000004,3.149102,2.407923,4.328908,3.535615,2.156101,4.059205,3.952567,2.105282,2.316214,4.280221,4.923582,4.015865,3.870979,3.556128,4.421719,3.3829550000000004,1.606601,2.770644,4.806268
COPE1,3.070926,3.965797,3.370882,3.242943,2.964796,4.773064,3.5920339999999995,3.735637,3.964103,2.254246,2.409419,0.03007395,3.054631,3.160761,2.850676,3.31227,3.24941,2.933568,3.470098,1.744461,2.367732,3.355497,3.956393,2.422425,2.177964,0.3452098,4.639137,3.851057,4.755508,1.949947,2.821873,1.897684,3.06712,3.311097,3.239607,4.888394,3.029876,3.299813,2.9405810000000003,3.140733,3.785554,1.969021,3.5005610000000003,2.522008,3.746759,2.249528,0.0,3.819981,0.1700014,2.595634,2.548177,2.980473,3.458074,3.172673,3.96962,0.1028446,3.621262,0.5887624,3.986475,3.603366,2.063513,0.9209488,0.2271795,3.499167,1.640527,2.179507,3.036987,2.524981,1.577685,0.0,1.106345,1.971448,0.01784051,2.766315,2.988937,5.030014,2.999801,2.977982,1.526664,0.1023478999999999,0.5370623999999999,3.347914,3.728778,3.630749,3.278307,3.078802,4.464893,0.6056083999999999,1.582407,0.0550883,3.663264,0.0,4.007787,1.267881,0.0,3.266259,3.113828,0.0,0.0,2.730241,0.6113675000000001,2.691956,3.289818,3.37136,0.7808826999999999,1.812163,3.21748,3.592808,0.096139,1.76503,2.247688,3.160195,1.972572,0.05829704,3.312207,2.804884,3.007342,0.04169625,0.0,0.00937946,0.02545733,2.37503,3.279417,3.818787,1.803304,0.0,3.137654,0.0,1.955309,4.147138,0.3444225999999999,3.959908,2.129053,3.447282,1.029799,0.0,1.772601
GATAD2A,0.3163757,0.7242662,1.845204,0.9373223,0.006428745,0.0,1.077784,1.5754290000000002,0.0,1.584554,1.095473,2.236671,1.276446,0.1221131,0.9897178,0.06813586,0.1348022999999999,0.001753295,1.927204,0.00797454,1.933896,0.8585451999999999,0.8000470999999999,0.7284222,1.57701,1.801987,1.222469,0.3330502999999999,0.4516349,0.3116941,1.280269,1.286629,0.4969343,1.1114540000000002,0.0,0.9087472,1.324913,1.906891,1.011709,1.260095,1.6949150000000002,0.6664842,0.0032605729999999,1.997558,2.378051,0.0,0.07220416,1.193288,0.03265244,0.008792172,1.438552,0.9204019,0.9576903,0.8344488000000001,1.019627,1.572478,1.106339,0.1172573,0.04387499,0.9755002,0.3395473,1.413671,1.439906,0.001232402,0.7782635999999999,0.0,1.485858,0.003503328,0.4342805999999999,1.463982,0.01878886,0.002141257,0.2480699,1.404741,2.059361,1.325862,0.0,0.0,0.6712026999999999,0.01440704,0.7185154,1.111643,0.9511298,0.008630238,1.32398,0.006526969,0.1800255,0.02138528,0.1828062999999999,0.3427020999999999,0.0026625409999999,0.9750705,0.1499151,0.1483061,0.8976700000000001,0.0,0.5675623000000001,0.0,0.001923411,0.3868784,0.0,0.0,0.1029408999999999,1.00761,0.1184703999999999,1.362727,0.6822266,0.1962501,1.08573,0.08035935,0.1683167,0.3311328,0.7294606,0.2286259,0.06559581,0.0,0.0,0.0096446869999999,0.0,0.05766129,0.00953662,1.07552,0.01751694,0.02755531,0.4003877,0.0,0.6233347,0.0,0.0,0.03836871,0.5694927,0.0,0.177296,0.0,1.07655,0.01103078,1.221783
ARF4,2.48758,2.211882,2.835918,0.05297926,3.3133790000000003,0.7161135999999999,1.144998,3.3460910000000004,1.667052,2.26618,2.1937830000000003,3.307343,2.694589,2.464968,0.468922,2.908335,0.8078813,0.9258297,2.431203,2.673009,1.362585,2.707827,3.142637,2.692716,2.088608,0.5147839,3.69542,3.74845,3.09592,0.9875831,3.298968,2.617722,1.310029,2.884225,3.525706,2.8178650000000003,2.94411,1.3187870000000002,3.228611,1.259874,2.779764,2.854261,2.325936,2.932972,1.708473,0.2192279,0.9843884,2.463551,2.600938,2.438159,0.9392287,3.009407,1.640781,0.7930474000000001,2.686186,0.0,3.112837,1.162747,2.991477,2.0528150000000003,4.102224,2.433347,0.318864,2.12386,1.231196,1.739795,2.9377150000000003,2.053242,3.125413,1.879728,1.904906,2.140909,0.3552020999999999,3.12275,2.134736,2.217368,2.688769,0.6966964,1.961279,1.902805,0.1016184,2.351728,0.0,1.831408,1.608295,0.6244061,0.3116585999999999,0.009096497,3.066402,2.909729,1.658081,4.09785,3.180456,3.489964,2.380901,1.053283,3.3095260000000004,2.364459,1.128568,1.970254,0.7747468000000001,3.1405,1.7302560000000002,1.208146,3.718599,2.093881,3.352885,3.096291,2.421482,0.06021779,1.290083,1.382123,3.318284,3.306439,3.068165,2.88464,3.062149,0.2236679,1.220019,4.243247,2.314581,3.835256,2.373377,0.1815303999999999,3.603928,0.8472006999999999,1.751423,2.196619,1.791643,1.355726,0.0,3.46674,1.947368,0.0,2.803547,3.135409,3.003496
MYST2,1.236976,2.100735,0.0,0.0,0.0,0.3604356999999999,0.07779428,0.03311858,0.0,0.5399054,0.9673384,0.0,0.2222322,0.0136251,0.08335854,0.0,0.0,0.0,0.00212469,0.0,0.1248188,0.2397504,0.0,0.03196107,0.1748863,0.0,0.0,0.0,0.2721208,0.0,1.406576,0.0,0.28584,0.0,0.0,1.6952459999999998,0.3136599,0.2383537,0.0,0.0,0.5423859999999999,0.0,0.02580027,0.0,0.01552447,0.0,1.605431,0.002112373,0.0,0.0,0.0,0.0038246459999999,0.0,0.0,0.0,0.0,0.0489189,0.1504707,0.0,0.2195397999999999,0.1122500999999999,0.01001292,0.3672897999999999,0.4296049,0.0,0.0,0.0,0.0108326,0.2255965,0.00558309,0.0,0.4274249,0.0,0.0,0.05521534,0.3156615,0.0042430359999999,0.1125309999999999,0.316746,0.7071486,0.0,0.0,0.0,0.0,0.0,0.7614635000000001,0.3605311,0.003179994,0.0,0.01519705,0.2347775999999999,0.0,0.6056636,0.0,0.0,0.0,0.001462344,0.0,0.0403668,0.0,0.0,0.163599,0.005937579,0.06336923,0.2723331,0.0,0.2710361,0.0,0.6747625,0.0,0.03298568,0.8148699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1227236,0.0,0.0,0.7639574,0.02077837,0.01722637,0.01048136,0.0,0.0,0.0070643109999999,0.9411895,0.0,0.05200039,0.0,0.0,0.0,0.03106511,0.0
SPCS1,3.029863,3.962296,1.581255,2.410756,2.41693,2.89621,2.78598,0.8527256,2.888126,1.659509,1.454142,2.639092,2.708446,2.602328,3.2672630000000003,3.2618720000000003,3.071771,3.672652,2.584863,2.583761,3.630422,0.7482758,3.703745,3.419614,2.992302,3.257421,3.191511,3.194279,3.222424,2.906551,3.031845,1.7165709999999998,3.149752,2.627759,2.7995810000000003,1.606784,2.607231,1.828934,2.971126,2.716796,3.5165870000000004,2.9084830000000004,2.654237,2.776135,2.091943,3.130923,1.664233,3.023091,3.843473,2.599479,1.301842,2.446733,2.905965,0.987023,2.454864,3.1350580000000003,3.61389,3.4121269999999995,2.05706,3.3707230000000004,3.245017,0.3514719,1.840276,3.1132880000000003,0.1005348,3.247033,3.260551,2.865012,2.510279,3.149721,3.266832,3.632174,2.7270220000000003,3.821741,3.418019,3.059098,2.720097,2.634898,2.381742,3.0629150000000003,3.2197880000000003,3.240179,2.165166,0.5981785,2.721045,3.422947,2.942416,2.95187,3.967833,3.039683,3.06575,0.0,3.396475,0.126355,0.6257024,2.56598,3.490753,3.569022,2.8535310000000003,1.748781,1.6590790000000002,3.544277,4.011704,3.678013,2.52951,2.604803,3.391136,2.6801060000000003,2.871627,2.533261,2.472159,3.373168,0.6800433000000001,3.354196,3.064701,1.5931620000000002,2.487805,4.156058,3.687846,2.551489,1.734432,3.615452,2.042671,3.846027,3.469697,0.02101533,2.42761,2.454729,2.309714,2.927588,3.714542,0.0,2.734335,0.4697893,2.960262,3.247208,2.073912
