gene,LPS_4h_S35,LPS_2h_S40,LPS_4h_S29,LPS_4h_S71,LPS_4h_S60,LPS_4h_S87,LPS_4h_S36,LPS_4h_S24,LPS_4h_S94,LPS_2h_S33,LPS_6h_S2,LPS_4h_S76,LPS_4h_S66,LPS_4h_S16,LPS_4h_S3,LPS_4h_S78,LPS_6h_S11,LPS_4h_S27,LPS_6h_S74,LPS_4h_S86,LPS_6h_S41,LPS_4h_S26,LPS_6h_S88,LPS_6h_S12,LPS_4h_S37,LPS_6h_S38,LPS_6h_S8,LPS_4h_S14,LPS_4h_S55,LPS_4h_S18,LPS_2h_S94,LPS_4h_S68,LPS_4h_S74,LPS_4h_S49,LPS_6h_S58,LPS_6h_S81,LPS_4h_S83,LPS_6h_S39,LPS_6h_S21,LPS_6h_S25,LPS_6h_S29,LPS_6h_S30,LPS_6h_S20,LPS_4h_S30,LPS_6h_S93,LPS_6h_S76,LPS_6h_S53,LPS_4h_S65,LPS_4h_S77,LPS_6h_S90,LPS_6h_S80,LPS_4h_S28,LPS_6h_S68,LPS_4h_S40,LPS_4h_S43,LPS_4h_S73,LPS_4h_S17,LPS_4h_S52,LPS_6h_S3,LPS_4h_S53,LPS_4h_S54,LPS_6h_S15,LPS_4h_S85,LPS_6h_S51,LPS_6h_S1,LPS_6h_S48,LPS_4h_S23,LPS_4h_S89,LPS_6h_S84,LPS_4h_S9,LPS_4h_S2,LPS_6h_S28,LPS_6h_S63,LPS_6h_S22,LPS_4h_S81,LPS_4h_S82,LPS_6h_S57,LPS_4h_S56,LPS_4h_S62,LPS_4h_S59,LPS_4h_S46,LPS_4h_S51,LPS_4h_S1,LPS_4h_S96,LPS_6h_S34,LPS_4h_S63,LPS_6h_S40,LPS_6h_S96,LPS_6h_S42,LPS_6h_S62,LPS_4h_S32,LPS_4h_S64,LPS_4h_S20,LPS_4h_S57,LPS_6h_S27,LPS_6h_S64,LPS_2h_S51,LPS_6h_S85,LPS_6h_S14,LPS_6h_S77,LPS_4h_S22,LPS_6h_S94,LPS_6h_S49,LPS_6h_S70,LPS_4h_S92,LPS_6h_S89,LPS_4h_S38,LPS_6h_S24,LPS_4h_S41,LPS_6h_S17,LPS_4h_S6,LPS_4h_S75,LPS_6h_S5,LPS_4h_S34,LPS_6h_S23,LPS_4h_S69,LPS_4h_S5,LPS_6h_S26,LPS_6h_S4,LPS_6h_S18,LPS_6h_S55,LPS_4h_S42,LPS_4h_S45,LPS_6h_S95,LPS_6h_S75,LPS_6h_S9,LPS_4h_S19,LPS_6h_S6,LPS_4h_S21,LPS_4h_S4,LPS_6h_S16,LPS_6h_S65,LPS_6h_S86,LPS_6h_S10,LPS_4h_S33,LPS_6h_S37,LPS_4h_S58,LPS_6h_S7,LPS_2h_S1,LPS_6h_S59,LPS_2h_S72,LPS_4h_S72,LPS_6h_S45,LPS_2h_S44,LPS_2h_S2,LPS_6h_S44,LPS_6h_S66,LPS_6h_S43,LPS_4h_S80,LPS_4h_S95,LPS_6h_S61,LPS_4h_S50,LPS_6h_S87,LPS_6h_S50,LPS_6h_S13,LPS_6h_S71,LPS_2h_S88,LPS_4h_S70,LPS_2h_S11,LPS_2h_S80,LPS_4h_S10,LPS_2h_S82,LPS_1h_S9,LPS_2h_S81,LPS_2h_S5,LPS_4h_S7,LPS_2h_S56,LPS_1h_S47,LPS_1h_S83,LPS_1h_S76,LPS_6h_S35,LPS_1h_S70,LPS_2h_S37,LPS_1h_S92,LPS_2h_S59,LPS_2h_S86,LPS_4h_S48
ETFA,3.056458,0.0,2.519877,0.0,0.2901755,2.242403,2.556388,0.0851688999999999,0.06003112,0.0684611,3.3304150000000003,2.447464,2.445201,0.1545086,1.7767509999999995,0.3057336,0.05568977,3.4380839999999995,2.095486,0.0,2.785908,0.7781785,1.977368,0.2946137,0.7624114000000001,0.9646632,0.03563446,0.1606011,2.591735,2.186994,1.727853,0.5335371,0.02849233,1.988816,0.8893184000000001,0.0,1.214321,1.348514,1.915479,0.7943637,3.125951,3.628318,1.481962,0.06914039,1.346931,2.112629,1.123342,1.078529,0.005771935,1.487414,1.072408,1.721868,0.0,0.0,2.126274,0.4370263,0.293104,2.09871,1.57482,0.0,1.17357,0.9096171,0.7978738000000001,2.309619,2.401518,0.07859319,0.0,1.391293,0.2265045,1.5420280000000002,2.94342,1.483052,0.8848203000000001,0.862308,0.0,2.411168,0.7624981,0.01010263,0.07070358,0.1532176,1.8666080000000005,1.26703,1.928886,0.0,0.1999974,0.01492716,3.624307,0.1189607999999999,1.886565,0.1049408,1.411959,0.0,0.0,0.271574,0.08075508,0.2575227,0.0,0.0,0.04810704,0.0,1.462036,0.0,0.0879363,1.04915,0.2229751,2.145141,0.2869939,1.416877,0.0310920999999999,1.5791879999999998,0.0,0.0,0.0,3.155697,0.0,0.009605988,2.561901,2.17331,0.4252548,0.08274506,4.058179,1.794652,0.09221735,0.005808759,0.1864277999999999,0.3362545,0.0,1.143281,2.66251,0.6036387,0.0,0.6681691999999999,0.0,0.0,1.969357,0.0,0.0,0.05442981,0.3667752999999999,1.358617,0.3441565,0.0,0.0,0.1194947,0.0,4.018602,0.1788445,0.3234039999999999,0.0,0.0,0.0,0.0,3.631667,0.2145344,0.0,0.0,0.0,0.2217752,0.006244647,0.01122112,2.786379,0.6376136,0.06338226,0.0,0.05149504,0.09004304,0.1725088,0.02880884,0.08500094,0.02263571,3.073722,0.0,0.0,0.0,0.0,0.0,0.0
DOT1L,0.0,0.01234484,0.0,0.002767207,0.1069835,0.4655867999999999,0.1813386,0.0,0.0,0.5213215999999999,0.1471645,0.0,0.0,0.0,0.008790556,0.0,0.01900307,0.0,0.0,0.0,0.0,0.0,0.0,0.004789337,0.01802102,0.0,0.0,0.3762052,0.0,0.3942765,0.0,0.0,0.09651082,0.0,0.009801797,0.01505674,1.071696,0.0,0.1534312,0.0,0.0,0.0,0.2635067,0.0,0.0,0.01102709,0.0,0.0017013879999999,0.0,0.04482269,0.01965281,0.0,0.0,0.0,0.1286633,0.4136111,0.09443398,0.009762519,0.0,0.0,0.0,0.0,0.6237312,0.3242529,0.0,0.3119984,0.01610761,0.0,0.0,0.003394043,0.0,0.09539539,0.01249551,0.0,0.09042439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03074878,0.0,0.03247972,0.002707225,0.01044867,0.002178612,0.0,0.0,0.0,0.0,0.1147951,0.2779326,0.0,0.01028718,0.0,0.002682472,0.0,1.326476,0.01804835,0.0,0.0,0.08737482,0.0,0.001572192,0.0,0.0,0.5207316,0.0,0.02605352,0.0,0.0005723566,0.0,0.4743539,0.0,1.330484,0.00521759,0.0,0.0,0.01944956,0.0,0.0,0.1317063999999999,0.4566595,0.0,0.0,0.0,0.0,0.04089805,0.0,0.0,0.0,0.0,0.04641135,0.0,0.08243641,0.0,0.0,0.0,0.0124534,0.0,0.0,0.4322984,0.17753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105881,0.0,0.0,0.0,0.0,0.01012769,0.0005687663,0.01421281,0.0,0.02750444,0.0,0.0,0.002963339,0.0,0.0,0.0,0.0,0.0,0.01868012,0.0,0.06969279,0.0,0.0,0.0,0.0
CSTB,5.754571,4.472441000000001,6.330066,5.825658,5.204915,5.94613,5.497489,5.088101,4.452307,6.128126,3.953131,6.301492,6.513512,5.870995,5.997301,5.531638,5.766525,6.025393,6.531799,5.679602,5.176423000000001,5.995443,6.545344999999999,5.672707,5.693473,5.642445,5.178656,5.946863,5.556019,4.990835,4.506130000000001,5.741194999999999,5.057161,6.082741,5.2503720000000005,6.41132,5.731991000000001,5.338355,6.08282,6.242898,6.247536,5.913505000000001,5.626664,5.426012,5.353102,5.568135,5.705367,5.727682,5.403415,5.903287000000001,4.9464120000000005,5.6298580000000005,5.961772,5.365494,4.479672,4.341828,5.431712,6.094167,5.64618,5.997735,4.990604,5.140039,4.051032,5.616633,4.959685,5.016891,4.740122,5.256994000000001,5.395753,4.4812,3.719186,4.527769,5.395549,5.738522,5.874843,5.098862,4.896433,4.723751999999999,4.0617410000000005,4.2194970000000005,5.441286,5.087251,4.173268,5.095003,5.130452,5.214882,5.753547,4.645303,4.876896,5.745989,3.5510589999999995,4.24549,4.100859,5.487178,4.993926999999999,4.594936,4.63781,4.648231,3.880677,5.3814720000000005,3.010936,3.588878,4.69955,5.1218330000000005,3.350568,5.3734720000000005,5.220571,4.682903,5.0498650000000005,4.589793,3.430838,5.447714,4.035124,4.207928,4.18168,5.637269,2.694427,4.983223000000001,4.954967,4.916944,5.472341,4.997404,4.530193,3.129039,4.893252,4.389362,2.857215,4.654598,4.210373000000001,5.460343,4.672065,4.476457,5.465782,5.399072,6.260534,4.359234,4.738391,5.434622,3.006878,4.816656,6.083454,5.215212,3.54586,5.108988,2.79997,5.620935,4.931687999999999,5.977222,3.841557,2.222712,3.769031,4.227887,3.737159,3.155504,2.086602,1.929126,6.03699,5.997694,3.3186,5.487526,5.904008,6.167589,5.054566,6.011426999999999,5.065012,5.469878,4.983672,5.300783,5.135638,5.03719,3.84294,2.824321,5.530842,5.371203,5.005823,0.03530999,5.747382
HDAC1,0.0,2.168925,1.835889,0.00481501,0.7277781999999999,1.404331,0.01374534,0.1010346999999999,0.3082843,1.282269,0.09189651,0.0,0.03661299,0.0,0.0,0.0,0.05655319,2.710747,0.01369848,0.0424847,1.474778,0.0,1.42793,1.351571,0.8419796,0.03300842,0.01557534,0.7016912,0.1337806,2.572387,0.9690111,0.0,0.01051064,2.027512,0.0,0.0,1.316707,0.0,0.0,2.906134,1.314233,0.3059861,0.0,1.046003,2.658933,1.89094,0.004586821,0.235667,0.0,0.8784200000000001,0.6157343000000001,0.01032584,0.8473687,0.0,0.2921874,2.208423,2.981241,0.01549743,0.3262370999999999,0.3681825999999999,0.01327945,0.7326855,0.1192971999999999,0.8719683000000001,0.2606944,1.855646,0.01311477,0.0,2.207385,0.5389151,0.8645111999999999,2.522612,2.203286,2.595352,0.0613098,2.309693,2.415504,0.007346622,0.03727478,0.0,0.06993673,0.0,0.3384751,0.6022645999999999,0.0,0.01092128,1.957984,2.596312,0.7296026999999999,2.772566,1.693337,1.062794,0.5958066999999999,1.7497509999999998,0.0259562999999999,3.721438,0.0,2.329677,0.15254,0.9261837,2.600701,0.1077807,0.2536573,0.0,0.0,0.00377961,2.124415,0.04978327,0.1107736,0.0,0.05228291,0.07325025,0.0,0.0,0.0038797009999999,0.04177564,1.288455,0.1071738,0.1812708999999999,1.015925,0.0,0.0,2.2790310000000003,0.0,0.007412281,0.1704187999999999,0.1752221,0.01831936,0.003060423,0.0,0.01467558,0.0262144999999999,0.0,0.0,0.0,0.0,0.0,0.8609304,0.0,0.05464929,0.1005689,0.0,1.164183,0.0225760999999999,0.0,0.01950021,1.710808,0.0,0.8336998,0.3004716,0.04581614,0.1976732,0.0,0.3367375999999999,0.0,0.1595234999999999,0.006608226,0.06875039,0.0,0.004113307,0.05646868,0.01581587,0.01571615,0.0,0.6493569,1.062151,0.0,0.0,0.3627094999999999,0.0,0.0,0.2036105,0.03640528,1.076215,0.0,0.0,0.03687537
NDUFB8,4.78036414408893,4.03378900370442,4.501019901250401,4.81360264611713,5.20543096759343,5.6942492483962,4.96918505667219,3.16333572824827,4.25268710662055,4.7986150301017405,4.47977942316681,3.90637944280259,5.16295852561325,5.31713892459622,3.57495672664081,1.9943512649393895,3.15834040686445,4.363755213867759,4.02314050522156,2.12719807576681,3.7097397587809,4.80673770071237,2.77569286117372,3.52584350944521,3.80761090947634,3.18892693074856,3.48682149911847,3.84845557612989,4.01128514595456,2.89482798833962,3.3200899843447407,3.59898007335998,2.90775856010656,5.08158287551866,1.43801233141629,4.24695156797985,2.32974068436973,3.18686071826178,2.36355867972276,5.02989883516999,1.89399158293471,1.30556126850467,4.13923896667925,4.28311237007904,4.07551031010276,1.28466642238532,3.85115881780427,4.33362845893075,3.20001910272098,4.1928801722691205,3.58070513916268,3.06399262227211,2.68101569986872,3.8380868283107104,3.6632911712917298,4.2110200560571895,2.0656214448712,1.35201037753219,4.3485458775073305,2.59234334500871,4.15749675540911,4.54281460337225,2.95292144833324,3.60237281812816,3.35949137070664,2.7397264511631203,0.088558277991601,4.1806926890977,4.7621195871876605,4.67277910033918,4.88104395734585,2.11619366355366,4.16448194786036,2.35931225276898,0.473794207388689,2.68417137454062,3.1528015288194102,3.70374210738298,3.90863019496666,2.91372855254959,2.22723723570305,2.23326869248384,3.32540168215239,4.08216247443837,0.8046240434709611,2.55307462489912,2.88988036117929,3.00393368329261,4.39510985337259,3.46686470617191,2.73289903912708,1.2716194889559198,2.37212237505633,5.57265024898872,4.67431531166102,4.36239431153177,3.84542824623701,0.711564833652189,2.38786405972771,4.64405214631733,3.35165114608377,2.75562752991587,1.0145004449035,1.89205669253507,2.7525251900591403,1.09112892011365,3.1441740364154303,3.53969481932112,2.14370588435454,0.705840627269099,2.48753572391711,0.0,3.467750053605,4.13540408552089,2.37256205681939,3.2228778725024503,3.13969313802935,0.571887126979286,3.0042554886094504,1.23951368345737,3.02385588927758,0.95039274469129,3.89971389331668,0.948146248909412,2.8320559088972206,3.57611167872379,0.0,1.53265244708931,3.53004423888483,2.15445713259532,3.47375609450483,5.19202723352271,3.29223285741385,2.81716078712258,3.31122783745332,3.70341821981501,4.912100775748179,0.5594708323918879,3.8567897715928,0.0392280666717452,4.56841215950984,2.27118403966973,0.0,2.01722267132267,0.0124297369432675,2.2960530306033102,0.374697198562546,2.35302542352556,1.28527673585856,4.28475066099665,1.1490061516534298,0.0,0.8136983178790401,0.89566511554379,0.0119557554130381,0.016477885295406,1.76446173635508,4.52998536755444,2.33899397216315,1.0316761288372198,0.178656472825367,4.23948245256441,3.2605685918533,3.29375038869806,2.19970473074464,2.7070721372305697,5.17336473472149,2.80274701853723,3.5122568115344195,4.9026432785028895,0.276424404094199,4.82182571248467,1.9339630079848504,3.64724992842719,0.0,3.3717164965751203,2.7619336375055297
SRSF1,0.0,1.714666,0.4170657,0.3585647,0.0,0.03315984,0.002584157,0.0,0.0,0.0,0.2780909,0.006146289,0.06395677,0.6843800999999999,0.5452573000000001,0.4136549,0.0,0.0,0.0,0.0,0.2889600999999999,0.0,0.0,0.0,0.3136637,1.956551,0.678287,0.004212012,0.4040357999999999,0.01885485,0.1439542999999999,0.002005696,2.291871,0.1979997999999999,0.0,0.1281306,0.8861853999999999,0.5831951999999999,0.005441272,0.2350165,0.0,0.6060553000000001,0.0,1.316219,0.2080887,0.06686584,0.0,0.6370123000000001,0.4008248,0.2043549,0.9807523,2.2252490000000003,0.02773528,0.0,0.0,1.110197,0.05940414,0.5515696999999999,0.9010897,0.004692648,0.0,0.0,0.8730091999999998,1.087324,0.5325826,0.4124202999999999,0.0,0.04879937,0.0,1.359054,0.0,0.1810435,0.00174782,0.0,0.09209492,0.0,0.705082,0.0,0.01134963,0.0,1.24812,0.01636869,0.1648823999999999,0.2112133,0.007360362,0.5613613000000001,0.06427971,1.3341379999999998,0.49131,0.01501613,0.02189683,0.0,0.7274409000000001,0.0539237,0.003237728,0.0,0.0,0.001357252,0.0,0.0,0.0,0.0,0.6136522,0.04345646,0.0,0.001411802,0.07601738,0.0,0.01673945,0.0,0.3754535999999999,0.0,0.0,0.0,0.0,0.7400446999999999,0.0,0.5802658,0.2083892,0.0,0.0,2.116378,0.0,0.0,0.0,0.00294604,0.0,0.0,0.001154602,0.0,0.4906142,1.124159,0.02264928,0.006896462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01313322,0.3448934,0.005723924,1.118128,0.0,0.01378803,0.0,0.0,0.0,0.0,0.0,0.0039015,0.007912404,0.0,0.0,0.0,0.01336607,0.0,0.0,2.340218,0.06832235,2.383396,0.0,0.1279472,0.06368312,0.0,0.0,0.4033514,0.1091369,0.0,0.4702295999999999,0.0,0.5867651999999999,0.0,0.0,0.01413666
USF2,0.3021419,0.02048755,1.072486,0.0,0.02207636,0.0,0.6880145000000001,0.7403499,0.0,1.58256,0.2485889,0.0,0.3066954,0.03189662,0.07838634,0.008745048,0.5477243,0.0,0.0,0.1649836,0.03830306,0.0,0.6641415,0.4284153,0.8805196,0.1509561,0.06321059,0.200788,0.0,0.4837878,0.0088842119999999,1.627055,0.02987415,0.04369497,0.0,0.0,0.1857167,1.243144,0.08065419,0.7564371999999999,0.1859956,0.02149738,0.5951064,1.227452,0.1027559,0.03543017,0.0,0.04346289,0.0,0.03670442,0.2889952,0.1731578,0.1617592,0.99899,0.0,0.213688,0.009001439,0.1811837,0.0,0.1251737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238996,0.00563968,0.9746892,0.0,0.06033114,0.411448,0.02842774,0.5685334,0.0,0.0,0.007000098,0.0,0.0,0.0,0.4680098,0.0,0.0,0.03682137,0.1009056,0.1128931,0.03380754,0.7707135,0.01260223,0.1157779999999999,0.05792444,0.0,0.0,0.4845237,0.2487662,0.0,0.0,0.0,0.0,0.0,0.8915767,0.0,0.02760212,1.004205,0.0,0.0,0.09092521,0.08527751,0.0,0.0,0.1876837999999999,0.0,0.0,0.01105952,1.036208,0.0,1.495658,0.0,1.41805,0.04374538,0.0,0.0,0.0,0.003536671,0.0,0.0722112,0.0,0.2190372,0.2535123999999999,0.02785338,0.0,0.0,0.0,0.0,0.007668418,0.0,0.07543671,0.2113553,0.0,0.0,0.0,0.0121409,0.007212942,0.0,0.0,0.01202527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063031369999999,0.06570879,0.0,0.02337574,0.0,0.372313,0.8132889,0.0,0.0,0.2667355999999999,0.007097193,0.9710451,1.133268,0.5154702,0.0211465999999999,0.04111007,0.0,0.3381364,0.2218237,0.0,0.5207364000000001
PRDX4,3.036613,0.0,1.549767,0.8714584000000001,0.01256206,1.482581,2.079975,0.5082306,0.178361,0.0,0.9442468,0.5732408,0.0,1.417051,0.03012711,3.355983,1.4049200000000002,0.8437730999999999,1.369652,1.321057,3.437204,0.01271611,1.591633,0.9035986,4.305771,0.5303517,2.865981,0.8175048,0.0,1.960029,0.0,0.2394251,0.0219992,1.456104,0.0,0.01470599,2.404288,0.0,0.0,0.907057,1.090214,3.740454,0.1890233999999999,0.1057753999999999,1.601565,0.01338513,3.396571,2.382899,0.0,2.878489,2.633363,1.907751,0.0,1.461132,1.270527,0.4245271,3.923073000000001,1.737443,0.8827753,0.0,3.518345,0.6060121,1.513923,1.124458,2.671948,0.6908003,0.09547921,1.168662,0.02550913,1.999815,1.572244,0.392905,0.307877,0.03203924,2.182933,1.5315219999999998,0.01580693,0.01583024,2.013696,2.074628,0.3948603,0.0,3.403988,3.861673,1.28496,0.0,0.7093682,0.0,0.809794,3.623438,0.0,0.0,0.01060778,3.4895690000000004,3.4240190000000004,1.108525,0.0,0.0157981,0.4795608,3.481114,0.9892244,0.03411588,4.132758,3.203637,0.0,2.136268,0.0,2.248148,3.643393,0.007116306,0.0,0.0,0.7349324,2.8749,1.526528,2.978193,0.0,3.308156,0.0,1.139206,0.09591525,0.0,0.3992644,0.01813432,2.687982,3.212103,0.396179,0.1494085,0.0,3.2776400000000003,0.01560821,0.01853914,0.0,0.0,1.963094,0.01699295,0.0,0.0,0.0,0.0,2.073857,0.2356395,0.104951,0.0,1.575268,0.4609340999999999,0.02654127,1.422358,0.6870489000000001,0.0,0.5010442,0.0,0.02179665,2.125699,0.0,0.0,0.3782269,0.0718263999999999,0.0,0.0,1.525835,0.3529717,3.790175,0.09887867,0.1900907999999999,0.0,0.0,3.378021,0.101922,3.419395,0.0,0.0,1.075146,0.0,0.0,0.0,0.07645025
RPLP0,3.646679,3.573177,4.984833,2.165911,4.985771,4.772719,4.544392,3.681653,4.37458,5.398396,4.870031,4.661490000000001,4.469757,5.12901,4.27359,4.34427,4.317245,4.501034,4.156792,2.714851,5.756609,4.05198,5.003903,3.153932,4.096814,3.779934,3.918001,5.210481,5.723521,5.2982,5.070982,3.4672730000000005,4.076813,4.861724,5.896796,3.232655,4.688463,4.760635,4.451226,2.787944,3.859129,2.259929,3.788061,4.290341000000001,5.059939,4.278377,5.123707,4.984026,4.227861,4.532206,5.275134,5.845829,4.959332,3.258603,3.677131,4.452446,4.484418,4.670528,4.678711,3.4506870000000003,5.27237,4.129499,5.064474,5.188451000000001,4.48281,3.318626,4.336066000000001,4.645441,4.909313,4.905929,4.701169999999999,5.953624,5.1282190000000005,3.301535,4.593152,3.865513,5.469716,4.667145,5.278775,4.890301999999999,4.906149,5.825752,4.431385,4.85464,3.516097,4.072055000000001,5.045923999999999,4.508643,3.5071769999999995,4.538844,5.292574,5.717645,6.066657,4.24951,5.045596,4.456292,5.35121,4.733331,4.437596,4.794746,4.794445,5.412458,4.881426,4.588304,5.830856,5.126785,5.584379,4.3306,2.134507,3.752937,5.0271360000000005,3.2267360000000003,5.011542,3.798373,5.450773000000001,4.87404,6.031058,4.491003,3.99416,5.659724,2.61383,5.2818,5.00846,4.872313,4.466298,3.808667,4.275638,3.640625,5.51451,5.493189,1.832053,0.03858623,4.80495,2.065233,4.945072,5.705147,3.532508,4.747209,4.930586,4.357751,4.1072120000000005,3.188114,5.163421,4.509180000000001,4.746226,2.404687,5.304039,4.374137,4.757265,5.462203,4.570245,4.662799,4.743998,3.419382,4.402076,4.512555,5.690476,2.497977,4.173128,3.961671,2.949448,2.83142,3.849252,3.485061,4.652966999999999,4.1337980000000005,2.218142,3.3404160000000003,3.3338370000000004,3.2690330000000003,1.514789,3.808521,4.364335,2.102251,5.551385,2.34277,4.284685
HTATIP2,0.4006243,0.0,0.0351301,0.0,1.254567,0.02250072,0.0,0.0,0.0,0.0,0.0,0.7163484999999999,1.004782,0.0,0.0,1.1895870000000002,2.049114,0.0,0.0,1.813021,1.7356790000000002,0.0,0.0,0.5567138,1.637856,0.0,0.0,0.05412973,2.337825,0.3609772999999999,0.0,0.0,0.0,2.0325580000000003,0.0,0.9215074,0.0,0.0,2.35951,0.9094052,0.03313103,0.0,2.090094,0.3480356,0.2948336,0.0,1.524639,0.0,2.514019,0.9814282,0.0,0.09855522,0.1410535,0.0,0.9507338,2.222269,0.0,2.184918,3.424717,0.0,0.0,0.0,0.01077865,0.7726510999999999,3.081037,0.0,1.293311,0.0,0.9882691,0.9310244,0.0,0.656609,0.007669738,0.0,0.460605,1.973357,0.01044305,1.598108,0.1756901,0.0,0.6464568,3.348269,0.06815145,0.0,0.998291,0.0,0.7718684,2.089792,1.811274,0.1631676,0.0,0.0,0.0,0.1277478,0.0,0.0,0.0,0.0,0.0,0.009724566,0.0,1.18697,0.0,0.0,0.0,0.0,0.0,1.379954,0.0,0.6778846,0.0,0.0,1.131965,0.0,0.0,0.0,1.104768,0.0,1.558947,0.0,0.0,0.0,0.6520239999999999,0.0,2.448042,0.5303429000000001,0.0,0.5457346,0.0,0.0,0.0,2.0627880000000003,0.9488476,0.0,0.0,0.0,0.0,0.0,2.003038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.465471,0.0,0.0,0.0,0.0,0.9543555,0.01676079,0.0,0.0,3.388183,0.0,0.0,0.0,0.9587623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A13,2.135569,2.2745740000000003,2.034973,3.930852,2.21394,2.069654,0.6304218,0.01851013,0.0,2.030043,2.732887,1.512479,2.205252,3.198769,1.89884,2.409278,1.745259,2.697798,2.129779,3.238274,1.143422,0.9796131,0.6374041,1.850397,3.738028,0.3731078,0.9612706,2.035261,3.169964,2.9218610000000003,1.128394,2.579626,2.716544,1.329152,0.6231038000000001,0.1481434999999999,2.408876,1.894926,1.6976759999999995,2.1320240000000004,2.6678610000000003,1.665098,0.8333739,2.873809,0.4320286,0.3717917999999999,1.226169,0.2253643,1.851616,2.4327650000000003,0.2894949,0.0,1.872674,2.226404,3.02866,1.793447,2.6179490000000003,1.77646,3.448814,2.810814,1.633499,1.585713,0.9388397,1.67318,1.378984,1.640928,1.909138,2.475733,1.992691,2.081515,1.816856,1.073934,0.4097661,0.4203582999999999,0.0,1.114159,1.521074,1.138834,2.161475,0.0,0.5522969,1.679425,1.559781,0.8448549000000001,1.1727530000000002,1.200085,1.712723,1.988437,2.281101,1.4647290000000002,2.6534560000000003,1.985676,0.8523048000000001,0.0,0.5704597,1.483968,1.026932,2.231667,0.9692536,1.358195,2.15213,2.039702,2.536283,0.747092,1.604737,0.01248767,1.890432,0.2657362,0.06991555,0.0,0.9965938,3.48615,2.348215,1.032408,2.224194,2.555432,0.4670114000000001,1.7403540000000002,0.0,0.0,0.2064405,1.581653,1.167985,2.204661,0.3589315999999999,2.429665,0.8459198,0.0,1.445522,1.883611,2.746314,0.0,2.16203,0.3707079,1.056682,2.380785,2.174848,0.0,0.2604108,0.3124328,1.15306,1.756084,1.500227,1.991845,0.4188473,2.999198,0.846914,1.101473,3.133004,0.1536151,0.0,1.810501,0.0,2.92792,0.4304959,0.0152805,0.02046268,0.0,2.960638,0.0,1.6540849999999998,2.481804,0.2497107,0.0,2.30646,2.41975,0.0,2.631728,1.105113,0.0,0.0,2.80742,2.765669,1.875611,0.6407103,0.06067307,0.05676331
CD47,2.3027990000000003,1.556302,2.603394,0.8761568999999999,2.5691610000000003,3.705709,2.333297,3.682583,0.2414093,2.39479,3.803549,0.9890314,1.485909,3.5870940000000004,3.054151,0.573072,4.0063830000000005,1.892827,3.219913,1.979943,3.877429,4.3862440000000005,4.481068,2.844423,3.267477,2.33018,1.425676,3.087828,2.524359,2.658091,3.4192660000000004,2.028706,2.794592,1.96511,1.780602,2.365382,1.307985,3.162443,3.37784,3.364815,3.867912000000001,3.449954,1.823209,4.125146,4.084944,3.610745,1.282659,3.568631,2.207985,2.707487,3.355831,3.653607,3.053515,3.153301,0.3098735,3.822746,2.089503,3.668801,2.76854,4.034339,1.500279,2.941423,3.579281,3.040179,3.943484,4.863512,2.887279,2.863561,2.415841,3.700239,1.455823,3.521933,3.874915,4.300643,2.658534,2.499779,2.852029,3.425703,2.4261,3.189661,3.197988,2.682224,3.947851,2.773392,3.683668,3.032335,3.921618,3.179407,3.290064,2.715837,3.840725,3.710091,4.343128,2.4138610000000003,4.529635,3.280817,1.6676799999999998,2.321537,3.784486,3.705726,2.888501,4.146351,3.764862,2.377066,3.2370520000000003,1.527976,3.219528,3.443565,3.785557,4.467137,3.3271610000000003,2.473085,3.815576,2.383477,3.057634,1.080864,2.603652,3.655291000000001,1.580375,3.0062290000000003,2.735437,2.641619,2.491523,2.826735,3.375972,3.817501,3.392493,1.80522,3.212858,1.440815,3.429632,2.630352,0.009205046,2.739304,1.004765,3.5548040000000003,0.0,2.170847,2.66065,0.6359732,2.346124,3.101051,2.429964,2.043318,2.686145,4.194294999999999,0.2495619999999999,2.304897,1.022789,3.796467,1.390631,2.366425,0.7656071,1.88895,0.6038334,5.144536,0.9533679,1.979307,0.0,0.134314,0.2004915,0.0,1.818761,2.501843,0.005649001,0.6371507,0.1293976999999999,2.196455,1.213676,1.037534,2.172945,0.02697488,0.6711756,0.5325496,0.9469394,3.88103,0.07761252
