,TF,Target,Label
839,9,120,1
840,9,534,1
841,9,771,1
842,9,354,1
843,9,376,1
844,9,1195,1
845,9,774,1
846,9,910,1
847,9,127,1
848,9,798,1
849,9,881,1
850,9,920,1
851,9,1087,1
852,9,839,1
853,9,880,1
854,9,49,1
855,9,645,1
856,9,1041,1
857,9,107,1
858,9,800,1
859,9,633,1
860,9,624,1
861,9,482,1
862,9,799,1
863,9,501,1
864,9,1152,1
865,9,483,1
866,9,438,1
867,9,160,1
868,9,545,1
869,9,801,1
870,9,1114,1
871,9,1073,1
872,9,562,1
873,9,1151,1
874,9,580,1
875,9,1159,1
876,9,134,1
877,9,97,1
878,9,1093,1
879,9,99,1
880,9,1164,1
881,9,73,1
882,9,531,1
883,9,852,1
884,9,952,1
885,9,105,1
886,9,548,1
887,9,908,1
888,9,363,1
889,9,609,1
890,9,508,1
891,9,427,1
892,9,598,1
893,9,278,1
894,9,492,1
895,9,572,1
896,9,476,1
897,9,702,1
898,9,487,1
899,9,166,1
900,9,212,1
901,9,1004,1
902,9,1142,1
903,9,1025,1
904,9,113,1
905,9,1170,1
906,9,1071,1
907,9,856,1
908,9,87,1
909,9,1009,1
910,9,383,1
911,9,734,1
912,9,873,1
913,9,657,1
914,9,1072,1
915,9,905,1
916,9,668,1
917,9,194,1
918,9,783,1
919,9,766,1
920,9,715,1
921,9,161,1
922,9,347,1
923,9,1153,1
924,9,460,1
925,9,187,1
926,9,282,1
927,9,616,1
928,9,403,1
929,9,31,1
930,9,958,1
931,9,1081,1
932,9,388,1
933,9,1076,1
934,9,17,1
935,9,95,1
936,9,927,1
937,9,208,1
938,9,561,1
939,9,778,1
940,9,516,1
941,9,953,1
942,9,762,1
943,9,59,1
944,9,477,1
945,9,286,1
946,9,1158,1
947,9,1119,1
948,9,1002,1
949,9,1157,1
950,9,433,1
951,9,811,1
952,9,951,1
953,9,1155,1
954,9,375,1
955,9,574,1
956,9,546,1
957,9,496,1
958,9,577,1
959,9,549,1
960,9,553,1
961,9,1000,1
962,9,61,1
963,9,390,1
964,9,859,1
965,9,192,1
966,9,850,1
967,9,1180,1
968,9,284,1
969,9,341,1
970,9,871,1
971,9,509,1
972,9,602,1
973,9,152,1
974,9,558,1
975,9,1128,1
976,9,1141,1
977,9,406,1
978,9,1171,1
979,9,58,1
980,9,770,1
981,9,191,1
982,9,983,1
983,9,1169,1
984,9,691,1
985,9,1196,1
986,9,68,1
987,9,195,1
988,9,181,1
989,9,615,1
990,9,843,1
991,9,21,1
992,9,756,1
993,9,467,1
994,9,575,1
995,9,885,1
996,9,1012,1
997,9,1085,1
998,9,142,1
999,9,607,1
1000,9,43,1
1001,9,713,1
1002,9,260,1
1003,9,324,1
1004,9,1147,1
1005,9,168,1
1006,9,969,1
1007,9,1031,1
1008,9,565,1
1009,9,700,1
1010,9,689,1
1011,9,753,1
1012,9,239,1
1013,9,217,1
1014,9,761,1
1015,9,982,1
1016,9,446,1
1017,9,1050,1
1018,9,3,1
1019,9,777,1
1020,9,1060,1
1021,9,311,1
1022,9,706,1
1023,9,132,1
1024,9,291,1
1025,9,186,1
1026,9,320,1
1027,9,1061,1
1028,9,851,1
1029,9,409,1
1030,9,773,1
1031,9,583,1
1032,9,448,1
1033,9,271,1
1034,9,1082,1
1035,9,938,1
1036,9,720,1
1037,9,746,1
1038,9,16,1
1039,9,867,1
1040,9,924,1
1041,9,808,1
1042,9,1156,1
1043,9,277,1
1044,9,357,1
1045,9,735,1
1046,9,444,1
1047,9,164,1
1048,9,917,1
1049,9,328,1
1050,9,578,1
1051,9,1134,1
1052,9,831,1
1053,9,461,1
1054,9,274,1
1055,9,748,1
1056,9,861,1
1057,9,789,1
1058,9,670,1
1059,9,964,1
1060,9,874,1
1061,9,926,1
1062,9,226,1
1063,9,599,1
1064,9,135,1
1065,9,348,1
1066,9,1040,1
1067,9,996,1
1068,9,407,1
1069,20,980,1
1070,20,818,1
1071,20,250,1
1072,20,574,1
1073,20,1198,1
1074,20,405,1
1075,20,594,1
1076,20,524,1
1077,20,916,1
1078,20,1196,1
1079,20,222,1
1080,20,416,1
1081,64,90,1
1082,64,1047,1
1083,64,908,1
1084,64,519,1
1085,64,1088,1
1086,64,676,1
1087,64,73,1
1088,64,119,1
1089,64,522,1
1090,64,1148,1
1091,64,174,1
1092,64,828,1
1093,64,157,1
1094,64,561,1
1095,64,518,1
1096,64,77,1
1097,64,1153,1
1098,64,823,1
1099,64,479,1
1100,64,309,1
1101,64,658,1
1102,64,21,1
1103,64,81,1
1104,64,907,1
1105,64,891,1
1106,64,261,1
1107,64,192,1
1108,64,445,1
1109,64,305,1
1110,64,173,1
1111,64,423,1
1112,64,802,1
1113,64,396,1
1114,64,319,1
1115,64,1045,1
1116,64,248,1
1117,64,210,1
1118,64,921,1
1119,64,1199,1
1120,64,35,1
1121,64,36,1
1122,64,516,1
1123,64,1172,1
1124,64,820,1
1125,64,505,1
1126,64,1004,1
1127,64,805,1
1128,64,244,1
1129,64,287,1
1130,64,255,1
1131,64,579,1
1132,64,1053,1
1133,64,735,1
1134,64,188,1
1135,64,1127,1
1136,64,420,1
1137,64,645,1
1138,64,345,1
1139,64,241,1
1140,64,853,1
1141,64,458,1
1142,64,317,1
1143,64,224,1
1144,64,179,1
1145,64,1115,1
1146,64,1146,1
1147,64,201,1
1148,64,1169,1
1149,64,706,1
1150,64,800,1
1151,64,475,1
1152,64,368,1
1153,64,486,1
1154,64,202,1
1155,64,321,1
1156,64,453,1
1157,64,460,1
1158,64,1165,1
1159,64,764,1
1160,64,1041,1
1161,64,856,1
1162,64,1162,1
1163,64,542,1
1164,64,500,1
1165,64,829,1
1166,64,209,1
1167,64,12,1
1168,64,663,1
1169,64,27,1
1170,64,781,1
1171,64,819,1
1172,64,364,1
1173,64,610,1
1174,64,817,1
1175,64,892,1
1176,64,884,1
1177,64,59,1
1178,64,1095,1
1179,64,1080,1
1180,64,553,1
1181,64,534,1
1182,64,117,1
1183,64,858,1
1184,64,208,1
1185,64,299,1
1186,64,510,1
1187,64,128,1
1188,64,940,1
1189,64,682,1
1190,64,430,1
1191,64,194,1
1192,64,731,1
1193,64,390,1
1194,64,348,1
1195,64,582,1
1196,64,831,1
1197,64,403,1
1198,64,1193,1
1199,64,1000,1
1200,64,924,1
1201,64,263,1
1202,64,421,1
1203,64,736,1
1204,64,600,1
1205,64,1191,1
1206,64,880,1
1207,64,139,1
1208,64,713,1
1209,64,899,1
1210,64,1050,1
1211,64,603,1
1212,64,795,1
1213,64,212,1
1214,64,1070,1
1215,64,121,1
1216,64,1170,1
1217,64,876,1
1218,64,1136,1
1219,64,485,1
1220,64,441,1
1221,64,826,1
1222,64,613,1
1223,64,463,1
1224,64,308,1
1225,64,337,1
1226,64,1203,1
1227,64,496,1
1228,64,353,1
1229,64,1014,1
1230,64,583,1
1231,64,283,1
1232,64,207,1
1233,64,43,1
1234,64,1135,1
1235,64,976,1
1236,64,457,1
1237,64,679,1
1238,64,306,1
1239,64,82,1
1240,64,327,1
1241,64,1131,1
1242,64,170,1
1243,64,783,1
1244,64,97,1
1245,64,938,1
1246,64,450,1
1247,64,667,1
1248,64,541,1
1249,64,704,1
1250,64,13,1
1251,64,96,1
1252,64,3,1
1253,64,502,1
1254,64,148,1
1255,64,660,1
1256,64,246,1
1257,64,887,1
1258,64,113,1
1259,64,135,1
1260,64,301,1
1261,64,854,1
1262,64,1043,1
1263,64,136,1
1264,64,379,1
1265,64,705,1
1266,64,454,1
1267,64,806,1
1268,64,286,1
1269,64,1141,1
1270,64,125,1
1271,64,104,1
1272,64,678,1
1273,64,586,1
1274,64,559,1
1275,64,656,1
1276,64,406,1
1277,64,576,1
1278,64,890,1
1279,64,1174,1
1280,64,265,1
1281,64,473,1
1282,64,292,1
1283,64,646,1
1284,64,281,1
1285,64,1003,1
1286,64,222,1
1287,64,799,1
1288,64,120,1
1289,64,1129,1
1290,64,0,1
1291,64,572,1
1292,64,754,1
1293,64,864,1
1294,64,1147,1
1295,64,825,1
1296,64,954,1
1297,64,723,1
1298,64,333,1
1299,64,235,1
1300,64,685,1
1301,64,28,1
1302,64,57,1
1303,64,89,1
1304,64,1164,1
1305,64,779,1
1306,64,737,1
1307,64,707,1
1308,64,448,1
1309,64,963,1
1310,64,382,1
1311,64,381,1
1312,64,98,1
1313,64,434,1
1314,64,1013,1
1315,64,625,1
1316,64,664,1
1317,64,70,1
1318,64,1138,1
1319,64,1044,1
1320,64,598,1
1321,64,875,1
1322,64,1010,1
1323,64,955,1
1324,64,394,1
1325,64,529,1
1326,64,554,1
1327,64,648,1
1328,64,166,1
1329,64,1107,1
1330,64,982,1
1331,64,240,1
1332,64,50,1
1333,64,755,1
1334,64,260,1
1335,64,984,1
1336,64,838,1
1337,64,897,1
1338,64,388,1
1339,64,1083,1
1340,64,855,1
1341,64,604,1
1342,64,740,1
1343,64,365,1
1344,64,398,1
1345,64,836,1
1346,64,772,1
1347,64,694,1
1348,64,738,1
1349,64,304,1
1350,64,275,1
1351,64,1156,1
1352,64,30,1
1353,64,346,1
1354,64,708,1
1355,64,389,1
1356,64,1024,1
1357,64,387,1
1358,64,38,1
1359,64,175,1
1360,64,848,1
1361,64,311,1
1362,64,440,1
1363,64,745,1
1364,64,343,1
1365,64,545,1
1366,64,874,1
1367,64,674,1
1368,64,951,1
1369,64,1060,1
1370,64,753,1
1371,64,612,1
1372,64,272,1
1373,64,318,1
1374,64,958,1
1375,64,329,1
1376,64,429,1
1377,64,1102,1
1378,64,495,1
1379,64,56,1
1380,64,980,1
1381,64,140,1
1382,64,721,1
1383,64,230,1
1384,64,400,1
1385,64,1151,1
1386,64,639,1
1387,64,936,1
1388,64,1144,1
1389,64,739,1
1390,64,962,1
1391,64,857,1
1392,64,796,1
1393,64,428,1
1394,64,303,1
1395,64,942,1
1396,64,690,1
1397,64,499,1
1398,64,1034,1
1399,64,526,1
1400,64,245,1
1401,64,1133,1
1402,64,1066,1
1403,64,22,1
1404,64,1190,1
1405,64,185,1
1406,64,350,1
1407,64,198,1
1408,64,842,1
1409,64,221,1
1410,64,325,1
1411,64,833,1
1412,64,877,1
1413,64,52,1
1414,64,790,1
1415,64,425,1
1416,64,971,1
1417,64,584,1
1418,64,340,1
1419,64,1021,1
1420,64,1058,1
1421,64,1051,1
1422,64,841,1
1423,64,558,1
1424,64,1061,1
1425,64,830,1
1426,64,239,1
1427,64,599,1
1428,64,1186,1
1429,64,297,1
1430,64,296,1
1431,64,266,1
1432,64,253,1
1433,64,451,1
1434,64,953,1
1435,64,78,1
1436,64,158,1
1437,64,608,1
1438,64,116,1
1439,64,417,1
1440,64,277,1
1441,64,344,1
1442,64,326,1
1443,64,204,1
1444,64,46,1
1445,64,68,1
1446,64,870,1
1447,64,1140,1
1448,64,950,1
1449,64,922,1
1450,64,31,1
1451,64,557,1
1452,64,183,1
1453,64,588,1
1454,64,571,1
1455,64,916,1
1456,64,1101,1
1457,64,109,1
1458,64,638,1
1459,64,614,1
1460,64,896,1
1461,64,439,1
1462,64,692,1
1463,64,1163,1
1464,64,284,1
1465,64,994,1
1466,64,1069,1
1467,64,37,1
1468,64,1073,1
1469,64,1017,1
1470,64,860,1
1471,64,1171,1
1472,64,752,1
1473,64,691,1
1474,64,1007,1
1475,64,1185,1
1476,64,94,1
1477,64,925,1
1478,64,758,1
1479,64,1018,1
1480,64,759,1
1481,64,957,1
1482,64,444,1
1483,64,590,1
1484,64,620,1
1485,64,15,1
1486,64,320,1
1487,64,633,1
1488,64,1113,1
1489,64,124,1
1490,64,1008,1
1491,64,225,1
1492,64,443,1
1493,64,821,1
1494,64,1072,1
1495,64,7,1
1496,64,997,1
1497,64,521,1
1498,64,1006,1
1499,64,187,1
1500,64,1096,1
1501,64,675,1
1502,64,769,1
1503,64,724,1
1504,64,276,1
1505,64,137,1
1506,64,801,1
1507,64,878,1
1508,64,935,1
1509,64,4,1
1510,64,44,1
1511,64,533,1
1512,64,142,1
1513,64,998,1
1514,64,960,1
1515,64,814,1
1516,64,229,1
1517,64,655,1
1518,64,1077,1
1519,64,1200,1
1520,64,167,1
1521,64,433,1
1522,64,918,1
1523,64,751,1
1524,64,182,1
1525,64,408,1
1526,64,743,1
1527,64,102,1
1528,64,580,1
1529,64,312,1
1530,64,384,1
1531,64,808,1
1532,64,1194,1
1533,64,1037,1
1534,64,730,1
1535,64,697,1
1536,64,742,1
1537,64,1189,1
1538,64,1012,1
1539,64,932,1
1540,64,322,1
1541,64,898,1
1542,64,51,1
1543,64,622,1
1544,64,232,1
1545,64,341,1
1546,64,257,1
1547,64,807,1
1548,64,1109,1
1549,64,725,1
1550,64,1108,1
1551,64,844,1
1552,64,930,1
1553,64,217,1
1554,64,455,1
1555,64,53,1
1556,64,507,1
1557,64,637,1
1558,64,762,1
1559,64,867,1
1560,64,289,1
1561,64,869,1
1562,64,307,1
1563,64,662,1
1564,64,354,1
1565,64,160,1
1566,64,92,1
1567,64,1116,1
1568,64,776,1
1569,64,211,1
1570,64,377,1
1571,64,861,1
1572,64,873,1
1573,64,618,1
1574,64,1092,1
1575,64,376,1
1576,64,206,1
1577,64,416,1
1578,64,1110,1
1579,64,316,1
1580,64,530,1
1581,64,9,1
1582,64,269,1
1583,64,702,1
1584,64,315,1
1585,64,726,1
1586,64,852,1
1587,64,359,1
1588,64,1057,1
1589,64,872,1
1590,64,11,1
1591,64,900,1
1592,64,101,1
1593,64,986,1
1594,64,766,1
1595,64,901,1
1596,64,49,1
1597,64,1040,1
1598,64,25,1
1599,64,589,1
1600,64,71,1
1601,64,178,1
1602,64,256,1
1603,64,641,1
1604,64,152,1
1605,64,1015,1
1606,64,777,1
1607,64,1039,1
1608,64,818,1
1609,64,1158,1
1610,64,252,1
1611,64,778,1
1612,64,1160,1
1613,64,693,1
1614,64,107,1
1615,64,220,1
1616,64,915,1
1617,64,977,1
1618,64,1202,1
1619,64,634,1
1620,64,527,1
1621,64,850,1
1622,100,73,1
1623,100,179,1
1624,100,955,1
1625,100,883,1
1626,100,464,1
1627,100,926,1
1628,100,576,1
1629,100,465,1
1630,100,598,1
1631,100,608,1
1632,100,898,1
