Gene,index
EMCN,397
SIGLECG,398
UTP4,399
PEAR1,400
CTSL,401
TFG,402
FAM102B,403
ARL11,404
HUS1,405
H2-DMA,406
TESPA1,407
B3GNT5,408
MIS12,409
INTS8,410
JARID2,411
SCARB1,412
RAB31,413
FES,414
CTSO,415
SUPV3L1,416
DEF8,417
PLSCR4,418
CKAP2,419
NOP2,420
IIGP1,421
GOLIM4,422
FBXW11,423
D1ERTD622E,424
CSRP3,425
NDC1,426
ATP13A1,427
CD44,428
EPRS,429
GIMAP8,430
GM1966,431
DDX60,432
STAG2,433
CCNE2,434
UBAC1,435
IFI27L2A,436
MRPL37,437
NUP93,438
OSBPL1A,439
DNTT,440
LMO4,441
NAA50,442
TOMM70A,443
TRPS1,444
ODC1,445
SERPINB9,446
SSH3,447
TMEM176A,448
CBX7,449
ASF1B,450
ADK,451
TBL3,452
F630028O10RIK,453
TGM2,454
PROCR,455
RASSF4,456
LSP1,457
CEP55,458
RPS6KA5,459
XRCC3,460
DENND1C,461
SERPINB1A,462
SCARF1,463
USP11,464
DHX33,465
PWP2,466
THSD1,467
MAML3,468
XRCC6,469
MTMR4,470
CCNF,471
NFKBIA,472
SLC35E1,473
NUBP2,474
SHCBP1,475
MCM4,476
UNC93B1,477
ELF1,478
EMB,479
EZR,480
NPDC1,481
CTSF,482
CASP1,483
ITM2A,484
RCSD1,485
SNX30,486
PBK,487
PRKCQ,488
EFTUD2,489
CYBC1,490
ABCB8,491
IL17RA,492
ARHGAP15,493
HDAC2,494
NUPR1,495
NFIA,496
CD63,497
PFKFB3,498
PLEKHO2,499
MPL,500
ST6GALNAC4,501
CERS4,502
TRIM16,503
TRIM35,504
CD68,505
ELANE,506
CDCA4,507
MIR17HG,508
RHOF,509
ITPR1,510
STT3A,511
ZFP467,512
PIDD1,513
FDFT1,514
SHMT1,515
VSIR,516
LY9,517
PLAC8,518
CENPE,519
COPB1,520
GT(ROSA)26SOR,521
DEK,522
GGTA1,523
PARP8,524
ARID2,525
ACAA2,526
CAD,527
ATAD2,528
MFSD14B,529
DNAJC5,530
CD52,531
GYS1,532
BCL2,533
TM6SF1,534
TMX4,535
AHCYL1,536
CTLA2A,537
GRINA,538
JPT2,539
CD63-PS,540
GBP2,541
ORC6,542
PTPN7,543
SLBP,544
ABCG3,545
HNRNPAB,546
GUCY1A1,547
CSAD,548
LDHB,549
CD300A,550
RARS,551
SF3B3,552
TEK,553
UMPS,554
BATF2,555
FAM76B,556
MCM10,557
TGTP1,558
MECOM,559
URB2,560
ARL8B,561
CD53,562
SPC25,563
PARVG,564
ELMO2,565
MRPL20,566
SLC22A3,567
RELB,568
PLIN3,569
ADGRL4,570
CDCA5,571
CAND2,572
BTG2,573
PIK3R1,574
KNSTRN,575
HYOU1,576
UQCRFS1,577
MCM6,578
SAMD9L,579
SLC29A1,580
MPO,581
METAP1,582
SEH1L,583
NPLOC4,584
CD274,585
PRMT5,586
RAP1B,587
GMCL1,588
KPNA1,589
GTF2H1,590
CASP12,591
CLTC,592
TPM4,593
SYNJ1,594
DUSP1,595
SLA,596
TXNDC11,597
POLA2,598
EBF1,599
NSD2,600
AFAP1L1,601
YBX3,602
ZFP322A,603
CNIH1,604
TYMS,605
CHORDC1,606
COL4A1,607
EMID1,608
TSC22D1,609
IGTP,610
HMGB2,611
PRIM2,612
SMPDL3A,613
SLC25A46,614
KIF20B,615
NCAPH,616
TLE2,617
ZFP24,618
PSMD1,619
BID,620
TBC1D5,621
SNRNP200,622
MILR1,623
HACD4,624
TRMT11,625
RGCC,626
POLE3,627
HARS,628
CISH,629
CERK,630
FCGR2B,631
NEURL3,632
SPNS3,633
PPP1R9A,634
CDCA8,635
PPAT,636
GM5111,637
PTGS1,638
TTF2,639
STXBP4,640
LONP2,641
SFXN1,642
MFSD1,643
ATRN,644
C030034L19RIK,645
HERPUD1,646
PSMC2,647
TRIB3,648
EPSTI1,649
TOR3A,650
NADK,651
TMEM229B,652
ZC3H7A,653
ST8SIA4,654
LRRC8B,655
ZFP35,656
9530068E07RIK,657
GMFB,658
ATP6AP1,659
ACLY,660
FUCA2,661
ZFP367,662
ARMT1,663
CRISPLD1,664
MYB,665
MPI,666
ZBTB38,667
PLA2G15,668
MOB3C,669
FLNA,670
KLF6,671
PNO1,672
INPP5B,673
STT3B,674
CTTN,675
PUS7,676
PRR5,677
BCAP29,678
PFKP,679
TMEM173,680
PCMTD2,681
CTPS,682
GRK3,683
NEDD1,684
HK3,685
GARS,686
CDC20,687
MTMR1,688
DOCK11,689
SORL1,690
PLAG1,691
LTB,692
CYP2J6,693
LAX1,694
MIS18BP1,695
TCN2,696
XPNPEP1,697
G6PDX,698
WDR55,699
IRF8,700
FAM91A1,701
MYO1G,702
IFRD2,703
PSTPIP1,704
MAPKAPK3,705
EIF2B1,706
OSBPL8,707
ISG20,708
APLP2,709
CCR2,710
SGMS1,711
TUBGCP3,712
GEM,713
RIN3,714
FCGR3,715
MAMDC2,716
GNG2,717
IRF9,718
REL,719
RTP4,720
GIMAP5,721
NUAK2,722
UHRF1,723
PHKB,724
MMRN1,725
ANXA2,726
UBASH3A,727
MOGS,728
OBSL1,729
SLC19A1,730
FASTKD2,731
TMEM97,732
SZT2,733
USP42,734
SVIP,735
ABITRAM,736
TES,737
GM4759,738
IMMT,739
SLC20A1,740
ART4,741
LCP2,742
FGFR1OP,743
AKNA,744
SERPINB6A,745
ALAS1,746
UBE2C,747
TSPAN2,748
ERLIN1,749
SULT1A1,750
SPCS3,751
RGS2,752
MLKL,753
BPIFC,754
EPB41L4B,755
MFNG,756
RAB38,757
MIEF1,758
SERP1,759
SNAP47,760
DTL,761
MCOLN2,762
KIF13A,763
GMIP,764
SORT1,765
IL6ST,766
MAGED2,767
NUDT4,768
OASL2,769
TMEM154,770
CYP2J9,771
NUF2,772
GM11346,773
ADO,774
LZTS1,775
MCM2,776
PDE4B,777
ZHX1,778
ADORA2A,779
NFE2,780
PRKCH,781
SPIDR,782
RNF4,783
CSTF2,784
CCDC137,785
CCNA2,786
CTC1,787
GPD1L,788
TRP53I11,789
TBC1D2B,790
KPNA3,791
OTUD4,792
TOMM40,793
NUP107,794
APOE,795
DLST,796
DHRS3,797
TSPOAP1,798
SYTL1,799
SOCS2,800
ZEB2,801
CYB5R1,802
NCAPD2,803
GANAB,804
TK1,805
SPPL2B,806
CLEC12A,807
NCF1,808
UBL4A,809
ATAD1,810
AP1S2,811
PIK3IP1,812
NDRG1,813
CHCHD10,814
MYO1F,815
POR,816
PCLAF,817
MORC3,818
TFR2,819
MC5R,820
RUNX1T1,821
IKZF1,822
TNFAIP2,823
MYL10,824
NDRG2,825
CD69,826
GFM1,827
LIG1,828
MYO5A,829
CLPTM1L,830
CAPG,831
RNF38,832
CDC6,833
MS4A6C,834
ATP11C,835
SGO1,836
APBB1,837
FLT3,838
SMC2,839
ACSS2,840
IFI44,841
ATP1B3,842
PREP,843
MYCT1,844
MTUS1,845
FCER1G,846
LACTB,847
ARL6IP6,848
9430015G10RIK,849
NASP,850
IFI209,851
FTSJ3,852
LYN,853
GM8113,854
GBP7,855
TUBA4A,856
ACOX1,857
EIF1AD,858
PSMG2,859
SMARCA2,860
RPTOR,861
POLE,862
TIMP2,863
IDH1,864
ISYNA1,865
NRROS,866
SRSF1,867
GATM,868
TECPR1,869
HCFC1,870
RANBP3,871
FARSA,872
HMBS,873
PTDSS1,874
SEC23IP,875
RBPMS,876
DDX21,877
FIGNL1,878
LAPTM4B,879
RETREG1,880
AI504432,881
GPR65,882
BACE1,883
SESN1,884
NWD1,885
CCNB2,886
PTPRS,887
PTPRE,888
DDX58,889
ERGIC1,890
INCENP,891
4833439L19RIK,892
VKORC1L1,893
PHF5A,894
ZBTB20,895
SLCO3A1,896
SNAP23,897
NUP155,898
SLC25A38,899
TBXAS1,900
SPNS2,901
CSGALNACT2,902
HJURP,903
CTSZ,904
CSE1L,905
KIF11,906
SLA2,907
PRC1,908
NECAP2,909
PA2G4,910
TINAGL1,911
DDX1,912
CALCRL,913
RASA4,914
VPS16,915
TEAD2,916
FCHO2,917
IL21R,918
FAM189B,919
EFCC1,920
H2-Q6,921
EML4,922
ZMIZ1,923
NSUN2,924
CDK6,925
GPR160,926
2610035D17RIK,927
NFAT5,928
USP10,929
PSME3,930
GABBR1,931
ZFP53,932
TMEM37,933
ESAM,934
MKI67,935
IARS2,936
MBNL3,937
MINDY3,938
TMEM33,939
HDGFL3,940
CLEC4E,941
MAPK12,942
SLC26A2,943
GBP3,944
GNG11,945
ACOT9,946
SPTBN1,947
ACOX3,948
MAPK1,949
RORC,950
STX3,951
CTR9,952
ARFGEF2,953
CDC7,954
PAK1,955
NDUFV1,956
LMAN2L,957
TBC1D9B,958
RORA,959
WDR5,960
VAV1,961
VPS35,962
EBI3,963
PRKCD,964
FLNB,965
IFITM1,966
CD34,967
PYGM,968
GNG12,969
NPTN,970
ABCE1,971
METTL7A1,972
KRT18,973
RPA2,974
ROBO4,975
F2R,976
SEC24D,977
CCL4,978
SLC30A5,979
LY6A,980
CNRIP1,981
RARB,982
ORC2,983
DUS1L,984
SERPINA3G,985
RFC5,986
FTX,987
CKS1B,988
PANX1,989
SELL,990
ZFP451,991
TRIM30B,992
ZFAND5,993
PSME4,994
NFAM1,995
QARS,996
TIMM29,997
ANXA1,998
LAP3,999
LY86,1000
PDZK1IP1,1001
TCF19,1002
MEIS1,1003
IGSF6,1004
E2F8,1005
BTAF1,1006
PECAM1,1007
KCTD20,1008
NUDT19,1009
TNFRSF13C,1010
TIE1,1011
KCNQ1OT1,1012
ARHGEF39,1013
HAAO,1014
BC035044,1015
ALDOC,1016
PDIA4,1017
ELOVL5,1018
CDT1,1019
IRGM2,1020
ADAM17,1021
TGTP2,1022
UBE2L6,1023
ITCH,1024
CTSG,1025
TIMM50,1026
DPP8,1027
RPS6KA3,1028
RPRD1B,1029
ADSL,1030
SLC39A6,1031
PHF6,1032
USP14,1033
RPN1,1034
INTS13,1035
GNL3,1036
MR1,1037
REXO4,1038
SLC35B4,1039
SLC37A1,1040
ERCC8,1041
HASPIN,1042
OSGIN1,1043
NDC80,1044
STAT2,1045
PTTG1IP,1046
F13A1,1047
XPC,1048
SPC24,1049
IFI30,1050
PRPS2,1051
KCNK5,1052
HMGB3,1053
MPZL1,1054
PSMD9,1055
HAT1,1056
PRDM16,1057
RABGGTB,1058
PIK3R2,1059
ECT2,1060
TMEM43,1061
ALDH9A1,1062
HSPH1,1063
NCAPG2,1064
NDUFA10,1065
NAP1L3,1066
PRSS57,1067
FCGRT,1068
PSMD6,1069
GCLC,1070
TAB1,1071
LPCAT2,1072
POLR1B,1073
MEMO1,1074
F11R,1075
MSMO1,1076
TBC1D10C,1077
MARS,1078
SLC7A4,1079
RAD51AP1,1080
TFRC,1081
FAM136A,1082
NUSAP1,1083
9530082P21RIK,1084
ARID3B,1085
TSC22D3,1086
MIR99AHG,1087
NR3C2,1088
CSGALNACT1,1089
PRPF4,1090
1700017B05RIK,1091
STIP1,1092
ITSN1,1093
LY6C2,1094
DOCK10,1095
PITPNC1,1096
NDUFS1,1097
SARAF,1098
CS,1099
CYC1,1100
STARD7,1101
CASP4,1102
MGAT1,1103
EAF1,1104
H2-AA,1105
GATA2,1106
TIPIN,1107
CD74,1108
THEMIS2,1109
GSR,1110
SNHG5,1111
H2AFX,1112
SLFN2,1113
SGCE,1114
MFSD10,1115
SLC18A2,1116
CYP4V3,1117
KIF17,1118
MCM5,1119
STOM,1120
SLC28A2,1121
CD244A,1122
PLD3,1123
CKAP2L,1124
JPT1,1125
PIP4K2A,1126
ATP6AP2,1127
SETD2,1128
CREB5,1129
MYC,1130
YPEL3,1131
